WS,Year,Month,Day,Date,EST,Ca,Mg,K,Na,Al_Ferron,TMAl,OMAl,Al_ICP,NH4,pH,SO4,NO3,Cl,PO4,DOC,TDN,DON,DIC,SiO2,Mn,Fe,F,ANC,Cation,Anion,SpecCond,TheoryCond,Temp_C,GageHt,Flow,Hydro,FieldCode,VarCode,IonBal,IonErr,Qcode,Pass
7,1995,8,14,8/14/1995,945,1.14,0.37,0.13,0.88,-888.88,-888.88,-888.88,-888.88,0.02,5.96,4.73,0.01,0.36,0,1.76,-888.88,0.07,-888,6.1,-888.88,-888.88,-888.88,13.9,134.6,108.7,15.3,17.5,14,0.27,5.08, L ,0, AAA ,25.9,21.3,0,T
7,1995,8,21,8/21/1995,1040,1.19,0.41,0.14,1.12,-888.88,-888.88,-888.88,-888.88,0.02,5.99,4.92,0.01,0.39,0,1.61,-888.88,0.08,-888,7.1,-888.88,-888.88,-888.88,20.8,151,113.5,16.5,19,14,0.15,1.19, L ,0, AAA ,37.5,28.4,0,T
7,1995,8,28,8/28/1995,1015,1.19,0.43,0.14,1.26,-888.88,-888.88,-888.88,-888.88,0.02,6.15,5.07,0.01,0.41,0,1.42,-888.88,0.08,-888,7.4,-888.88,-888.88,-888.88,30.5,158.4,117.2,16,20,11,0.11,0.54, L ,0, AAA ,41.2,29.9,0,T
7,1995,9,5,9/5/1995,1130,1.22,0.45,0.13,1.41,-888.88,-888.88,-888.88,-888.88,0.03,6.24,5.21,0.01,0.43,0,1.48,-888.88,0.06,-888,8,-888.88,-888.88,-888.88,37.1,168.2,120.7,15.8,21.1,13,0.08,0.27, L ,0, AAA ,47.5,32.9,0,T
7,1995,9,11,9/11/1995,1015,1.19,0.45,0.14,1.37,-888.88,-888.88,-888.88,-888.88,0.03,6.17,5.25,0.01,0.44,0,1.61,-888.88,0.05,-888,7.8,-888.88,-888.88,-888.88,32.2,165.3,121.8,16.3,20.8,8,0.1,0.47, L ,0, AAA ,43.5,30.3,0,T
7,1995,9,18,9/18/1995,1410,1.16,0.46,0.18,1.43,-888.88,-888.88,-888.88,-888.88,0.03,6.11,5.21,0.01,0.45,0,1.45,-888.88,0.07,-888,7.9,-888.88,-888.88,-888.88,35.1,168.4,121.2,17.3,21.1,10.1,0.14,0.93, L ,0, AAA ,47.2,32.6,0,T
7,1995,9,25,9/25/1995,1125,1.16,0.47,0.18,1.25,-888.88,-888.88,-888.88,-888.88,0.03,6.12,5.05,0.01,0.42,0,1.51,-888.88,0.05,-888,6.9,-888.88,-888.88,-888.88,30.3,161.4,117,15.7,20.2,7.4,0.17,1.61, L ,0, AAA ,44.4,31.9,0,T
7,1995,10,2,10/2/1995,1130,1.2,0.49,0.21,1.36,-888.88,-888.88,-888.88,-888.88,0.01,6.14,5.15,0.01,0.46,0,1.51,-888.88,0.07,-888,7.6,-888.88,-888.88,-888.88,36.8,169.2,120.3,16.4,21.1,9.5,0.14,1.02, L ,0, AAA ,48.9,33.8,0,T
7,1995,10,10,10/10/1995,1230,1.12,0.4,0.24,0.82,-888.88,-888.88,-888.88,-888.88,0.01,5.75,4.79,0.01,0.47,0,1.94,-888.88,0.08,-888,5.5,-888.88,-888.88,-888.88,5,136.1,113,14.3,17.8,9,0.36,10.21, L ,0, AAA ,23.1,18.5,0,T
7,1995,10,16,10/16/1995,1205,1.02,0.34,0.22,0.71,-888.88,-888.88,-888.88,-888.88,0.01,5.5,4.52,0.01,0.48,0,1.92,-888.88,0.09,-888,4.8,-888.88,-888.88,-888.88,2,123.1,107.7,13.9,17,7.6,0.49,21.43, L ,0, AAA ,15.4,13.3,0,T
7,1995,10,23,10/23/1995,1245,0.97,0.27,0.25,0.61,-888.88,-888.88,-888.88,-888.88,0.02,5.11,4.29,0.01,0.67,0,2.45,-888.88,0.1,-888,4.5,-888.88,-888.88,-888.88,-2.8,120.1,108.3,14.1,17.9,9,0.7,52.74, L ,0, AAA ,11.8,10.3,0,T
7,1995,10,30,10/30/1995,1025,0.95,0.26,0.18,0.61,-888.88,-888.88,-888.88,-888.88,0.02,5.11,4.31,0.03,0.68,0,2.11,-888.88,0.11,-888,4.4,-888.88,-888.88,-888.88,-1.9,115.6,109.3,13.6,17.7,5.7,0.62,38.91, F ,0, AAA ,6.3,5.6,0,T
7,1995,11,6,11/6/1995,1235,1,0.28,0.18,0.65,-888.88,-888.88,-888.88,-888.88,0.02,5.25,4.44,0.04,0.53,0,1.9,-888.88,0.1,-888,4.6,-888.88,-888.88,-888.88,3.4,118.5,107.9,13.1,17.6,4.1,0.49,21.32, L ,0, AAA ,10.6,9.4,0,T
7,1995,11,13,11/13/1995,1220,0.94,0.23,0.17,0.58,-888.88,-888.88,-888.88,-888.88,0.01,5.04,4.1,0.18,0.71,0,2.49,-888.88,0.13,-888,3.9,-888.88,-888.88,-888.88,-7.4,114.2,108.2,14.7,18,3.7,0.78,67.84, F ,0, AAA ,6,5.4,0,T
7,1995,11,20,11/20/1995,1130,0.98,0.29,0.17,0.63,-888.88,-888.88,-888.88,-888.88,0.01,5.38,4.27,0.15,0.6,0,1.83,-888.88,0.11,-888,4.4,-888.88,-888.88,-888.88,2.3,115.8,108.2,13.4,17,2.6,0.44,16.8, L ,0, AAA ,7.6,6.8,0,T
7,1995,11,27,11/27/1995,1130,1.07,0.33,0.17,0.76,-888.88,-888.88,-888.88,-888.88,0.02,5.64,4.38,0.17,0.59,0,1.67,-888.88,0.09,-888,4.8,-888.88,-888.88,-888.88,11.5,125.6,110.5,13.8,17.4,1.2,0.33,8.06, L ,0, AAA ,15.1,12.8,0,T
7,1995,12,4,12/4/1995,1135,1.1,0.36,0.17,0.82,-888.88,-888.88,-888.88,-888.88,0.03,5.7,4.41,0.28,0.51,0,1.48,-888.88,0.07,-888,5.1,-888.88,-888.88,-888.88,8.3,132.5,110.6,14.2,17.6,0.8,0.28,5.7, L ,0, AAA ,21.9,18,0,T
7,1995,12,11,12/11/1995,1610,1.12,0.38,0.17,0.88,-888.88,-888.88,-888.88,-888.88,0.02,5.88,4.5,0.27,0.5,0,1.41,-888.88,0.07,-888,5.3,-888.88,-888.88,-888.88,12.7,136.5,112,13.7,17.9,0.1,0.26,4.68, L ,0, AAA ,24.5,19.7,0,T
7,1995,12,18,12/18/1995,1155,1.14,0.4,0.17,0.93,-888.88,-888.88,-888.88,-888.88,0.01,5.85,4.52,0.3,0.5,0,1.39,-888.88,0.09,-888,5.6,-888.88,-888.88,-888.88,14.3,140.6,112.9,13.8,18.2,0.1,0.24,3.85, L ,0, AAA ,27.7,21.9,0,T
7,1995,12,26,12/26/1995,1100,1.13,0.42,0.17,0.97,-888.88,-888.88,-888.88,-888.88,0.01,5.84,4.54,0.3,0.47,0,1.32,-888.88,0.09,-888,5.7,-888.88,-888.88,-888.88,21.5,143.5,112.5,14.5,18.6,0.2,0.23,3.43, L ,0, AAA ,31,24.2,0,T
7,1996,1,2,1/2/1996,1100,1.14,0.43,0.17,1,-888.88,-888.88,-888.88,-888.88,0.02,5.93,4.64,0.32,0.47,0,1.38,-888.88,0.08,-888,5.9,-888.88,-888.88,-888.88,29.4,145,114.9,15.3,19.2,0.2,0.23,3.32, L ,0, AAA ,30.1,23.2,0,T
7,1996,1,8,1/8/1996,1040,1.15,0.44,0.17,1.02,-888.88,-888.88,-888.88,-888.88,0.01,6.02,4.58,0.33,0.45,0,1.31,-888.88,0.08,-888,5.9,-888.88,-888.88,-888.88,22.2,146.1,113.3,14.4,18.7,0.1,0.22,2.91, L ,0, AAA ,32.8,25.3,0,T
7,1996,1,15,1/15/1996,1220,1.16,0.45,0.17,1.06,-888.88,-888.88,-888.88,-888.88,0.01,6.09,4.65,0.34,0.53,0,1.18,-888.88,0.08,-888,6.1,-888.88,-888.88,-888.88,25.1,149,117.1,15.1,19.2,0.2,0.2,2.56, L ,0, AAA ,31.9,24,0,T
7,1996,1,22,1/22/1996,1230,1.04,0.3,0.17,0.66,-888.88,-888.88,-888.88,-888.88,0.01,5.1,3.93,1.29,0.63,0,1.76,-888.88,0.12,-888,4,-888.88,-888.88,-888.88,-2.3,124.7,120.3,15,18.9,0.1,0.58,33.47, L ,0, AAA ,4.4,3.6,0,T
7,1996,1,29,1/29/1996,955,0.95,0.27,0.17,0.62,-888.88,-888.88,-888.88,-888.88,0.01,5.05,3.99,0.96,0.56,0,1.87,-888.88,0.14,-888,3.7,-888.88,-888.88,-888.88,1.8,115.2,114.2,14.2,18.7,0.1,0.66,45.35, F ,0, AAA ,1,0.9,0,T
7,1996,2,5,2/5/1996,1215,1.14,0.36,0.18,0.8,-888.88,-888.88,-888.88,-888.88,0.01,5.59,4.33,0.67,0.54,0,1.5,-888.88,0.11,-888,4.8,-888.88,-888.88,-888.88,5,132.2,116.1,14.4,17.9,0.1,0.33,8.37, L ,0, AAA ,16.1,13,0,T
7,1996,2,12,2/12/1996,1200,1.12,0.38,0.18,0.86,-888.88,-888.88,-888.88,-888.88,0.01,5.78,4.38,0.54,0.54,0,1.38,-888.88,0.11,-888,5.2,-888.88,-888.88,-888.88,9.6,134.5,115,14,17.9,0.1,0.28,5.31, L ,0, AAA ,19.5,15.6,0,T
7,1996,2,20,2/20/1996,1230,1.17,0.42,0.18,0.94,-888.88,-888.88,-888.88,-888.88,0.01,5.71,4.51,0.48,0.51,0,1.24,-888.88,0.11,-888,5.7,-888.88,-888.88,-888.88,11.3,148.3,115.9,14.7,19,0.1,0.24,3.85, L ,0, AAA ,32.4,24.5,0,T
7,1996,2,26,2/26/1996,1200,0.98,0.29,0.17,0.67,-888.88,-888.88,-888.88,-888.88,0.01,5.13,4.04,0.93,0.66,0,1.61,-888.88,0.18,-888,3.9,-888.88,-888.88,-888.88,-0.9,119.9,117.6,14.8,18.3,0.1,0.6,35.91, L ,0, AAA ,2.3,1.9,0,T
7,1996,3,4,3/4/1996,1130,1.05,0.33,0.17,0.76,-888.88,-888.88,-888.88,-888.88,0.01,5.45,4.22,0.67,0.62,0,1.62,-888.88,0.09,-888,5.6,-888.88,-888.88,-888.88,-999.9,125.1,116,14.4,17.3,0.1,0.37,10.99, L ,0, AAA ,9.1,7.5,0,T
7,1996,3,11,3/11/1996,1200,1.11,0.37,0.18,0.82,-888.88,-888.88,-888.88,-888.88,0.01,5.71,4.37,0.55,0.58,0,1.26,-888.88,0.09,-888,5.1,-888.88,-888.88,-888.88,7.9,132.6,116.1,14.4,17.9,0.1,0.31,6.85, L ,0, AAA ,16.5,13.3,0,T
7,1996,3,18,3/18/1996,1030,1.1,0.36,0.18,0.83,-888.88,-888.88,-888.88,-888.88,0.01,5.85,4.33,0.49,0.56,0,1.38,-888.88,0.1,-888,4.9,-888.88,-888.88,-888.88,5.8,130.3,113.7,14.2,17.3,0.3,0.32,7.76, L ,0, AAA ,16.6,13.6,0,T
7,1996,3,25,3/25/1996,1115,1.13,0.38,0.18,0.86,-888.88,-888.88,-888.88,-888.88,0.01,5.86,4.39,0.43,0.55,0,1.27,-888.88,0.1,-888,5.2,-888.88,-888.88,-888.88,2.6,134.7,113.7,14.3,17.4,0.3,0.29,6.16, L ,0, AAA ,21,16.9,0,T
7,1996,4,1,4/1/1996,1030,1.13,0.38,0.18,0.86,-888.88,-888.88,-888.88,-888.88,0.01,5.85,4.42,0.42,0.56,0,1.26,-888.88,0.09,-888,5.3,-888.88,-888.88,-888.88,2.8,134.8,114.5,14.6,17.5,0.8,0.31,7.13, L ,0, AAA ,20.3,16.3,0,T
7,1996,4,9,4/9/1996,945,1.12,0.38,0.17,0.87,-888.88,-888.88,-888.88,-888.88,0.01,5.9,4.42,0.36,0.56,0,1.25,-888.88,0.08,-888,5.2,-888.88,-888.88,-888.88,15.3,134.3,113.5,14.8,17.9,0.5,0.31,7.07, L ,0, AAA ,20.8,16.8,0,T
7,1996,4,15,4/15/1996,1100,1.12,0.37,0.17,0.87,-888.88,-888.88,-888.88,-888.88,0.01,5.98,4.42,0.37,0.57,0,1.22,-888.88,0.08,-888,4.9,-888.88,-888.88,-888.88,20.1,133.3,114,14.4,18,1.3,0.33,8.55, L ,0, AAA ,19.3,15.6,0,T
7,1996,4,22,4/22/1996,1010,0.87,0.24,0.16,0.58,-888.88,-888.88,-888.88,-888.88,0.01,5.07,3.93,0.77,0.64,0,2.16,-888.88,0.08,-888,3.4,-888.88,-888.88,-888.88,0.4,110.7,112.2,14.7,18.3,2.2,1.06,146.04, L ,0, AAA ,-1.5,-1.3,1,T
7,1996,4,24,4/24/1996,705,0.81,0.22,0.2,0.49,-888.88,-888.88,-888.88,-888.88,0.01,4.86,3.63,1.1,0.44,0,2.74,-888.88,0.1,-888,2.6,-888.88,-888.88,-888.88,-11.7,112.7,105.6,15.4,19.1,1,1.54,358.32, F ,911, AAA ,7.1,6.5,0,T
7,1996,4,29,4/29/1996,920,0.86,0.23,0.16,0.53,-888.88,-888.88,-888.88,-888.88,0.01,5.15,3.86,0.67,0.47,0,1.89,-888.88,0.08,-888,3.1,-888.88,-888.88,-888.88,-3.9,106.6,104.3,13.7,16.6,2.2,0.75,62.42, L ,0, AAA ,2.3,2.2,0,T
7,1996,5,6,5/6/1996,930,0.77,0.2,0.15,0.48,-888.88,-888.88,-888.88,-888.88,0.01,4.9,3.83,0.38,0.43,0,2.18,-888.88,0.07,-888,2.8,-888.88,-888.88,-888.88,-8.3,104.4,97.9,13.4,17.7,-999.9,0.83,80.2, F ,0, AAA ,6.5,6.4,0,T
7,1996,5,13,5/13/1996,1130,0.77,0.2,0.15,0.49,-888.88,-888.88,-888.88,-888.88,0.02,5.1,3.47,0.25,0.37,0,2.06,-888.88,0.08,-888,2.9,-888.88,-888.88,-888.88,-5.1,99.3,86.6,12.5,15.1,4,0.84,80.67, L ,0, AAA ,12.7,13.7,0,T
7,1996,5,20,5/20/1996,1105,0.81,0.22,0.18,0.55,-888.88,-888.88,-888.88,-888.88,0.02,5.09,3.95,0.11,0.39,0,1.96,-888.88,0.07,-888,3.3,-888.88,-888.88,-888.88,-3.6,104.8,94.9,13.5,16.1,10.7,0.69,50.21, F ,0, AAA ,9.9,9.9,0,T
7,1996,5,28,5/28/1996,1115,0.97,0.29,0.18,0.72,-888.88,-888.88,-888.88,-888.88,0.02,5.56,4.22,0.01,0.43,0,1.57,-888.88,0.08,32,4.5,-888.88,-888.88,-888.88,-1.5,117.2,100.1,13,15.5,8.7,0.34,8.94, L ,0, AAA ,17.1,15.7,0,T
7,1996,6,3,6/3/1996,940,1.04,0.34,0.18,0.85,-888.88,-888.88,-888.88,-888.88,0.02,5.77,4.42,0.01,0.4,0,1.63,-888.88,0.07,52,5.1,-888.88,-888.88,-888.88,7.3,128.5,103.4,13.8,16.7,10,0.24,3.81, L ,0, AAA ,25.1,21.6,0,T
7,1996,6,10,6/10/1996,930,0.91,0.24,0.16,0.63,-888.88,-888.88,-888.88,-888.88,0.02,5.22,4.12,0.01,0.37,0,1.81,-888.88,0.09,37,4,-888.88,-888.88,-888.88,-999.9,111.5,96.3,12.9,16,9.1,0.63,40.15, L ,0, AAA ,15.2,14.6,0,T
7,1996,6,17,6/17/1996,1110,1,0.3,0.15,0.8,-888.88,-888.88,-888.88,-888.88,0.01,4.75,4.33,0.01,0.41,0,1.62,-888.88,0.08,42,4.9,-888.88,-888.88,-888.88,-19.1,136.4,101.8,13.9,21.1,12.1,0.33,8.06, L ,0, AAA ,34.6,29.1,0,T
7,1996,6,24,6/24/1996,1030,0.98,0.28,0.14,0.71,-888.88,-888.88,-888.88,-888.88,0.01,5.43,4.22,0.01,0.36,0,1.73,-888.88,0.06,34,4.5,-888.88,-888.88,-888.88,-1.9,116.4,98.1,12.9,15.6,10.6,0.48,21, L ,0, AAA ,18.3,17.1,0,T
7,1996,7,1,7/1/1996,1140,0.96,0.28,0.13,0.71,-888.88,-888.88,-888.88,-888.88,0.01,5.39,4.24,0.01,0.35,0,1.71,-888.88,0.07,50,4.6,-888.88,-888.88,-888.88,1.5,115.5,98.2,12.9,16.1,11.7,0.51,24.47, L ,0, AAA ,17.3,16.2,0,T
7,1996,7,8,7/8/1996,1050,1,0.29,0.12,0.77,-888.88,-888.88,-888.88,-888.88,0.01,5.45,4.3,0.01,0.35,0,1.63,-888.88,0.09,41,4.8,-888.88,-888.88,-888.88,2.7,119.3,99.5,13.7,16.2,12.5,0.39,12.11, L ,0, AAA ,19.8,18.1,0,T
7,1996,7,15,7/15/1996,1035,0.82,0.2,0.1,0.54,-888.88,-888.88,-888.88,-888.88,0.01,5.05,3.8,0.01,0.23,0,2.66,-888.88,0.1,82,3.7,-888.88,-888.88,-888.88,-4,102.8,85.7,13.1,15.6,12.3,1,125.46, F ,0, AAA ,17.1,18.1,0,T
7,1996,7,22,7/22/1996,1235,0.89,0.24,0.1,0.63,-888.88,-888.88,-888.88,-888.88,0.01,5.22,4.07,0.01,0.25,0,1.96,-888.88,0.08,39,4.3,-888.88,-888.88,-888.88,-999.9,108.1,91.9,12.6,15.4,12.7,0.53,26.75, L ,0, AAA ,16.2,16.2,0,T
7,1996,7,29,7/29/1996,1130,0.94,0.25,0.1,0.69,-888.88,-888.88,-888.88,-888.88,0.01,5.38,4.2,0.01,0.27,0,1.79,-888.88,0.08,46,4.5,-888.88,-888.88,-888.88,-0.3,110.5,95.1,13.4,15.2,12.6,0.45,17.65, L ,0, AAA ,15.4,15,0,T
7,1996,8,5,8/5/1996,1130,1.03,0.32,0.13,0.86,-888.88,-888.88,-888.88,-888.88,0.01,5.76,4.43,0.01,0.31,0,1.7,-888.88,0.08,51,5.5,-888.88,-888.88,-888.88,5.6,125.6,101,14.2,16.3,14.4,0.27,5.08, L ,0, AAA ,24.6,21.7,0,T
7,1996,8,12,8/12/1996,1000,1.08,0.37,0.13,1.09,-888.88,-888.88,-888.88,-888.88,0.01,6.11,4.77,0.01,0.37,0,1.6,-888.88,0.08,65,6.6,-888.88,-888.88,-888.88,69.2,140.4,109.8,14.3,20.2,12.7,0.15,1.2, L ,0, AAA ,30.6,24.5,0,T
7,1996,8,19,8/19/1996,920,1.1,0.39,0.14,1.25,-888.88,-888.88,-888.88,-888.88,0.01,6.17,4.9,0.01,0.42,0,1.44,-888.88,0.09,71,7.2,-888.88,-888.88,-888.88,27.4,149.3,113.9,15.2,19.1,13.4,0.11,0.5, L ,0, AAA ,35.4,26.9,0,T
7,1996,8,26,8/26/1996,955,1.14,0.4,0.15,1.38,-888.88,-888.88,-888.88,-888.88,0.01,6.34,5.03,0.01,0.44,0,1.55,-888.88,0.07,154,7.7,-888.88,-888.88,-888.88,31.7,157.8,117.2,17.2,19.9,15.1,0.09,0.33, L ,0, AAA ,40.6,29.5,0,T
7,1996,9,2,9/2/1996,1015,1.15,0.42,0.14,1.46,-888.88,-888.88,-888.88,-888.88,0.01,6.21,5.11,0.01,0.45,0,1.52,-888.88,0.08,-999,8,-888.88,-888.88,-888.88,35,163.3,119.1,17.5,20.6,13.9,0.07,0.2, L ,912, AAA ,44.2,31.3,0,T
7,1996,9,9,9/9/1996,1450,1.1,0.41,0.17,1.44,-888.88,-888.88,-888.88,-888.88,0.02,6.3,5.11,0.01,0.46,0,1.57,-888.88,0.06,75,7.6,-888.88,-888.88,-888.88,35,161.5,119.4,17.1,20.5,13.8,0.13,0.77, L ,0, AAA ,42.1,30,0,T
7,1996,9,16,9/16/1996,925,1.14,0.43,0.18,1.49,-888.88,-888.88,-888.88,-888.88,0.01,6.28,5.14,0.01,0.46,0,1.53,-888.88,0.08,82,7.9,-888.88,-888.88,-888.88,29,166.8,120,17.2,20.6,11.6,0.11,0.54, L ,0, AAA ,46.8,32.6,0,T
7,1996,9,23,9/23/1996,815,1.16,0.46,0.15,1.57,-888.88,-888.88,-888.88,-888.88,0.01,6.47,5.19,0.01,0.45,0,1.45,-888.88,0.08,90,8.1,-888.88,-888.88,-888.88,41.8,171.9,120.8,17.4,21.4,9.8,0.09,0.33, L ,0, AAA ,51.1,34.9,0,T
7,1996,9,30,9/30/1996,1245,1.08,0.44,0.19,1.45,-888.88,-888.88,-888.88,-888.88,0.02,6.22,4.94,0.01,0.5,0,1.64,-888.88,0.07,76,7.4,-888.88,-888.88,-888.88,26.5,161.5,117,16.8,19.9,9.8,0.13,0.83, L ,0, AAA ,44.5,32,0,T
7,1996,10,7,10/7/1996,1100,1.15,0.49,0.2,1.5,-888.88,-888.88,-888.88,-888.88,0.02,6.41,5.09,0.01,0.46,0,1.5,-888.88,0.04,96,8.1,-888.88,-888.88,-888.88,37.8,171.3,119,17.4,21,6,0.14,1.02, L ,0, AAA ,52.3,36,0,T
7,1996,10,15,10/15/1996,1100,1.17,0.54,0.53,1.26,-888.88,-888.88,-888.88,-888.88,0.01,6.29,4.96,0.01,0.51,0,2.98,-888.88,0.08,110,6.7,-888.88,-888.88,-888.88,41.5,173.7,117.7,17.5,21.7,3.7,0.17,1.54, L ,0, AAA ,56,38.4,0,T
7,1996,10,21,10/21/1996,1220,0.79,0.21,0.59,0.48,-888.88,-888.88,-888.88,-888.88,0.01,4.79,3.71,0.04,0.65,0.01,4.35,-888.88,0.18,43,3.4,-888.88,-888.88,-888.88,-13.3,121.1,96.1,15.1,19.8,6.3,2.02,697.7, R ,911, AAA ,25,23,0,T
7,1996,10,28,10/28/1996,1200,1,0.31,0.24,0.75,-888.88,-888.88,-888.88,-888.88,0.01,5.62,4.25,0.01,0.51,0,1.97,-888.88,0.08,47,4.7,-888.88,-888.88,-888.88,7.9,120.3,102.9,13.2,16.5,7.9,0.42,15.08, L ,0, AAA ,17.4,15.6,0,T
7,1996,11,4,11/4/1996,1315,1.04,0.34,0.18,0.79,-888.88,-888.88,-888.88,-888.88,0.01,5.82,4.38,0.01,0.49,0,1.56,-888.88,0.06,52,5.1,-888.88,-888.88,-888.88,11.6,123.2,105.1,13.3,16.6,3,0.33,8.12, L ,0, AAA ,18.1,15.9,0,T
7,1996,11,11,11/11/1996,1025,0.9,0.24,0.22,0.59,-888.88,-888.88,-888.88,-888.88,0.01,5.15,4.01,0.01,0.67,0,2.25,-888.88,0.09,41,4,-888.88,-888.88,-888.88,-8.4,111,102.5,13.3,16.7,4.7,0.63,40.94, F ,0, AAA ,8.5,8,0,T
7,1996,11,18,11/18/1996,1000,1.02,0.31,0.19,0.76,-888.88,-888.88,-888.88,-888.88,0.01,5.64,4.12,0.04,0.55,0,1.62,-888.88,0.06,45,4.8,-888.88,-888.88,-888.88,5.7,120.3,101.9,13,16.2,1.8,0.33,8.55, L ,0, AAA ,18.4,16.6,0,T
7,1996,11,25,11/25/1996,1250,1.07,0.36,0.17,0.87,-888.88,-888.88,-888.88,-888.88,0.02,5.83,4.22,0.11,0.52,0,1.43,-888.88,0.05,59,5.3,-888.88,-888.88,-888.88,14,130.4,104.2,13.5,17,0.2,0.26,4.63, L ,0, AAA ,26.2,22.3,0,T
7,1996,12,2,12/2/1996,1000,0.75,0.19,0.23,0.46,-888.88,-888.88,-888.88,-888.88,0.02,4.84,3.31,0.54,0.46,0,3.63,-888.88,0.11,45,2.7,-888.88,-888.88,-888.88,-17.4,108.2,90.5,14.4,18,2.6,2.14,808.5, F ,911, AAA ,17.7,17.8,1,T
7,1996,12,10,12/10/1996,950,1,0.3,0.16,0.71,-888.88,-888.88,-888.88,-888.88,0.02,5.65,3.98,0.15,0.46,0,1.61,-888.88,0.04,45,4.3,-888.88,-888.88,-888.88,5.9,118,98.2,12.3,15.8,0.6,0.35,9.59, L ,0, AAA ,19.8,18.3,0,T
7,1996,12,16,12/16/1996,1330,1.02,0.33,0.16,0.78,-888.88,-888.88,-888.88,-888.88,0.02,5.66,4.09,0.14,0.44,0,1.4,-888.88,0.06,49,4.7,-888.88,-888.88,-888.88,12.6,123.6,99.7,12.9,16.4,1.3,0.32,7.47, L ,0, AAA ,23.9,21.4,0,T
