Year,Month,WaterYear,WaterYearMonth,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrPO4PmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWAPO4PmgL,FWASO4SmgL
1989,4,1989,19894,19.5,276.641471,161.5046772,2.135,N/A,N/A,0.09235,N/A,0.5225,4.91E-05,0.000147547,0.000196627,0.001579635,1.11E-01,N/A,N/A,4.93E-03,N/A,2.86E-02
1989,5,1989,19895,21.125,279.7464284,148.4665392,2.322,N/A,N/A,0.092856,N/A,0.656,0.000255836,0.000358617,0.000614453,0.001161491,5.69E-01,N/A,N/A,2.04E-02,N/A,2.10E-01
1989,6,1989,19896,20.5,270.5021234,168.2877304,2.135,N/A,N/A,0.072586667,N/A,0.68,0.00037967,0.000483449,0.000863119,0.001506821,5.10E-02,N/A,N/A,1.70E-03,N/A,9.04E-03
1989,7,1989,19897,21.83333333,410.6486103,235.5276542,1.905,N/A,N/A,0.028073333,N/A,0.19,0.000709914,0.000639807,0.001349721,0.002826329,4.37E-01,N/A,N/A,7.25E-04,N/A,1.16E-03
1989,8,1989,19898,21.7,383.833069,250.0154685,1.944,N/A,N/A,0.068932,N/A,N/A,0.000252761,0.000484258,0.000737019,0.00170413,2.55E-01,N/A,N/A,1.01E-02,N/A,N/A
1989,9,1989,19899,22,337.5409766,418.4284796,2.053333333,N/A,N/A,0.018486667,N/A,0.8,0.000161979,0.000264621,0.000426599,0.000933367,7.46E-02,N/A,N/A,7.32E-04,N/A,1.56E-02
1989,10,1989,198910,21.375,148.9853809,87.07006365,2.706,N/A,N/A,0.12886,0.002,0.756,N/A,N/A,N/A,N/A,2.55E-01,N/A,N/A,1.22E-02,1.11E-04,7.11E-02
1989,11,1989,198911,21,211.0845292,143.231597,2.53,N/A,N/A,0.2449,0.002,0.84,N/A,N/A,N/A,N/A,3.45E-01,N/A,N/A,4.01E-02,2.80E-04,1.38E-01
1989,12,1989,198912,20.875,142.7048988,26.39842629,3.015,N/A,N/A,0.15535,0.002,0.63,N/A,N/A,N/A,N/A,1.26E-01,N/A,N/A,7.07E-03,8.47E-05,1.15E-02
1990,1,1990,19901,19.83333333,230.0459396,237.0489194,3.121666667,N/A,N/A,0.27789,0.002,0.885,N/A,N/A,N/A,N/A,6.97E-01,N/A,N/A,6.48E-02,5.31E-04,1.45E-01
1990,2,1990,19902,19.5,269.6694302,245.4606214,2.018,N/A,N/A,0.22878,0.002,0.432,N/A,N/A,N/A,N/A,4.63E-01,N/A,N/A,4.73E-02,1.14E-04,1.41E-01
1990,3,1990,19903,20.33333333,412.4763012,407.6990853,2.3675,N/A,N/A,0.2998875,0.002,0.4625,N/A,N/A,N/A,N/A,5.14E-01,N/A,N/A,1.58E-02,4.64E-04,3.22E-02
1990,4,1990,19904,20.5,246.5798378,178.4354645,2.118,0.002364,N/A,0.312045,0.002,0.7425,N/A,N/A,N/A,N/A,5.37E-01,2.88E-03,N/A,2.95E-01,9.89E-04,3.65E-01
1990,5,1990,19905,21.6,291.432359,199.7331779,2.275,0.002218333,N/A,0.215805,0.002,0.413333333,N/A,N/A,N/A,N/A,7.58E-01,1.46E-03,N/A,1.10E-01,7.58E-04,6.58E-03
1990,6,1990,19906,22.2,324.5142689,203.2589338,2.275,0.002335,N/A,0.242,0.002,0.6075,N/A,N/A,N/A,N/A,4.60E-01,6.38E-04,N/A,5.25E-02,4.14E-04,1.30E-01
1990,7,1990,19907,22.2,307.7474989,157.7194113,2.368333333,0.003378333,N/A,0.228833333,0.002785,0.83,N/A,N/A,N/A,N/A,9.90E-01,3.07E-03,N/A,1.71E-01,6.08E-04,4.80E-01
1990,8,1990,19908,23,357.8361074,192.2252865,2.54,0.0015875,N/A,0.206,0.018673333,0.8525,N/A,N/A,N/A,N/A,4.35E-01,2.61E-04,N/A,3.64E-02,7.04E-04,1.19E-01
1990,9,1990,19909,22.875,260.2698773,102.050052,2.635,0.0045925,N/A,0.1703725,0.002,0.84,N/A,N/A,N/A,N/A,1.58E-01,2.59E-04,N/A,1.02E-02,2.33E-05,5.02E-02
1990,10,1990,199010,22.4,493.6003704,223.2233029,2.222,0.003893333,N/A,0.17648,0.010185,0.814,N/A,N/A,N/A,N/A,2.80E-01,2.62E-04,N/A,2.18E-02,1.27E-03,1.05E-01
1990,11,1990,199011,22,222.6081552,66.3629591,2.36,N/A,N/A,0.140426667,0.009876667,0.8075,N/A,N/A,N/A,N/A,2.65E-01,N/A,N/A,2.84E-03,4.86E-04,8.89E-02
1990,12,1990,199012,20.2,384.1435648,215.1069054,2.206,N/A,N/A,0.191378,0.002,0.81,N/A,N/A,N/A,N/A,4.57E-01,N/A,N/A,5.03E-02,5.18E-04,2.13E-01
1991,1,1991,19911,19.625,232.6851534,116.0993839,2.52,N/A,N/A,0.23385,0.002,1.37,N/A,N/A,N/A,N/A,1.81E-01,N/A,N/A,9.57E-03,1.56E-04,4.04E-02
1991,2,1991,19912,20.5,271.2571925,136.842283,2.48,N/A,N/A,0.10803,0.002,1.076666667,N/A,N/A,N/A,N/A,3.59E-01,N/A,N/A,6.13E-03,3.41E-04,2.31E-01
1991,3,1991,19913,19.25,209.5391072,130.5603524,2.5075,N/A,N/A,0.17364,0.004995,0.8375,N/A,N/A,N/A,N/A,3.01E-01,N/A,N/A,2.22E-02,2.16E-04,1.04E-01
1991,4,1991,19914,20.8,239.0220892,149.4508873,2.358,N/A,N/A,0.121876,0.00583,0.89,N/A,N/A,N/A,N/A,3.41E-01,N/A,N/A,7.99E-03,1.34E-03,9.59E-03
1991,5,1991,19915,21.375,259.6771127,111.5534855,2.265,N/A,N/A,0.075085,0.002,0.86,5.67E-07,1.27E-05,1.33E-05,4.90E-05,1.43E-01,N/A,N/A,6.04E-03,9.45E-05,3.99E-02
1991,6,1991,19916,22.625,200.5911845,58.0138975,2.375,0.00604,N/A,0.1147925,0.002,0.87,2.83E-05,0.000397367,0.000425704,0.001057409,4.82E-01,1.29E-03,N/A,1.86E-02,3.54E-04,6.87E-03
1991,7,1991,19917,22.8,214.2953374,65.43230271,2.576,0.006906,N/A,0.0691725,0.002,1.3175,2.48E-05,0.000226568,0.00025137,0.001068354,1.06E+00,3.29E-03,N/A,2.81E-03,6.81E-05,9.86E-02
1991,8,1991,19918,23,243.7712627,93.38778872,2.85,0.0092025,N/A,0.0694025,0.003085,0.9475,9.74E-05,0.000321409,0.000418779,0.000879039,7.04E-01,4.19E-03,N/A,3.54E-02,1.74E-03,2.25E-01
1991,9,1991,19919,23.16666667,239.4243223,89.79939247,2.845,N/A,N/A,0.06529,0.0026675,0.505,0.000147397,0.000388256,0.000535652,0.001440283,1.67E-01,N/A,N/A,5.20E-03,1.44E-04,3.59E-02
1991,10,1991,199110,21.75,157.1147239,48.38518337,1.806,N/A,N/A,0.13597,0.002,0.508,1.76E-05,0.000117004,0.000134608,0.000329489,3.54E-01,N/A,N/A,2.67E-02,3.75E-04,5.00E-02
1991,11,1991,199111,20.25,473.5381114,383.179869,2.54,0.00236,N/A,0.131545,0.002,0.98,3.58E-05,0.000191735,0.000227553,0.001338081,1.68E-01,2.57E-05,N/A,8.46E-03,7.33E-05,2.60E-02
1991,12,1991,199112,19.6,242.1199899,154.0862719,2.21,N/A,N/A,0.188374,0.002,1.404,2.83E-05,0.00018207,0.000210388,0.00126607,5.33E-01,N/A,N/A,7.26E-02,5.40E-04,2.79E-01
1992,1,1992,19921,20.16666667,241.4425446,228.7803954,2.585,0.00269,N/A,0.1575475,0.004145,0.66,0.000193231,0.000472457,0.000665688,0.001774507,1.77E-01,1.23E-04,N/A,1.14E-02,3.06E-04,4.75E-02
1992,2,1992,19922,19.75,168.1161526,41.36946601,2.4975,0.00143,N/A,0.071825,0.005786667,1.0775,3.36E-05,9.77E-05,0.000131321,0.000710025,1.60E-01,3.40E-05,N/A,4.49E-03,2.90E-04,8.73E-02
1992,3,1992,19923,19.83333333,164.7571532,116.8510679,2.4625,N/A,N/A,0.133346667,0.002665,0.236666667,8.71E-05,0.000177338,0.000264417,0.000655118,3.15E-01,N/A,N/A,1.61E-02,2.91E-04,7.51E-02
1992,4,1992,19924,21.4,181.6227173,128.2963517,3.124,N/A,N/A,0.099,0.01946,0.866,0.000211825,0.000379236,0.00059106,0.001488917,2.77E-01,N/A,N/A,1.43E-02,2.04E-03,1.19E-01
1992,5,1992,19925,21.25,429.6947014,440.477877,2.2525,N/A,N/A,0.14415,N/A,0.715,0.00034167,0.000961778,0.001303449,0.003382287,8.31E-02,N/A,N/A,1.27E-03,N/A,2.73E-02
1992,6,1992,19926,22.4,229.8271812,152.1712675,2.328,N/A,N/A,0.079664,0.02265,0.654,0.000139772,0.000387868,0.00052764,0.001294195,5.32E-01,N/A,N/A,1.46E-02,3.06E-05,1.77E-01
1992,7,1992,19927,22.25,285.1236501,186.8650636,2.4675,N/A,N/A,0.1044625,N/A,0.6625,0.000175879,0.000539593,0.000715472,0.001718412,3.14E-01,N/A,N/A,1.22E-02,N/A,8.52E-02
1992,8,1992,19928,23,269.4788988,164.609848,2.93,N/A,N/A,0.1116075,N/A,0.65,0.000153457,0.000374748,0.000528205,0.001459357,2.59E-01,N/A,N/A,1.27E-02,N/A,7.86E-02
1992,9,1992,19929,22.6,362.6276212,93.79047658,2.558,N/A,N/A,0.072232,0.0026475,0.572,8.87E-05,0.000356227,0.000444894,0.001210691,2.24E-01,N/A,N/A,6.70E-03,1.75E-04,5.14E-02
1992,10,1992,199210,22.25,131.1883295,6.004523403,2.625,N/A,N/A,0.1315475,0.0036475,0.6525,4.21E-05,0.000219921,0.00026201,0.000576842,2.23E-01,N/A,N/A,1.07E-02,3.35E-04,5.32E-02
1992,11,1992,199211,21.5,421.7488331,261.7918512,1.645,N/A,N/A,0.04149,0.002,0.5175,0.00013935,0.000589036,0.000728387,0.002889601,1.25E-01,N/A,N/A,2.65E-03,1.36E-04,3.80E-02
1992,12,1992,199212,20.4,347.7097122,326.4277268,2.006,N/A,N/A,0.03939,0.00267,0.628,0.000107963,0.000438239,0.000546203,0.002077544,4.73E-01,N/A,N/A,3.61E-04,1.15E-03,1.67E-01
1993,1,1993,19931,20.5,316.6389679,265.0938916,2.4725,N/A,N/A,N/A,0.002,0.61,0.000108728,0.000347952,0.000456679,0.0028081,1.33E-01,N/A,N/A,N/A,1.09E-04,2.47E-02
