Water Year,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrTPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWATPmgL,FWASO4SmgL,iNDVI
1973,N/A,1546.342,443.9354632,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1974,N/A,1383.33,286.906529,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1975,N/A,1441.202,375.3678658,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1976,N/A,1281.168,295.0498684,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1977,N/A,1231.23,241.0197677,2.1125,N/A,0.027375,0.0123625,N/A,0.76437375,N/A,N/A,N/A,N/A,N/A,N/A,0.125941857,N/A,0.000587426,0.000481108,N/A,0.290649609,N/A
1978,N/A,1275.532,227.2024568,2.582692308,N/A,0.049519231,0.029980769,N/A,0.805219615,N/A,N/A,N/A,N/A,N/A,N/A,0.54336565,N/A,0.007888125,0.006364693,N/A,0.628487084,N/A
1979,N/A,1420.486,385.2670761,3.190384615,N/A,0.134923077,0.009288462,N/A,0.812263846,N/A,N/A,N/A,N/A,N/A,N/A,0.343265986,N/A,0.002776468,0.000711783,N/A,0.324780626,N/A
1980,N/A,1376.416,452.5788077,2.423529412,N/A,0.07254902,0.01172549,N/A,0.534758824,N/A,N/A,N/A,N/A,N/A,N/A,0.401243454,N/A,0.008449898,0.001327218,N/A,0.385483181,N/A
1981,N/A,1192.936,136.2472258,3.067307692,N/A,0.058846154,0.018903846,N/A,0.873484615,N/A,N/A,N/A,N/A,17.18698803,1038.163503,0.537234735,N/A,0.006858955,0.004879947,N/A,0.453816038,N/A
1982,N/A,1612.702,N/A,2.756521739,N/A,0.031304348,0.011217391,N/A,0.55278,N/A,N/A,N/A,N/A,17.53689874,1300.188287,N/A,N/A,N/A,N/A,N/A,N/A,148.6777
1983,N/A,1483.634,N/A,2.6,N/A,0.01,0.01425,N/A,0.4370625,N/A,N/A,N/A,N/A,17.65673693,1288.895906,N/A,N/A,N/A,N/A,N/A,N/A,156.9766
1984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.43472503,1363.77802,N/A,N/A,N/A,N/A,N/A,N/A,161.7706
1985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.076780869,0.141890931,0.2186718,0.50251758,18.11216791,964.087956,N/A,N/A,N/A,N/A,N/A,N/A,184.0845
1986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.053777297,0.126833946,0.180611244,0.349754494,18.89588127,1082.97896,N/A,N/A,N/A,N/A,N/A,N/A,157.9331
1987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.080877207,0.211556076,0.292433284,0.556318259,18.17679263,1460.318781,N/A,N/A,N/A,N/A,N/A,N/A,162.2646
1988,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.04550903,0.163956882,0.209465912,0.474228356,17.21129867,1113.316366,N/A,N/A,N/A,N/A,N/A,N/A,177.0355
1989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.120332202,0.237906175,0.358238377,0.662208966,17.99270363,1181.481018,N/A,N/A,N/A,N/A,N/A,N/A,127.5965
1990,N/A,N/A,236.3146923,2.983193548,N/A,0.02557377,0.010693548,N/A,0.350758065,0.117151763,0.191776783,0.308928547,0.523782003,18.79856304,971.8148598,0.28629373,N/A,0.001912188,0.000348237,N/A,0.012038188,169.6422
1991,N/A,N/A,849.2984229,2.444867647,N/A,0.025569231,0.004415385,N/A,0.285544118,0.136035081,0.267068133,0.403103214,0.777189177,19.18242033,1534.683956,0.270674029,N/A,0.002399227,0.000674706,N/A,0.011115279,166.6562
1992,N/A,N/A,386.4532645,2.19,N/A,0.0434,0.0165,N/A,0.194,0.071163302,0.180554402,0.251717704,0.449438145,1.78E+01,1202.766791,4.46771E-05,N/A,8.85382E-07,3.36608E-07,N/A,1.31791E-06,179.28585
1993,N/A,N/A,452.0893935,5.613658537,N/A,0.077153846,0.042617073,N/A,0.336317073,0.114691597,0.242271194,0.356962791,0.540676787,18.03386408,1190.804457,0.585632674,N/A,0.002434147,0.002566531,N/A,0.012488196,179.56335
1994,18.80713497,N/A,181.2660852,4.814901961,N/A,0.104947619,0.030725,N/A,0.384019231,0.128378131,0.214827106,0.343205237,0.511928635,17.89844701,1244.086233,0.33791402,N/A,0.004337716,0.00653599,N/A,0.012897597,193.05
1995,19.06452016,N/A,560.2733419,2.523846154,N/A,N/A,0.005461538,N/A,0.222769231,0.153100252,0.226575495,0.379675747,0.5611065,18.55689794,1527.661925,0.356708442,N/A,N/A,0.000339116,N/A,0.01064997,184.448
1996,13.96581837,N/A,422.6728877,N/A,N/A,N/A,N/A,N/A,N/A,0.119691519,0.216508826,0.336200345,0.444047757,17.57739516,1233.932735,N/A,N/A,N/A,N/A,N/A,N/A,169.0219
1997,19.09124031,N/A,426.9208021,N/A,N/A,N/A,N/A,N/A,N/A,0.11306972,0.196732547,0.309802267,0.426968409,17.88616721,1266.936354,N/A,N/A,N/A,N/A,N/A,N/A,196.1598
1998,19.33616871,N/A,859.8823479,N/A,N/A,N/A,N/A,N/A,N/A,0.165566917,0.221740713,0.38730763,0.558133688,18.61456182,1544.551917,N/A,N/A,N/A,N/A,N/A,N/A,182.191
1999,19.41786162,N/A,336.0131303,N/A,N/A,N/A,N/A,N/A,N/A,0.104511515,0.209377555,0.31388907,0.38859678,18.84449526,1235.525895,N/A,N/A,N/A,N/A,N/A,N/A,140.3394
2000,16.40522144,N/A,1083.399143,N/A,N/A,N/A,N/A,N/A,N/A,0.126202584,0.236371905,0.362574489,0.470666505,18.38635294,1203.725195,N/A,N/A,N/A,N/A,N/A,N/A,164.85795
2001,N/A,N/A,38.15384653,N/A,N/A,N/A,N/A,N/A,N/A,0.132121364,0.203010161,0.335131525,0.454683937,17.44673524,928.959857,N/A,N/A,N/A,N/A,N/A,N/A,151.8442
2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.092356071,0.154598998,0.24695507,0.303321195,19.17058489,1008.251643,N/A,N/A,N/A,N/A,N/A,N/A,117.7911
2003,19.74040457,N/A,1197.187482,2.69071542,N/A,0.207687267,0.279005602,0.1,N/A,0.269183545,0.294328418,0.563511963,0.672930327,17.8646287,1454.005281,0.885416377,N/A,0.065792495,0.103628952,0.048407057,N/A,176.4336
2004,18.05193181,N/A,84.09310739,4.14840625,24.54825,0.2241875,0.2,0.1,N/A,0.134716809,0.194928124,0.329644933,0.448477074,18.05556521,1140.641698,2.993138037,17.59414843,0.108073705,0.134471489,0.067235744,N/A,163.9316
2005,18.10033986,N/A,267.1348085,3.304725,25.43089,0.083641667,0.127791667,0.0804,N/A,0.113749779,0.158713815,0.272463593,0.394135756,18.26546814,935.0405552,2.450707422,19.58459884,0.065901039,0.112545953,0.06445101,N/A,176.5528
2006,18.02557469,N/A,221.5504019,3.149472656,18.63495513,0.049307692,0.028,0.016923077,N/A,0.142571599,0.189577147,0.332148746,0.479039728,18.51848181,1170.173342,1.875744985,11.86313265,0.028930253,0.01585266,0.011104055,N/A,175.6172
2007,18.08380076,N/A,138.0041001,3.3379,15.75970238,0.03175,0.024571429,0.010691057,0.505494,0.117267024,0.169916838,0.287183862,0.412206115,18.59660086,959.1397956,0.818114118,9.876307009,0.014992439,0.014982,0.007039176,0.000458188,193.2366
2008,18.55151316,N/A,280.9428666,3.463760231,18.7088,0.085272972,0.008559946,0.007165848,2.126606917,0.157795187,0.172288921,0.330084109,0.502285016,18.95115304,1171.460964,2.050531882,13.87554136,0.062254858,0.007770483,0.012006582,1.032521203,166.6034
2009,17.89865214,N/A,382.8096929,3.038040816,16.83469643,0.122169233,0.020416471,0.011189641,1.247742756,0.136021563,0.138999428,0.275020991,0.301709806,18.19070485,1103.779441,2.15958624,14.56267743,0.116374899,0.031482726,0.006649673,0.953500749,179.0421
2010,18.0637052,N/A,416.8932666,3.155502315,11.77644081,0.067465146,0.008920007,0.009959259,1.583910503,0.127972769,0.180052024,0.308024792,0.355364797,18.31551684,1434.107059,2.187763074,9.66275323,0.03458835,0.005309452,0.003654979,1.079007037,189.0797
2011,17.87427483,N/A,67.98632052,4.527528736,19.7154023,0.107632184,0.010988506,0.006126437,2.566903707,0.114816269,0.120741623,0.235557892,0.226252363,18.45853027,869.0029417,2.878954261,11.26911859,0.052561344,0.006452512,0.00365744,1.900556323,170.6133
2012,18.23816646,N/A,58.89882426,4.042294372,22.019,0.150614719,0.021805195,0.011738095,2.298857571,0.098994099,0.115461203,0.214455302,0.189273997,19.23119318,1022.129522,2.796164491,2.801806974,0.131261642,0.015478944,0.009365513,1.611358709,195.1422
2013,17.25557284,N/A,345.6195097,3.234701479,22.78320918,0.115811346,0.015010173,0.007033856,1.207707312,0.173338445,0.147211996,0.320550441,0.248936684,18.00654693,1282.104171,2.391220719,10.34761785,0.078243361,0.010657868,0.005480623,0.954264426,126.2162
2014,17.73602648,N/A,273.7557801,3.254188862,14.88674092,0.09933633,0.01603026,0.007238539,1.724030948,0.117227463,0.121465466,0.238692929,0.175639221,18.18804236,1146.937881,2.385799976,13.80636449,0.079670764,0.018417391,0.010233217,1.263169126,178.2785
2015,N/A,N/A,293.7798999,2.268383838,16.58427692,0.11687904,0.00893172,0.012023232,1.175246725,0.12200118,0.102816504,0.224817684,0.139307735,18.34036234,1100.185553,1.475708839,12.14716437,0.045986552,0.00608342,0.004347731,0.756899472,175.1848
2016,N/A,N/A,550.8705613,2.290364873,15.98266981,0.083796194,0.009574006,0.006136125,0.533766654,0.189873628,0.169640931,0.359514558,0.235321942,19.77217746,1720.270372,0.308707493,2.68372628,0.011482253,0.001348783,0.000554392,0.053468852,N/A
2017,N/A,N/A,429.3541198,2.32605163,14.9054058,0.07528907,0.006126329,0.004809994,0.868532701,0.115884289,0.120207388,0.236091676,0.142892783,19.68572494,1436.631222,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018,N/A,N/A,N/A,2.194444444,14.33,0.074166667,0.002333333,0.003981481,0.913937,0.08659442,0.104382629,0.190977049,0.116876358,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.017529367,0.023186394,0.040715761,0.040838636,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
