Year,Month ,Water Year,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrTOCTCICmgL,StrNH4NmgL,StrNO3NO2NmgL,StrTPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWATOCTCICmgL,FWANH4NmgL,FWANO3NO2NmgL,FWATPmgL,FWASO4SmgL
1984,9,1984,9.8,62.7,0,N/A,N/A,N/A,N/A,N/A,N/A,0.008531308,0.00841996,0.016951267,0.015751901,10.33500004,57.86999893,N/A,N/A,N/A,N/A,N/A,N/A
1984,10,1984,7.306451613,157.5,36.8315,2.25,N/A,0.06,0.005,0.065,N/A,0.029801694,0.025078312,0.054880007,0.062330076,7.849999905,123.9899979,3.751499532,N/A,0.101059419,0.008209237,0.108631511,N/A
1984,11,1985,-3.25,17.7,0.819,N/A,N/A,N/A,N/A,N/A,N/A,0.013985216,0.016789601,0.030774817,0.02536005,-2.910000086,17.37999916,N/A,N/A,N/A,N/A,N/A,N/A
1984,12,1985,-13.27419355,44.3,0.1424,N/A,N/A,N/A,N/A,N/A,N/A,0.006141351,0.014293821,0.020435172,0.023139419,-12.71000004,30.46999931,N/A,N/A,N/A,N/A,N/A,N/A
1985,1,1985,-16.01612903,13,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000664203,0.001917527,0.002581729,0.006175182,-15.55000019,10.14999962,N/A,N/A,N/A,N/A,N/A,N/A
1985,2,1985,-12.875,17.7,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001189415,0.011511639,0.012701054,0.006007459,-13.26500034,11.52999973,N/A,N/A,N/A,N/A,N/A,N/A
1985,3,1985,-0.951612903,52.1,0.4283,3.3,N/A,0.16,1.16,0.75,2.1312,0.002494308,0.004087281,0.006581589,0.012407132,-1.080000043,30.75,12.75465795,N/A,0.618407658,4.483455522,2.898785898,8.237190007
1985,4,1985,6.416666667,114.9,86.9697,1.833333333,N/A,0.106666667,0.205,0.183333333,1.3986,0.041189493,0.017406385,0.058595878,0.02942819,6.440000057,77.12000275,1.613561965,N/A,0.285098028,0.013864311,0.321025024,1.616080956
1985,5,1985,13.69354839,197.2,89.7043,1.3,N/A,0.06,0.005,0.08,0.2664,0.038476853,0.039476601,0.077953454,0.065500749,13.35499954,132.9600067,0.404148742,N/A,0.018653019,1.55E-03,0.024870692,0.082819404
1985,6,1985,13.83333333,120.5,34.1946,1.7,N/A,0.02,0.01,0.18,0.0999,0.016774106,0.01991569,0.036689796,0.026263513,13.72000027,100.5400009,0.039822077,N/A,4.68E-04,2.34E-04,4.22E-03,2.34E-03
1985,7,1985,18.30645161,94.1,11.0013,N/A,N/A,N/A,N/A,N/A,N/A,0.017675291,0.018412905,0.036088195,0.040172682,18.58499908,92.65000153,N/A,N/A,N/A,N/A,N/A,N/A
1985,8,1985,15.53225806,105,4.2742,N/A,N/A,N/A,N/A,N/A,N/A,0.029158449,0.025343511,0.05450196,0.050299003,15.78999996,100.7300034,N/A,N/A,N/A,N/A,N/A,N/A
1985,9,1985,11.06666667,94,10.368,N/A,N/A,N/A,N/A,N/A,N/A,0.016662246,0.014060091,0.030722337,0.035256314,11.53999996,94.93000031,N/A,N/A,N/A,N/A,N/A,N/A
1985,10,1985,5.403225806,49.8,15.5344,N/A,N/A,N/A,N/A,N/A,N/A,0.007045875,0.009542565,0.01658844,0.013989701,5.889999866,49.72000122,N/A,N/A,N/A,N/A,N/A,N/A
1985,11,1986,-8.716666667,62.8,10.2253,N/A,N/A,N/A,N/A,N/A,N/A,0.006311447,0.013771608,0.020083055,0.02436084,-7.925000191,47.81999969,N/A,N/A,N/A,N/A,N/A,N/A
1985,12,1986,-17.56451613,23.1,0.6203,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-17.12000084,19.65999985,N/A,N/A,N/A,N/A,N/A,N/A
1986,1,1986,-12.11290323,27.1,0,N/A,N/A,N/A,N/A,N/A,N/A,0.004630822,0.008723659,0.013354481,0.006953321,-11.90999985,18.32999992,N/A,N/A,N/A,N/A,N/A,N/A
1986,2,1986,-11.57142857,24.5,0,N/A,N/A,N/A,N/A,N/A,N/A,0.006239187,0.008914933,0.015154121,0.00819998,-11.96500015,18.60000038,N/A,N/A,N/A,N/A,N/A,N/A
1986,3,1986,-1.241935484,15.1,2.3558,2.3,N/A,0.15,0.21,0.05,1.3986,0.003371888,0.003934768,0.007306656,0.004226774,-2.119999886,12.02999973,32.08167077,N/A,2.092282876,2.929196027,0.697427625,19.50844554
1986,4,1986,6.333333333,111.2,73.0571,1.25,N/A,0.205,0.0225,0.19,0.8325,0.067854332,0.029765924,0.097620256,0.061112688,6.635000229,83.93000031,0.88059819,N/A,0.111469043,0.016962725,0.099672859,0.576734134
1986,5,1986,12.96774194,46.3,27.7677,N/A,N/A,N/A,N/A,N/A,N/A,0.018360614,0.014995629,0.033356242,0.02593304,12.64500046,52.88999939,N/A,N/A,N/A,N/A,N/A,N/A
1986,6,1986,15.86666667,114.3,3.8665,1.5,N/A,3.00E-02,1.00E-02,0.06,0.1665,0.039642073,0.035173947,0.07481602,0.043211038,16.65500069,136.4100037,0.052372947,N/A,1.05E-03,3.49E-04,2.09E-03,0.005813397
1986,7,1986,19.35483871,141.4,22.6332,1.866666667,N/A,0.243333333,0.008333333,0.05,0.1554,0.014511515,0.024876692,0.039388207,0.033636476,19.73999977,116.0599976,1.31551261,N/A,0.112517423,0.007563771,0.03932275,0.141780171
1986,8,1986,15.70967742,65.2,1.5571,2.2,N/A,0.445,1.50E-02,4.00E-02,0.1332,0.0046351,0.011788571,0.016423671,0.021885465,16.04000092,89.81999969,0.194907199,N/A,0.063787811,1.77E-03,3.54E-03,0.011800745
1986,9,1986,11.2,126.8,18.0371,2.15,N/A,0.2,0.0125,0.08,0.1665,0.01726513,0.015469937,0.032735066,0.051041605,11.71500015,123.0800018,0.885183871,N/A,0.081630085,0.00551821,0.034961274,0.069066147
1986,10,1986,5.612903226,26,4.231,1.5,N/A,0.075,0.0075,0.025,0.18315,0.008507881,0.007047535,0.015555416,0.012064493,6.360000134,17.94000053,1.663932876,N/A,0.055783148,0.010277771,0.023816001,0.242289179
1986,11,1987,-5.866666667,66.4,1.2983,N/A,N/A,N/A,N/A,N/A,N/A,0.011407575,0.013371803,0.024779379,0.021760544,-5.474999905,41.29999924,N/A,N/A,N/A,N/A,N/A,N/A
1986,12,1987,-9,19.5,0.0786,1.7,N/A,0.375,0.065,0.14,0.2997,0.000955694,0.00471039,0.005666084,0.004102256,-8.555000305,11.90999985,1.81387232,N/A,0.382315009,0.080036273,0.135134612,0.31977502
1987,1,1987,-10.82258065,13.8,0.129,N/A,N/A,N/A,N/A,N/A,N/A,0.004378985,0.007602877,0.011981862,0.005517688,-10.58500004,15.52999973,N/A,N/A,N/A,N/A,N/A,N/A
1987,2,1987,-3.285714286,12.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.003373969,0.003836429,0.007210398,0.004883838,-3.970000029,10.13000011,N/A,N/A,N/A,N/A,N/A,N/A
1987,3,1987,-0.548387097,33.2,9.5183,2.5,N/A,0.61,0.44,0.38,1.4985,0.013482762,0.018599324,0.032082086,0.031281512,-0.25,22.45000076,5.438996459,N/A,1.327115136,0.957263377,0.826727462,3.260134478
1987,4,1987,8.983333333,6.7,8.0525,1.6,N/A,0.34,0.035,0.245,0.5328,0.009530461,0.004613124,0.014143586,0.010466813,9.119999886,8.649999619,1.725675256,N/A,0.3637181,0.039990065,0.256027321,0.5547505
1987,5,1987,13.01612903,144,37.6011,2.033333333,N/A,0.066666667,0.015,0.176666667,0.4329,0.042344906,0.029937535,0.072282441,0.044889191,13.14999962,114.6299973,2.429476975,N/A,0.107998862,0.023462576,0.189878514,0.601810548
1987,6,1987,17.88333333,22,7.3127,1.7,N/A,0.03,0.005,0.12,0.1332,0.002539212,0.004258191,0.006797404,0.006176332,18.44000053,28.40999985,0.310350486,N/A,0.005476773,9.13E-04,0.021907093,0.024316873
1987,7,1987,20.64516129,302.2,96.4118,1.766666667,N/A,0.04,0.005,0.133333333,0.2997,0.07757278,0.060744592,0.138317371,0.100541545,20.48999977,182.1799927,4.806468676,N/A,0.111734355,0.01526038,0.381600057,1.101255053
1987,8,1987,17.11290323,64.4,3.1764,2.15,N/A,0.04,0.005,0.1,0.11655,0.021309816,0.016667443,0.037977259,0.021276962,17.46500015,77.44000244,4.342771691,N/A,0.07172727,0.010215732,0.234310383,0.254776346
1987,9,1987,13.36666667,96.9,14.3228,2.3,N/A,0.046666667,0.01,0.08,0.111,0.016513581,0.014621971,0.031135551,0.03242835,13.49499989,73.83000183,0.502883514,N/A,0.015011031,0.003662692,0.016551233,0.022029038
1987,10,1987,3.741935484,30.8,1.1218,2.9,N/A,0.02,5.00E-03,0.22,0.1332,0.005491342,0.004799595,0.010290937,0.009577682,4.355000019,22.86000061,2.139712961,N/A,0.014756641,3.69E-03,0.162323052,0.09827923
1987,11,1988,-0.25,21.8,1.6388,2.35,N/A,0.0225,0.035,0.115,0.2997,0.010231438,0.012097338,0.022328776,0.018705023,-0.090000197,17.03000069,7.121620581,N/A,0.10394747,0.132762073,0.402399291,1.069252407
1987,12,1988,-7.161290323,19.8,0.4345,3.5,N/A,0.08,3.00E-02,0.18,0.2997,0.001491661,0.00444583,0.005937491,0.004714402,-6.985000134,16.07999992,3.727099237,N/A,0.08519084,3.19E-02,0.191679389,0.319146183
1988,1,1988,-16.67741935,42.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.003547117,0.012137563,0.015684679,0.008185601,-16.45000076,20.82999992,N/A,N/A,N/A,N/A,N/A,N/A
1988,2,1988,-14.56896552,6.6,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001155716,0.002270978,0.003426693,0.002120555,-14.97999954,3.299999952,N/A,N/A,N/A,N/A,N/A,N/A
1988,3,1988,-3.467741935,67.8,0.0018,N/A,N/A,N/A,N/A,N/A,N/A,0.030389561,0.02551969,0.055909251,0.043620904,-4.074999809,41.25,N/A,N/A,N/A,N/A,N/A,N/A
1988,4,1988,4.583333333,11.2,29.5719,1.6,N/A,0.89,0.075,0.09,1.91475,0.000936437,0.005585049,0.006521486,0.009285271,4.724999905,6.5,1.419607803,N/A,0.239747192,0.057877918,0.097185335,1.743470682
1988,5,1988,15.03225806,43.6,9.1703,1.2,N/A,0.0975,0.005,0.085,0.4995,0.013713913,0.009521217,0.02323513,0.012843516,15.06000042,38.70000076,1.076394993,N/A,0.07686109,0.004441103,0.070760171,0.447172777
1988,6,1988,19.58333333,54.3,0,1.6,N/A,0.05,0.005,0.08,0.1998,0.000456571,0.009338098,0.00979467,0.028083991,19.65999985,75.34999847,N/A,N/A,N/A,N/A,N/A,N/A
1988,7,1988,22.12903226,19.6,0,N/A,N/A,N/A,N/A,N/A,N/A,0.016587517,0.023378671,0.039966188,0.02539498,21.22500038,63.86000061,N/A,N/A,N/A,N/A,N/A,N/A
1988,8,1988,18.58064516,327.1,80.1826,2.15,N/A,0.0925,0.02375,0.1675,0.974025,0.03493299,0.052340448,0.087273437,0.077972789,18.89999962,207.0200043,3.297416584,N/A,0.15277028,0.033584548,0.262365722,1.497853427
1988,9,1988,12.76666667,206.6,87.5633,1,N/A,0.01,0.005,0.03,0.3663,0.030367928,0.028244002,0.05861193,0.049228843,12.81499958,109.6299973,6.637438288,N/A,0.066374383,0.033187191,0.199123149,2.431293645
1988,10,1988,3.483870968,25.5,3.1082,1.55,N/A,0.005,0.035,0.02,0.1332,0.008865909,0.006083284,0.014949194,0.007023471,3.88499999,22.31999969,2.25603243,N/A,0.007771942,0.079948523,0.031087768,0.207044534
1988,11,1989,-2.883333333,73.5,0.8024,1.5,N/A,5.00E-03,0.17,0.06,0.2997,0.00700351,0.012955226,0.019958735,0.011060171,-2.680000067,53.47000122,0.733158409,N/A,2.44E-03,0.083091286,0.029326336,0.14648505
1988,12,1989,-12.61290323,42,0,N/A,N/A,N/A,N/A,N/A,N/A,0.008151119,0.02140732,0.029558439,0.011493851,-11.56499958,30,N/A,N/A,N/A,N/A,N/A,N/A
1989,1,1989,-11.67741935,46.7,0.0881,1.45,N/A,0.095,5.00E-03,0.105,0.4329,0.001200783,0.014148614,0.015349397,0.007547345,-12.15999985,38.95000076,1.155902384,N/A,7.76E-02,3.96E-03,8.23E-02,0.342732974
1989,2,1989,-17.5,14,0.0234,1.8,N/A,0.4,0.005,0.2,0.333,0.000909276,0.003846461,0.004755737,0.002646869,-17.14999962,7.71999979,N/A,N/A,N/A,N/A,N/A,N/A
1989,3,1989,-6.741935484,27.6,0.4133,2.2,N/A,0.005,0.28,0.33,0.4329,0.020427026,0.014328425,0.034755451,0.015589651,-7,22.26000023,13.23406726,N/A,0.030077426,1.684335834,1.98511009,2.604103508
1989,4,1989,2.85,43.9,74.9809,1.2,N/A,0.025,0.115,0.0175,1.54845,0.008272367,0.007012746,0.015285112,0.013434923,2.994999886,35.24000168,0.952950685,N/A,0.024447426,0.035922748,0.006735515,1.129770435
1989,5,1989,11.4516129,72.1,15.0623,1.1,N/A,0.12,0.00625,0.0625,0.241425,0.021332008,0.012203549,0.033535558,0.032620498,11.84500027,77.40000153,1.558186167,N/A,0.134735764,0.00829499,0.0854253,0.492630381
1989,6,1989,15.81666667,220.5,66.6707,1.45,N/A,0.02,0.0125,0.04,0.24975,0.115069775,0.063976253,0.179046028,0.118975248,16.22500038,128.8899994,2.028277039,N/A,0.02677383,0.021092361,0.05354766,0.402072675
1989,7,1989,20.98387097,56.2,17.2049,2.2,N/A,0.34,0.09,0.07,0.1332,0.039454933,0.017886092,0.057341025,0.032232056,20.83499908,49.38000107,0.035279484,N/A,5.45E-03,1.44E-03,1.12E-03,2.14E-03
1989,8,1989,18.29032258,131.3,5.2731,1.55,N/A,0.175,0.005,0.13,0.6327,0.03070048,0.021844107,0.052544587,0.035666513,18.46500015,107.3399963,7.121693122,N/A,0.462910053,0.017804233,0.356084656,3.913014286
1989,9,1989,12.53333333,80.8,24.1652,1.7,N/A,0.105,0.015,0.005,0.2331,0.034124051,0.022700513,0.056824564,0.039060094,12.86999989,88.52999878,0.492677487,N/A,0.019631122,0.003262543,2.16E-03,0.079175211
1989,10,1989,6.241935484,40.6,2.2711,1.7,N/A,0.055,0.02,0.08,0.0999,0.00331946,0.00354106,0.006860521,0.003324668,6.789999962,39.38000107,1.619272599,N/A,0.045829114,0.018113249,8.74E-03,0.090475679
1989,11,1990,-5.916666667,24.4,0.2111,2.55,N/A,0.035,0.035,0.075,0.2997,0.010955104,0.008989572,0.019944676,0.008063427,-5.474999905,15.84000015,2.132789133,N/A,0.034789382,0.026975324,0.0700835,0.160357926
1989,12,1990,-17.53225806,19.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001996358,0.00472944,0.006725799,0.003526797,-16.70499992,13.27000046,N/A,N/A,N/A,N/A,N/A,N/A
1990,1,1990,-8.725806452,38.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.003291546,0.006516974,0.00980852,0.004959287,-8.414999962,20.54000092,N/A,N/A,N/A,N/A,N/A,N/A
1990,2,1990,-11.51785714,21.3,0,N/A,N/A,N/A,N/A,N/A,N/A,0.003833802,0.007101273,0.010935075,0.003684395,-10.73499966,14.68000031,N/A,N/A,N/A,N/A,N/A,N/A
1990,3,1990,-2.35483871,52.4,4.2485,3.25,N/A,0.34,0.26,0.085,2.01465,0.013402924,0.009803422,0.023206346,0.015600156,-2.319999933,38.36999893,17.81443804,N/A,1.830864305,1.398334589,0.454306696,11.00740141
1990,4,1990,4.083333333,53.2,26.2673,2,N/A,0.11,0.06,0.02,1.2654,0.028873993,0.013067329,0.041941321,0.016293024,4.414999962,50.09999847,0.529022777,N/A,0.029096253,0.015870683,0.005290228,0.334712711
1990,5,1990,10.64516129,24.2,15.4808,1.833333333,N/A,0.143333333,0.016666667,0.013333333,0.6216,0.008918889,0.010724486,0.019643375,0.014366363,10.02499962,25.15999985,2.769543994,N/A,0.0921655,0.052173294,0.008622014,1.423162285
1990,6,1990,17.25,129.6,17.2535,2.45,N/A,0.035,0.05,0.0125,0.333,0.020138276,0.024561238,0.044699514,0.033554938,17.40999985,129.9199982,7.066957429,N/A,0.091995247,0.139387371,0.041816733,0.974739357
1990,7,1990,18.61290323,44.1,0.0917,2.4,N/A,2.00E-02,2.00E-02,5.00E-03,0.0666,0.019632181,0.013126453,0.032758633,0.022952058,18.85000038,61.59999847,7.220937841,N/A,0.060174482,0.060174482,1.50E-02,0.200381025
1990,8,1990,18.93548387,25.9,0,N/A,N/A,N/A,N/A,N/A,N/A,0.01220729,0.011220113,0.023427402,0.013144619,18.75499916,47.59000015,N/A,N/A,N/A,N/A,N/A,N/A
1990,9,1990,12.9,46,0,N/A,N/A,N/A,N/A,N/A,N/A,0.018384778,0.012421091,0.030805869,0.018123108,13.50500011,55.95999908,N/A,N/A,N/A,N/A,N/A,N/A
1990,10,1990,4.5,110.9,0.962,6.9,N/A,0.005,3.25,0.1,3.9627,0.019033264,0.010983319,0.030016584,0.020255974,5.179999828,95.20999908,17.83241164,N/A,0.012922037,8.399324324,0.258440748,10.24123154
1990,11,1991,-1.55,13.8,2.6192,N/A,N/A,N/A,N/A,N/A,N/A,0.011454785,0.00799091,0.019445695,0.010542612,-1.184999943,10.77000046,N/A,N/A,N/A,N/A,N/A,N/A
1990,12,1991,-13.40322581,29.3,0.2083,N/A,N/A,N/A,N/A,N/A,N/A,0.002294364,0.008906127,0.011200492,0.002732713,-12.43500042,24.36000061,N/A,N/A,N/A,N/A,N/A,N/A
1991,1,1991,-15.91935484,24.7,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001457488,0.007656681,0.009114169,0.003874563,-16.07500076,16.75,N/A,N/A,N/A,N/A,N/A,N/A
1991,2,1991,-7.553571429,27.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.002559409,0.0067193,0.009278708,0.004028237,-7.849999905,18.07999992,N/A,N/A,N/A,N/A,N/A,N/A
1991,3,1991,-1.741935484,41.1,0.4988,N/A,N/A,N/A,N/A,N/A,N/A,0.011511608,0.010063534,0.021575142,0.017425791,-2.835000038,26.85000038,N/A,N/A,N/A,N/A,N/A,N/A
1991,4,1991,7.05,70.3,32.1014,2.3,N/A,0.176666667,0.01,0.005,3.4077,0.010768562,0.013919207,0.024687769,0.030243295,6.849999905,60.74000168,3.642869158,N/A,0.232153738,0.015177375,0.008018809,5.411115665
1991,5,1991,15.17741935,76.5,28.1379,1.6,N/A,0.01,0.005,0.005,2.1312,0.012159342,0.013072832,0.025232174,0.021407166,14.31999969,89.62999725,8.148827027,N/A,0.050930169,0.025465084,0.025465084,10.8542376
1991,6,1991,18.46666667,104.9,2.0008,2.6,N/A,0.12,0.02,0.05,0.2331,0.045139907,0.037765881,0.082905788,0.054187181,18.73500061,93.83000183,0.175429828,N/A,8.10E-03,1.35E-03,3.37E-03,1.57E-02
1991,7,1991,19.17741935,74.8,9.3475,3.05,N/A,0.015,0.04,0.0125,0.44955,0.009478981,0.010356912,0.019835892,0.013110555,18.93499947,113.4599991,2.883157529,N/A,0.010338861,0.012552554,0.005612169,0.3398611
1991,8,1991,19.93548387,65.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.033013278,0.019079826,0.052093104,0.031863693,19.92000008,56,N/A,N/A,N/A,N/A,N/A,N/A
1991,9,1991,11.43333333,85.7,0,N/A,N/A,N/A,N/A,N/A,N/A,0.023679002,0.015358868,0.039037871,0.032947278,11.85499954,102.6200027,N/A,N/A,N/A,N/A,N/A,N/A
1991,10,1991,3.483870968,45.1,0.1666,4.1,N/A,0.02,0.05,0.03,0.8658,0.005943115,0.007288056,0.013231171,0.014442206,4.485000134,39.56000137,40.73913565,N/A,0.198727491,0.496818727,0.298091236,8.602913085
1991,11,1992,-6.5,71.4,0.1098,3.9,N/A,0.02,0.41,0.08,1.7982,0.001240011,0.011394042,0.012634052,0.005766223,-6.360000134,56.47999954,19.09647984,N/A,0.097930666,2.00757865,0.391722663,8.804946167
1991,12,1992,-10.74193548,29.6,0,4.4,N/A,0.03,5.00E-03,0.05,1.8981,0.001535757,0.005116449,0.006652206,0.002805679,-10.00500011,20.17000008,5.238598176,N/A,0.035717715,5.95E-03,0.059529525,2.259859818
1992,1,1992,-9.903225806,15.4,0.1084,N/A,N/A,N/A,N/A,N/A,N/A,0.003995015,0.005969311,0.009964326,0.004445685,-9.760000229,12.5,N/A,N/A,N/A,N/A,N/A,N/A
1992,2,1992,-6.913793103,27.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.009929527,0.015552401,0.025481927,0.009139819,-6.724999905,19.5,N/A,N/A,N/A,N/A,N/A,N/A
1992,3,1992,-2.838709677,26.7,1.4186,3.55,44.45,0.07,N/A,0.085,N/A,0.009246277,0.01214827,0.021394547,0.027638483,-2.75,17.77000046,7.560101509,94.19445933,0.151787678,N/A,0.186817285,N/A
1992,4,1992,2.916666667,42.2,38.2832,2.45,57,0.085,N/A,0.105,N/A,0.013021726,0.010984729,0.024006455,0.015778955,2.680000067,28.87000084,3.679108591,92.11155154,0.131990142,N/A,0.16908853,N/A
1992,5,1992,12.87096774,85.4,25.0736,2.266666667,64.06666667,0.12,N/A,0.08,N/A,0.035231547,0.01901095,0.054242497,0.024681748,13.17500019,34.22000122,1.619512289,44.08873915,0.059024246,N/A,0.057703401,N/A
1992,6,1992,14.25,199.6,54.2761,2.2,59.8,0.055,N/A,0.09,N/A,0.02475005,0.027267363,0.052017414,0.047079092,14.92000008,93.75,8.543871059,215.7778912,0.421235129,N/A,0.466554524,N/A
1992,7,1992,15.06451613,114.3,40.9144,2.6,71.1,0.06,N/A,0.085,N/A,0.021510599,0.017988126,0.039498725,0.031373849,15.43999958,101.6399994,0.049900768,1.397895851,1.48E-03,N/A,1.52E-03,N/A
1992,8,1992,15.41935484,143.1,17.5569,2.5,73.65,0.04,N/A,0.07,N/A,0.054711537,0.027066669,0.081778206,0.05509049,16.05500031,132.3899994,2.697193696,80.11606035,0.054100667,N/A,0.087599291,N/A
1992,9,1992,11.31666667,93.9,29.8927,2.3,68.85,0.015,N/A,0.055,N/A,0.025652788,0.017673884,0.043326672,0.02789529,11.93000031,69.61000061,2.682644927,80.94999113,0.014257996,N/A,0.081480428,N/A
1992,10,1992,4.451612903,5.8,0.0652,2.45,68.7,0.155,N/A,6.50E-02,N/A,0.001309459,0.003247736,0.004557196,0.004131267,5.5,10.63000011,2.781441718,77.08872699,0.181863497,N/A,0.072745399,N/A
1992,11,1993,-4.233333333,36.7,0.2824,4.1,70.6,0.113333333,N/A,0.216666667,N/A,0.010241424,0.011048551,0.021289975,0.010259607,-3.519999981,24.79999924,1.959016393,35.67213115,0.072131148,N/A,0.092622951,N/A
1992,12,1993,-12.32258065,48,0.1167,N/A,N/A,N/A,N/A,N/A,N/A,0.006436631,0.013715784,0.020152416,0.010815072,-11.39000034,37.81999969,N/A,N/A,N/A,N/A,N/A,N/A
1993,1,1993,-14.25806452,25.4,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001853757,0.011209685,0.013063442,0.008480898,-13.90999985,20.59000015,N/A,N/A,N/A,N/A,N/A,N/A
1993,2,1993,-11.26785714,3.7,0,N/A,N/A,N/A,N/A,N/A,N/A,7.66E-05,0.001449293,0.001525932,0.000350898,-11.07499981,1.940000057,N/A,N/A,N/A,N/A,N/A,N/A
1993,3,1993,-3.387096774,30.7,2.5322,3.9,38.7,0.07,N/A,0.1,N/A,0.009989339,0.009484946,0.019474285,0.012315058,-3.220000029,15.96000004,13.60733749,135.0266567,0.244234263,N/A,0.34890609,N/A
1993,4,1993,3.1,72.5,44.8834,1.85,48.3,0.025,N/A,0.05,N/A,0.012551613,0.014208822,0.026760435,0.028043675,3.829999924,59.59999847,2.003959147,51.70025778,0.028487481,N/A,0.055010538,N/A
1993,5,1993,10.27419355,67.8,20.5667,1.9,59.1,0.065,N/A,0.0175,N/A,0.017292283,0.012766498,0.030058781,0.014056967,11.06499958,79.02999878,0.659115706,20.12382589,0.019129029,N/A,0.005872971,N/A
1993,6,1993,14.61666667,105.3,16.357,2,60.4,0.02,N/A,0.03375,N/A,0.029305918,0.024040771,0.05334669,0.036019651,14.94999981,101.3600006,9.097811335,267.8176316,0.110516904,N/A,0.184970808,N/A
1993,7,1993,17.62903226,203.4,69.521,1.9,68.65,0.025,N/A,0.0175,N/A,0.032294225,0.028458795,0.060753019,0.042925614,17.86000061,178.1799927,0.498084176,16.95892766,0.009830497,N/A,0.004587617,N/A
1993,8,1993,17.69354839,89.1,4.8517,2.5,86.8,0.25,N/A,0.18,N/A,0.0183517,0.014427019,0.032778719,0.022598503,18.37999916,102.5899963,1.44E-02,0.499148752,1.44E-03,N/A,1.04E-03,N/A
1993,9,1993,9.15,69.8,7.8119,2.45,77.05,0.115,N/A,0.07,N/A,0.02648159,0.018387377,0.044868967,0.028380815,9.585000038,60.04999924,0.790467108,25.02612681,0.037469758,N/A,0.022413881,N/A
