YEAR,MONTH,DAY,RRG20
1964,3,2,1.39
1964,3,3,0.04
1964,3,4,1.83
1964,3,7,0.05
1964,3,9,0.62
1964,3,10,0.94
1964,3,14,3.2
1964,3,15,0.69
1964,3,19,0.44
1964,3,20,0.17
1964,3,21,0.63
1964,3,25,2.08
1964,3,26,0.91
1964,4,4,0.57
1964,4,6,2.43
1964,4,7,2.83
1964,4,8,0.39
1964,4,12,0.26
1964,4,13,1.18
1964,4,23,0.51
1964,4,24,0.16
1964,4,25,0.2
1964,4,26,1.1
1964,4,27,1.39
1964,4,28,1.12
1964,4,29,0.01
1964,5,2,0.6
1964,5,3,0.21
1964,5,11,0.39
1964,5,12,0.13
1964,5,23,0.04
1964,5,24,0.14
1964,5,28,0.08
1964,5,29,0.14
1964,6,1,0.2
1964,6,7,0.73
1964,6,15,0.2
1964,6,23,0.02
1964,6,26,0.06
1964,7,1,0.05
1964,7,2,0.57
1964,7,3,0.36
1964,7,8,0.12
1964,7,9,0.1
1964,7,10,0.03
1964,7,12,0.65
1964,7,13,0.06
1964,7,15,0.04
1964,7,16,0.09
1964,7,17,0.27
1964,7,18,0.29
1964,7,20,0.29
1964,7,21,0.11
1964,7,22,0.01
1964,7,23,0.02
1964,7,24,0.17
1964,7,25,0.92
1964,7,28,0.05
1964,7,29,0.03
1964,7,30,0.23
1964,8,3,0.18
1964,8,4,1.04
1964,8,5,0.2
1964,8,10,0.06
1964,8,11,0.51
1964,8,12,0.67
1964,8,15,0.34
1964,8,16,1.63
1964,8,17,0.05
1964,8,21,0.15
1964,8,27,0.83
1964,8,29,0.07
1964,8,30,1.99
1964,9,19,0.35
1964,9,27,0.05
1964,9,28,4.63
1964,9,29,4.51
1964,9,30,1.9
1964,10,1,0.15
1964,10,2,0.09
1964,10,3,0.52
1964,10,4,7.67
1964,10,5,0.59
1964,10,15,0.69
1964,10,16,0.89
1964,10,28,0.9
1964,10,29,0.27
1964,11,8,0.62
1964,11,18,0.06
1964,11,19,0.85
1964,11,20,0.21
1964,11,24,1.84
1964,11,25,1.27
1964,11,28,0.19
1964,12,3,0.04
1964,12,4,1.2
1964,12,11,0.54
1964,12,12,0.97
1964,12,17,0.23
1964,12,18,0.12
1964,12,19,0.34
1964,12,20,0.73
1964,12,24,1.47
1964,12,25,0.84
1964,12,26,1.38
1964,12,30,0.06
1965,1,2,0.37
1965,1,10,1.82
1965,1,15,0.13
1965,1,16,0.46
1965,1,18,0.03
1965,1,23,1.82
1965,1,24,0.28
1965,1,26,0.06
1965,1,29,0.02
1965,1,30,0.61
1965,1,31,0.03
1965,2,1,0.67
1965,2,6,1.31
1965,2,7,0.83
1965,2,9,0.42
1965,2,10,0.55
1965,2,11,0.5
1965,2,12,0.75
1965,2,14,0.16
1965,2,21,0.15
1965,2,24,2.24
1965,2,25,0.02
1965,3,1,0.07
1965,3,2,1.08
1965,3,3,0.13
1965,3,4,0.46
1965,3,5,0.02
1965,3,6,0.04
1965,3,7,0.08
1965,3,12,0.34
1965,3,17,0.92
1965,3,19,0.01
1965,3,20,0.08
1965,3,23,0.02
1965,3,24,1.52
1965,3,25,0.95
1965,3,26,1.42
1965,3,28,0.05
1965,3,29,1.27
1965,4,3,0.4
1965,4,4,0.04
1965,4,6,0.63
1965,4,7,0.29
1965,4,12,0.32
1965,4,15,0.56
1965,4,19,0.31
1965,4,20,0.14
1965,4,25,0.26
1965,4,26,1.04
1965,4,27,0.28
1965,4,29,0.13
1965,5,8,0.52
1965,5,9,0.28
1965,5,10,0.22
1965,5,11,0.2
1965,5,18,0.44
1965,5,20,0.47
1965,5,21,0.64
1965,5,22,0
1965,5,25,0.29
1965,5,27,0.23
1965,6,3,0.12
1965,6,4,0.29
1965,6,7,0.72
1965,6,8,0.17
1965,6,11,0.21
1965,6,14,0.18
1965,6,15,1.01
1965,6,16,0.21
1965,6,17,0.04
1965,6,23,0.05
1965,6,28,0.1
1965,6,29,0.05
1965,7,3,0.31
1965,7,10,0.3
1965,7,11,1
1965,7,14,0.31
1965,7,15,0.14
1965,7,24,0.28
1965,7,25,0.37
1965,7,26,1.41
1965,7,28,0.05
1965,8,7,1.01
1965,8,8,0.05
1965,8,13,0.62
1965,8,15,0.07
1965,8,20,0.69
1965,8,21,1.05
1965,8,22,0.17
1965,8,23,0.59
1965,8,25,0.71
1965,9,1,0.06
1965,9,9,0.01
1965,9,10,0.41
1965,9,11,0.53
1965,9,12,0.74
1965,9,15,0.58
1965,9,17,0.14
1965,9,23,2.13
1965,9,24,1.47
1965,9,30,3.38
1965,10,1,2.77
1965,10,6,0.21
1965,10,7,0.79
1965,10,19,0.14
1965,10,20,0.1
1965,10,21,0.38
1965,10,22,0.01
1965,11,10,0.82
1965,11,12,0.07
1965,11,13,0.05
1965,11,16,0.01
1965,11,17,0.01
1965,11,21,1.71
1965,11,22,0.14
1965,11,24,0.01
1965,11,25,0.12
1965,11,27,0.36
1965,12,12,0.32
1965,12,16,0.11
1965,12,24,0.05
1965,12,25,0.47
1966,1,1,0.06
1966,1,2,0.34
1966,1,3,0.13
1966,1,5,1.8
1966,1,6,0.07
1966,1,13,0.42
1966,1,15,1.55
1966,1,22,0.9
1966,1,25,0.03
1966,1,26,0.28
1966,1,29,0.51
1966,2,1,1.07
1966,2,2,0.13
1966,2,3,0.04
1966,2,9,0.09
1966,2,10,0.94
1966,2,11,0.15
1966,2,12,3.07
1966,2,13,3.45
1966,2,15,1.38
1966,2,16,1.47
1966,2,23,0.2
1966,2,24,0.36
1966,2,27,0.45
1966,2,28,0.99
1966,3,3,1.63
1966,3,4,1.01
1966,3,14,0.08
1966,3,15,0.28
1966,3,16,0.1
1966,3,18,0.01
1966,3,19,0.34
1966,3,23,0.75
1966,3,24,0.04
1966,3,26,0.13
1966,3,30,0.01
1966,3,31,0.16
1966,4,3,0.67
1966,4,4,0.09
1966,4,8,0.05
1966,4,13,0.88
1966,4,14,0.21
1966,4,19,0.17
1966,4,20,0.05
1966,4,21,0.21
1966,4,22,1.01
1966,4,25,0.02
1966,4,26,0.43
1966,4,27,1.3
1966,4,28,0.43
1966,4,29,0.37
1966,4,30,2.58
1966,5,1,0.93
1966,5,8,0.3
1966,5,12,0.12
1966,5,13,0.23
1966,5,16,0.17
1966,5,17,0.04
1966,5,18,0.03
1966,5,21,0.1
1966,5,24,0.22
1966,5,25,0.59
1966,5,26,1.39
1966,5,27,1.28
1966,5,28,0.07
1966,5,29,0.17
1966,6,7,0.14
1966,6,8,0.98
1966,6,9,0.34
1966,6,14,0.21
1966,6,16,0.1
1966,6,17,0.03
1966,6,18,0.18
1966,6,26,0.05
1966,6,28,0.08
1966,6,30,0.88
1966,7,1,0.22
1966,7,2,0.11
1966,7,3,0.38
1966,7,4,0.02
1966,7,6,0.04
1966,7,7,0.32
1966,7,14,0.86
1966,7,15,0.79
1966,7,16,0.12
1966,7,19,0.06
1966,7,29,0.05
1966,7,30,0.96
1966,8,3,0.13
1966,8,4,0.19
1966,8,7,0.27
1966,8,8,0.2
1966,8,9,0.18
1966,8,10,0.35
1966,8,11,0.87
1966,8,12,0.14
1966,8,13,0.14
1966,8,14,0.48
1966,8,18,0.04
1966,8,20,0.66
1966,8,25,0.33
1966,8,26,1.96
1966,9,1,0.1
1966,9,3,0.26
1966,9,4,0.11
1966,9,12,1.57
1966,9,13,2.49
1966,9,18,0.5
1966,9,19,1.95
1966,9,20,0.04
1966,9,22,0.03
1966,9,28,0.8
1966,10,1,0.74
1966,10,9,0.42
1966,10,10,0.03
1966,10,15,0.65
1966,10,16,0.42
1966,10,18,2.42
1966,10,19,0.13
1966,10,23,0.43
1966,10,24,0.15
1966,10,25,0.33
1966,10,26,0.05
1966,11,1,0.18
1966,11,2,1.96
1966,11,9,1.08
1966,11,10,1.6
1966,11,11,0.07
1966,11,12,0.45
1966,11,21,0.06
1966,11,26,0.03
1966,11,27,0.51
1966,12,3,0.04
1966,12,7,0.15
1966,12,8,0.09
1966,12,9,0.3
1966,12,10,1.9
1966,12,12,0.02
1966,12,13,0.36
1966,12,23,0.95
1966,12,28,1.76
1966,12,31,0.13
1967,1,1,0.31
1967,1,7,2.23
1967,1,8,0.5
1967,1,13,0.37
1967,1,14,0.38
1967,1,19,0.16
1967,1,26,1.2
1967,1,27,0.73
1967,2,2,0.41
1967,2,6,0.36
1967,2,7,0.22
1967,2,9,0.19
1967,2,11,0.15
1967,2,16,0.22
1967,2,17,2.15
1967,2,18,0.11
1967,2,19,0.01
1967,2,20,1.71
1967,2,27,0.7
1967,2,28,0.15
1967,3,6,2.84
1967,3,10,0.11
1967,3,11,0.49
1967,3,20,0.39
1967,3,21,0.3
1967,3,28,0.23
1967,3,29,0.07
1967,4,10,0.03
1967,4,11,0.03
1967,4,12,0.07
1967,4,13,0.11
1967,4,14,0.05
1967,4,22,0.52
1967,4,23,0.85
1967,4,24,0.5
1967,4,25,0.03
1967,4,26,1.5
1967,5,2,0.13
1967,5,4,0.4
1967,5,7,2.04
1967,5,8,0.35
1967,5,11,0.03
1967,5,12,0.07
1967,5,13,0.39
1967,5,15,0.45
1967,5,20,0.08
1967,5,21,0.53
1967,5,22,1.11
1967,5,23,0.12
1967,5,29,0.2
1967,5,30,0.02
1967,5,31,0.54
1967,6,1,0.53
1967,6,2,0.25
1967,6,3,3.11
1967,6,4,2.26
1967,6,5,0.05
1967,6,12,0.06
1967,6,17,0.67
1967,6,20,1.18
1967,6,22,0.39
1967,6,25,0.32
1967,6,29,0.07
1967,7,1,0.03
1967,7,2,0.21
1967,7,5,0.06
1967,7,6,2.08
1967,7,7,1.02
1967,7,8,1.98
1967,7,9,0.94
1967,7,10,0.2
1967,7,11,1.2
1967,7,13,0.25
1967,7,20,0.25
1967,7,22,0.12
1967,7,26,0.34
1967,7,28,0.31
1967,7,29,0.22
1967,8,1,0.02
1967,8,3,0.25
1967,8,4,0.11
1967,8,11,0.12
1967,8,19,0.13
1967,8,20,0.3
1967,8,21,1.14
1967,8,22,2.34
1967,8,23,2.35
1967,8,24,1.73
1967,8,25,0.4
1967,8,26,1.22
1967,8,27,0.06
1967,9,1,1.69
1967,9,8,0.06
1967,9,9,2.14
1967,9,21,0.15
1967,9,27,0.06
1967,9,28,0.93
1967,10,8,0.44
1967,10,9,0.35
1967,10,17,1.42
1967,10,18,0.03
1967,10,24,0.05
1967,10,25,1.11
1967,10,30,0.02
1967,10,31,0.32
1967,11,1,2.28
1967,11,2,0.34
1967,11,21,0.04
1967,11,22,0.39
1967,11,23,0.11
1967,11,24,1.92
1967,11,29,0.34
1967,11,30,0.44
1967,12,2,1.05
1967,12,3,0.03
1967,12,7,0.05
1967,12,9,0.16
1967,12,10,2.51
1967,12,11,0.69
1967,12,18,1.65
1967,12,19,0.15
1967,12,21,0.32
1967,12,22,1.54
1967,12,27,0.07
1967,12,28,1.43
1967,12,31,0.66
1968,1,1,0.1
1968,1,3,0.3
1968,1,4,0.46
1968,1,6,1.59
1968,1,7,0.02
1968,1,9,0.81
1968,1,10,1.33
1968,1,11,0.07
1968,1,12,0.07
1968,1,13,0.22
1968,1,14,0.01
1968,1,15,0.02
1968,1,23,0.26
1968,1,24,0.28
1968,2,2,0.53
1968,2,10,0.03
1968,2,11,0.1
1968,2,28,0.17
1968,2,29,0.46
1968,3,1,0.01
1968,3,9,0.03
1968,3,10,1.28
1968,3,11,1.42
1968,3,12,3.02
1968,3,16,1.13
1968,3,17,0.02
1968,3,22,1.1
1968,3,30,0.12
1968,3,31,0.25
1968,4,1,0.08
1968,4,2,0.34
1968,4,3,0.37
1968,4,4,1.23
1968,4,5,1.31
1968,4,10,0.29
1968,4,14,0.37
1968,4,15,0.02
1968,4,18,0.16
1968,4,22,0.02
1968,4,23,0.14
1968,4,24,0.83
1968,4,29,0.45
1968,5,2,0.39
1968,5,4,0.56
1968,5,11,1.13
1968,5,12,0.13
1968,5,14,0.89
1968,5,16,0.63
1968,5,17,0.15
1968,5,18,0.03
1968,5,26,1.24
1968,5,27,0.11
1968,5,28,0.15
1968,5,29,0.51
1968,6,1,0.02
1968,6,2,0.05
1968,6,7,0.95
1968,6,8,1.23
1968,6,9,0.04
1968,6,11,0.89
1968,6,12,0.13
1968,6,17,0.36
1968,6,18,0.03
1968,6,19,0.25
1968,6,26,0.1
1968,7,2,0.35
1968,7,3,0.04
1968,7,4,0.3
1968,7,9,0.23
1968,7,10,0.7
1968,7,12,0.07
1968,7,13,0.4
1968,7,19,0.28
1968,7,25,0.03
1968,7,26,1.05
1968,7,29,0.3
1968,7,30,0.07
1968,7,31,0.41
1968,8,1,0.05
1968,8,2,0.92
1968,8,3,1.09
1968,8,9,0.02
1968,8,10,0.08
1968,8,15,0.07
1968,8,16,0.24
1968,8,19,0.11
1968,8,20,0.1
1968,8,31,0.8
1968,9,1,0.94
1968,9,5,0.14
1968,9,9,0.14
1968,9,17,0.47
1968,9,18,1.87
1968,9,19,0.92
1968,9,26,0.32
1968,10,2,0.02
1968,10,3,0.1
1968,10,6,0.97
1968,10,10,0.04
1968,10,16,0.68
1968,10,17,0.44
1968,10,18,0.62
1968,10,19,0.21
1968,11,3,0.04
1968,11,4,0.86
1968,11,6,0.48
1968,11,9,0.21
1968,11,10,0.64
1968,11,11,0.27
1968,11,15,0.03
1968,11,16,0.21
1968,11,17,0.88
1968,11,18,0.7
1968,11,24,0.08
1968,11,28,1.14
1968,12,1,0.89
1968,12,3,0.6
1968,12,4,0.03
1968,12,13,1.12
1968,12,19,0.42
1968,12,21,0.36
1968,12,22,2.21
1968,12,27,0.22
1968,12,28,1.71
1968,12,30,0.14
1968,12,31,0.21
1969,1,3,0.02
1969,1,9,0.17
1969,1,17,0.01
1969,1,18,0.29
1969,1,19,2.14
1969,1,20,1.81
1969,1,22,0.1
1969,1,23,0.35
1969,1,24,0.24
1969,1,27,0.09
1969,1,28,1.19
1969,1,29,0.04
1969,1,30,0.14
1969,1,31,0.31
1969,2,1,1.89
1969,2,2,2
1969,2,6,0.99
1969,2,8,1
1969,2,15,1.01
1969,2,16,0.42
1969,2,17,0.02
1969,2,18,0.04
1969,2,22,0.85
1969,2,23,0.02
1969,2,28,0.49
1969,3,1,0.24
1969,3,6,0.68
1969,3,7,0.02
1969,3,8,0.12
1969,3,9,0.08
1969,3,18,1.53
1969,3,23,0.4
1969,3,24,0.84
1969,3,29,0.07
1969,4,5,0.8
1969,4,6,0.17
1969,4,10,0.6
1969,4,11,0.05
1969,4,14,1.36
1969,4,15,1.94
1969,4,17,0.36
1969,4,18,2.23
1969,4,22,0.16
1969,4,28,0.2
1969,5,8,0.58
1969,5,9,0.77
1969,5,10,0.28
1969,5,11,0.03
1969,5,16,0.65
1969,5,17,0.94
1969,5,18,1.95
1969,5,23,0.03
1969,5,24,0.27
1969,5,25,0.14
1969,5,30,0.81
1969,6,2,0.51
1969,6,5,0.03
1969,6,8,0.15
1969,6,9,0.57
1969,6,10,2.25
1969,6,14,0.59
1969,6,15,1.7
1969,6,19,0.06
1969,6,20,0.05
1969,6,23,0.56
1969,6,24,0.73
1969,6,30,0.18
1969,7,1,0.73
1969,7,7,0.18
1969,7,11,0.18
1969,7,12,0.47
1969,7,20,0.1
1969,7,21,0.23
1969,7,22,0.84
1969,7,23,0.11
1969,7,24,1.16
1969,7,25,0.02
1969,7,27,0.09
1969,7,28,0.08
1969,7,31,0.09
1969,8,1,0.74
1969,8,2,0.22
1969,8,3,0.85
1969,8,4,0.03
1969,8,11,2.15
1969,8,13,0.64
1969,8,14,0.02
1969,8,15,0.84
1969,8,16,1.14
1969,8,17,1.26
1969,8,18,0.77
1969,8,19,1.65
1969,8,21,0.17
1969,8,22,1.89
1969,8,31,0.03
1969,9,1,0.12
1969,9,2,0.04
1969,9,4,0.82
1969,9,5,0.23
1969,9,7,0.07
1969,9,17,0.59
1969,9,19,0.42
1969,9,20,0.28
1969,9,22,0.27
1969,9,23,1.16
1969,10,1,2
1969,10,2,0.42
1969,10,7,0.34
1969,10,8,0.39
1969,10,20,0.19
1969,10,21,0.52
1969,10,25,0.04
1969,10,31,0.23
1969,11,1,3.87
1969,11,2,0.09
1969,11,4,0.03
1969,11,11,0.02
1969,11,12,0.14
1969,11,13,0.04
1969,11,14,0.04
1969,11,15,0.04
1969,11,18,0.06
1969,11,19,2.09
1969,11,27,0.05
1969,11,28,0.09
1969,12,6,0.29
1969,12,7,1.84
1969,12,10,1.12
1969,12,11,0.05
1969,12,21,0.91
1969,12,22,0.04
1969,12,25,0.96
1969,12,29,0.15
1969,12,30,2.32
1970,1,6,0.52
1970,1,11,0.42
1970,1,12,0.07
1970,1,17,0.66
1970,1,23,0.19
1970,1,25,0.05
1970,1,26,0.54
1970,1,29,0.92
1970,2,1,0.8
1970,2,2,1.19
1970,2,3,0.16
1970,2,8,0.21
1970,2,9,0.19
1970,2,15,0.05
1970,2,16,1.06
1970,2,17,0.11
1970,2,25,0.75
1970,3,3,0.04
1970,3,4,0.83
1970,3,11,0.19
1970,3,12,1.08
1970,3,17,0.31
1970,3,18,0.72
1970,3,19,1.02
1970,3,20,0.31
1970,3,21,0.83
1970,3,22,0.06
1970,3,23,0.07
1970,3,24,0.09
1970,3,26,0.23
1970,3,28,0.03
1970,3,29,0.33
1970,4,1,1.1
1970,4,2,0.93
1970,4,12,0.07
1970,4,13,0.14
1970,4,17,0.29
1970,4,19,0.85
1970,4,22,0.48
1970,4,24,0.35
1970,4,25,0.62
1970,4,26,0.34
1970,4,27,0.04
1970,5,2,0.13
1970,5,3,0.76
1970,5,4,0.13
1970,5,11,0.07
1970,5,15,0.25
1970,5,16,0.26
1970,5,22,0.08
1970,5,23,0.04
1970,5,29,0.59
1970,5,30,0.11
1970,5,31,0.1
1970,6,1,0.37
1970,6,2,2.47
1970,6,3,1.68
1970,6,4,1.3
1970,6,5,0.16
1970,6,9,0.08
1970,6,13,0.09
1970,6,18,0.09
1970,6,20,0.6
1970,6,25,0.11
1970,7,9,0.04
1970,7,14,0.64
1970,7,21,0.24
1970,7,22,1.51
1970,7,23,1.99
1970,7,24,0.18
1970,7,30,0.28
1970,7,31,0.43
1970,8,8,0.03
1970,8,9,0.35
1970,8,10,0.99
1970,8,12,1.19
1970,8,14,0.21
1970,8,17,0.62
1970,8,20,0.16
1970,8,21,0.35
1970,8,22,1.01
1970,8,23,0.29
1970,9,2,0.95
1970,9,3,0.44
1970,9,4,0.28
1970,9,5,0.75
1970,9,8,0.36
1970,9,19,0.3
1970,9,20,0.03
1970,9,22,0.16
1970,9,25,1.15
1970,9,26,0.04
1970,9,27,0.18
1970,10,8,0.06
1970,10,9,0.91
1970,10,10,1.38
1970,10,12,0.03
1970,10,13,0.11
1970,10,14,0.91
1970,10,19,0.26
1970,10,20,2.16
1970,10,21,0.04
1970,10,24,0.64
1970,10,25,0.02
1970,10,28,0.22
1970,10,29,3.27
1970,10,30,0.69
1970,10,31,0.06
1970,11,2,0.42
1970,11,9,0.27
1970,11,10,1.25
1970,11,14,0.41
1970,11,18,0.06
1970,11,19,0.14
1970,11,20,0.83
1970,12,11,0.21
1970,12,12,1.11
1970,12,15,0.03
1970,12,16,1.19
1970,12,20,0.13
1970,12,22,0.05
1970,12,23,1.87
1970,12,29,0.08
1970,12,31,0.41
1971,1,4,2.01
1971,1,5,0.04
1971,1,7,0.02
1971,1,8,0.26
1971,1,9,0.1
1971,1,10,0.06
1971,1,14,0.67
1971,1,15,0.28
1971,1,22,1.75
1971,1,23,1.18
1971,1,24,1.3
1971,1,25,0.26
1971,1,26,0.01
1971,1,29,0.05
1971,1,30,1.04
1971,1,31,0.02
1971,2,3,1.09
1971,2,4,1.03
1971,2,5,0.98
1971,2,7,0.72
1971,2,8,0.55
1971,2,12,0.9
1971,2,13,0.92
1971,2,19,0.01
1971,2,20,0.57
1971,2,21,0.51
1971,2,22,1.73
1971,2,26,1.19
1971,3,1,0.14
1971,3,2,0.73
1971,3,3,0.54
1971,3,6,0.78
1971,3,10,0.37
1971,3,13,0.39
1971,3,15,1.13
1971,3,19,1.32
1971,3,20,0.05
1971,3,25,1.72
1971,3,26,0.16
1971,3,29,0.52
1971,4,2,0.56
1971,4,5,0.05
1971,4,6,0.93
1971,4,7,0.02
1971,4,20,0.08
1971,4,21,0.42
1971,4,23,1.07
1971,4,28,0.44
1971,5,2,0.03
1971,5,8,0.83
1971,5,11,0.03
1971,5,12,1.25
1971,5,13,1.19
1971,5,15,1.15
1971,5,25,0.15
1971,5,28,0.14
1971,5,29,0.66
1971,6,2,0.18
1971,6,4,0.03
1971,6,7,0.59
1971,6,8,0.24
1971,6,9,0.44
1971,6,10,0.12
1971,6,11,0.02
1971,6,12,0.26
1971,6,13,0.05
1971,6,15,0.09
1971,6,16,0.05
1971,6,17,0.85
1971,6,18,0.14
1971,6,19,0.89
1971,6,20,0.21
1971,6,27,0.58
1971,6,28,1.37
1971,6,30,1.8
1971,7,2,0.14
1971,7,5,0.44
1971,7,6,0.53
1971,7,7,0.05
1971,7,10,0.31
1971,7,11,0.25
1971,7,12,1.63
1971,7,16,0.05
1971,7,19,2.36
1971,7,24,0.85
1971,7,25,0.49
1971,7,26,0.42
1971,7,27,0.05
1971,7,29,0.2
1971,7,30,0.62
1971,7,31,0.38
1971,8,1,0.37
1971,8,2,0.75
1971,8,3,0.2
1971,8,4,0.18
1971,8,6,0.35
1971,8,8,0.22
1971,8,9,0.01
1971,8,10,0.06
1971,8,11,0.11
1971,8,13,0.03
1971,8,16,0.05
1971,8,22,0.07
1971,8,31,0.3
1971,9,6,0.65
1971,9,11,0.13
1971,9,12,0.19
1971,9,16,0.05
1971,9,17,2.08
1971,9,18,0.58
1971,9,19,0.1
1971,9,20,0.1
1971,9,23,0.05
1971,9,24,0.38
1971,10,5,0.08
1971,10,9,0.42
1971,10,15,0.51
1971,10,16,0.09
1971,10,20,0.02
1971,10,21,0.79
1971,10,22,1.52
1971,10,23,0.13
1971,10,24,0.05
1971,10,31,0.33
1971,11,1,1
1971,11,2,0.25
1971,11,3,0.79
1971,11,19,0.27
1971,11,23,0.04
1971,11,24,1.22
1971,11,27,0.29
1971,11,29,0.57
1971,12,3,1.85
1971,12,4,0.1
1971,12,5,0.86
1971,12,6,1.27
1971,12,7,1.37
1971,12,9,0.08
1971,12,10,0.44
1971,12,12,0.17
1971,12,15,0.32
1971,12,16,0.42
1971,12,17,0.13
1971,12,19,0.3
1971,12,20,1.38
1971,12,28,0.03
1971,12,30,0.44
1972,1,1,0.13
1972,1,2,0.46
1972,1,4,2.56
1972,1,5,0.15
1972,1,9,1.46
1972,1,10,1.89
1972,1,11,0.64
1972,1,13,0.85
1972,1,19,0.12
1972,1,20,0.32
1972,1,21,0.14
1972,1,22,0.34
1972,1,28,0.03
1972,1,29,0.24
1972,1,30,0.07
1972,2,1,0.2
1972,2,2,0.11
1972,2,3,0.72
1972,2,6,0.65
1972,2,12,1.53
1972,2,13,0.02
1972,2,17,0.21
1972,2,18,0.51
1972,2,23,0.13
1972,2,25,0.1
1972,2,26,0.36
1972,3,1,0.39
1972,3,2,0.76
1972,3,5,0.07
1972,3,8,0.8
1972,3,13,0.11
1972,3,14,0.02
1972,3,16,0.78
1972,3,17,0.07
1972,3,18,0.04
1972,3,21,1.51
1972,3,22,0.05
1972,3,25,0.45
1972,3,27,0.39
1972,3,28,0.23
1972,3,29,0.57
1972,3,30,0.01
1972,3,31,0.42
1972,4,1,0.03
1972,4,3,0.1
1972,4,4,0.4
1972,4,7,0.41
1972,4,11,0.89
1972,4,12,0.19
1972,4,16,0.05
1972,4,21,0.02
1972,4,22,0.74
1972,4,29,0.08
1972,4,30,0.05
1972,5,2,0.43
1972,5,3,0.75
1972,5,8,0.99
1972,5,13,3
1972,5,14,0.08
1972,5,15,0.04
1972,5,18,0.01
1972,5,19,0.37
1972,5,20,0.06
1972,5,21,0.07
1972,5,22,0.3
1972,5,23,0.1
1972,5,29,0.06
1972,5,30,0.07
1972,6,6,0.11
1972,6,16,0.19
1972,6,18,0.25
1972,6,19,0.56
1972,6,20,2.7
1972,6,27,0.19
1972,6,28,1.45
1972,6,29,0.04
1972,7,2,0.01
1972,7,3,0.09
1972,7,4,0.63
1972,7,5,0.63
1972,7,9,0.18
1972,7,14,0.07
1972,7,15,0.1
1972,7,16,0.07
1972,7,17,0.72
1972,7,18,0.21
1972,7,19,0.02
1972,7,21,0.45
1972,7,22,0.25
1972,7,27,0.1
1972,7,28,1.68
1972,7,29,0.55
1972,7,30,0.16
1972,7,31,0.39
1972,8,1,0.17
