account,data_set,date,date_type,location,rain,snow,station,sublocation,trace,update_date,version,zzfull_old_measure_date,zzfull_old_total_precip,zztemp_account
ela2/skylark,M01,3/27/1971,sample_date,239,0,0.3,MET,AIR,,3/24/1994,1,19710327,0.3,
ela2/skylark,M01,3/29/1971,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19710329,0,
ela2/skylark,M01,3/30/1971,sample_date,239,0,0,MET,AIR,TS,3/24/1994,1,19710330,0,
ela2/skylark,M01,3/31/1971,sample_date,239,0,2.3,MET,AIR,,3/24/1994,1,19710331,2.3,
ela2/skylark,M01,4/3/1971,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19710403,0,
ela2/skylark,M01,4/7/1971,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19710407,0,
ela2/skylark,M01,4/8/1971,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19710408,0,
,M01,1/1/2014,sample_date,239,0,0,MET,AIR,,9/25/2017,,,0,
ela2/skylark,M01,4/10/1971,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19710410,0,
ela2/skylark,M01,4/16/1971,sample_date,239,10.4,0,MET,AIR,,3/24/1994,1,19710416,10.4,
ela2/skylark,M01,4/17/1971,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19710417,0,
ela2/skylark,M01,4/18/1971,sample_date,239,9.9,0,MET,AIR,,3/24/1994,1,19710418,9.9,
ela2/skylark,M01,4/20/1971,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19710420,0,
ela2/skylark,M01,4/23/1971,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19710423,0,
ela2/skylark,M01,4/24/1971,sample_date,239,0,0,MET,AIR,TS,3/24/1994,1,19710424,0,
ela2/skylark,M01,4/26/1971,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19710426,0,
ela2/skylark,M01,4/28/1971,sample_date,239,0,0,MET,AIR,TS,3/24/1994,1,19710428,0,
ela2/skylark,M01,4/30/1971,sample_date,239,0,13.7,MET,AIR,,3/24/1994,1,19710430,13.7,
ela2/skylark,M01,5/2/1971,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19710502,0,
ela2/skylark,M01,5/3/1971,sample_date,239,1,0,MET,AIR,,3/24/1994,1,19710503,1,
ela2/skylark,M01,5/4/1971,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19710504,0,
ela2/skylark,M01,1/2/1970,sample_date,239,0,1,MET,AIR,,3/24/1994,1,19700102,1,
ela2/skylark,M01,1/3/1970,sample_date,239,0,2.8,MET,AIR,,3/24/1994,1,19700103,2.8,
ela2/skylark,M01,1/5/1970,sample_date,239,0,0.3,MET,AIR,,3/24/1994,1,19700105,0.3,
ela2/skylark,M01,1/7/1970,sample_date,239,0,1.5,MET,AIR,,3/24/1994,1,19700107,1.5,
ela2/skylark,M01,1/14/1970,sample_date,239,0,8.1,MET,AIR,,3/24/1994,1,19700114,8.1,
ela2/skylark,M01,1/15/1970,sample_date,239,0,1.5,MET,AIR,,3/24/1994,1,19700115,1.5,
ela2/skylark,M01,1/16/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700116,0,
ela2/skylark,M01,1/18/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700118,0,
ela2/skylark,M01,1/19/1970,sample_date,239,0,1,MET,AIR,,3/24/1994,1,19700119,1,
ela2/skylark,M01,1/20/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700120,0,
ela2/skylark,M01,1/21/1970,sample_date,239,0,0.3,MET,AIR,,3/24/1994,1,19700121,0.3,
ela2/skylark,M01,1/29/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700129,0,
ela2/skylark,M01,1/30/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700130,0,
ela2/skylark,M01,2/1/1970,sample_date,239,0,4.1,MET,AIR,,3/24/1994,1,19700201,4.1,
ela2/skylark,M01,2/3/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700203,0,
ela2/skylark,M01,2/4/1970,sample_date,239,0,1,MET,AIR,,3/24/1994,1,19700204,1,
ela2/skylark,M01,2/5/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700205,0,
ela2/skylark,M01,2/10/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700210,0,
ela2/skylark,M01,2/16/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700216,0,
ela2/skylark,M01,2/20/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700220,0,
ela2/skylark,M01,2/21/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700221,0,
ela2/skylark,M01,3/1/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700301,0,
ela2/skylark,M01,3/2/1970,sample_date,239,0,36.8,MET,AIR,,3/24/1994,1,19700302,36.8,
ela2/skylark,M01,3/4/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700304,0,
ela2/skylark,M01,3/8/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700308,0,
ela2/skylark,M01,3/9/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700309,0,
ela2/skylark,M01,3/13/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700313,0,
ela2/skylark,M01,3/15/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700315,0,
ela2/skylark,M01,3/18/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700318,0,
ela2/skylark,M01,3/24/1970,sample_date,239,0,0,MET,AIR,TS,3/24/1994,1,19700324,0,
ela2/skylark,M01,3/25/1970,sample_date,239,0,6.1,MET,AIR,,3/24/1994,1,19700325,6.1,
ela2/skylark,M01,3/28/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700328,0,
ela2/skylark,M01,3/29/1970,sample_date,239,0,2,MET,AIR,,3/24/1994,1,19700329,2,
ela2/skylark,M01,3/30/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700330,0,
ela2/skylark,M01,3/31/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700331,0,
ela2/skylark,M01,4/2/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700402,0,
ela2/skylark,M01,4/5/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700405,0,
ela2/skylark,M01,4/6/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700406,0,
ela2/skylark,M01,4/7/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700407,0,
ela2/skylark,M01,4/9/1970,sample_date,239,0,3,MET,AIR,,3/24/1994,1,19700409,3,
ela2/skylark,M01,4/10/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700410,0,
ela2/skylark,M01,4/11/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700411,0,
ela2/skylark,M01,4/16/1970,sample_date,239,11.4,0,MET,AIR,,3/24/1994,1,19700416,11.4,
GUSSD/skylark,M01,9/18/2009,sample_date,239,0,0,MET,AIR,,2/5/2010,1,20090918,0,
ela2/skylark,M01,4/20/1970,sample_date,239,0,25.1,MET,AIR,,3/24/1994,1,19700420,25.1,
ela2/skylark,M01,4/24/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700424,0,
ela2/skylark,M01,4/26/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700426,0,
ela2/skylark,M01,4/29/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700429,0,
ela2/skylark,M01,4/30/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700430,0,
ela2/skylark,M01,5/1/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700501,0,
ela2/skylark,M01,5/3/1970,sample_date,239,0.8,0,MET,AIR,,3/24/1994,1,19700503,0.8,
ela2/skylark,M01,5/4/1970,sample_date,239,2.8,0,MET,AIR,,3/24/1994,1,19700504,2.8,
ela2/skylark,M01,5/8/1970,sample_date,239,7.4,0,MET,AIR,,3/24/1994,1,19700508,7.4,
ela2/skylark,M01,5/12/1970,sample_date,239,0,0,MET,AIR,TR,3/24/1994,1,19700512,0,
ela2/skylark,M01,5/14/1970,sample_date,239,1,10.4,MET,AIR,,3/24/1994,1,19700514,11.4,
ela2/skylark,M01,5/16/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700516,0,
ela2/skylark,M01,5/17/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700517,0,
ela2/skylark,M01,5/19/1970,sample_date,239,0.5,0,MET,AIR,,3/24/1994,1,19700519,0.5,
ela2/skylark,M01,5/21/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700521,0,
ela2/skylark,M01,5/22/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700522,0,
ela2/skylark,M01,5/28/1970,sample_date,239,5.6,0,MET,AIR,,3/24/1994,1,19700528,5.6,
ela2/skylark,M01,6/3/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700603,0,
ela2/skylark,M01,6/4/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700604,0,
ela2/skylark,M01,6/11/1970,sample_date,239,0.5,0,MET,AIR,,3/24/1994,1,19700611,0.5,
ela2/skylark,M01,6/13/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700613,0,
ela2/skylark,M01,6/14/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700614,0,
ela2/skylark,M01,6/15/1970,sample_date,239,3.6,0,MET,AIR,,3/24/1994,1,19700615,3.6,
ela2/skylark,M01,6/16/1970,sample_date,239,36.3,0,MET,AIR,,3/24/1994,1,19700616,36.3,
ela2/skylark,M01,6/17/1970,sample_date,239,0.5,0,MET,AIR,,3/24/1994,1,19700617,0.5,
ela2/skylark,M01,6/18/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700618,0,
ela2/skylark,M01,6/21/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700621,0,
ela2/skylark,M01,6/22/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700622,0,
ela2/skylark,M01,6/24/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700624,0,
ela2/skylark,M01,6/27/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700627,0,
ela2/skylark,M01,6/29/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700629,0,
ela2/skylark,M01,6/30/1970,sample_date,239,13.2,0,MET,AIR,,3/24/1994,1,19700630,13.2,
ela2/skylark,M01,7/2/1970,sample_date,239,6.4,0,MET,AIR,,3/24/1994,1,19700702,6.4,
ela2/skylark,M01,7/4/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700704,0,
ela2/skylark,M01,7/5/1970,sample_date,239,5.8,0,MET,AIR,,3/24/1994,1,19700705,5.8,
ela2/skylark,M01,7/6/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700706,0,
ela2/skylark,M01,7/7/1970,sample_date,239,1.3,0,MET,AIR,,3/24/1994,1,19700707,1.3,
ela2/skylark,M01,7/14/1970,sample_date,239,0,0,MET,AIR,TR,3/24/1994,1,19700714,0,
ela2/skylark,M01,7/16/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700716,0,
ela2/skylark,M01,7/18/1970,sample_date,239,12.2,0,MET,AIR,,3/24/1994,1,19700718,12.2,
ela2/skylark,M01,7/19/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700719,0,
ela2/skylark,M01,7/21/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700721,0,
ela2/skylark,M01,7/22/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700722,0,
ela2/skylark,M01,7/27/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700727,0,
ela2/skylark,M01,7/28/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700728,0,
ela2/skylark,M01,7/30/1970,sample_date,239,0.8,0,MET,AIR,,3/24/1994,1,19700730,0.8,
ela2/skylark,M01,8/6/1970,sample_date,239,4.3,0,MET,AIR,,3/24/1994,1,19700806,4.3,
ela2/skylark,M01,8/7/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700807,0,
ela2/skylark,M01,8/11/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700811,0,
ela2/skylark,M01,8/13/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700813,0,
ela2/skylark,M01,8/16/1970,sample_date,239,0,0,MET,AIR,TR,3/24/1994,1,19700816,0,
ela2/skylark,M01,8/19/1970,sample_date,239,0,0,MET,AIR,TR,3/24/1994,1,19700819,0,
ela2/skylark,M01,8/20/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700820,0,
ela2/skylark,M01,8/23/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700823,0,
ela2/skylark,M01,8/25/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700825,0,
ela2/skylark,M01,8/30/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700830,0,
ela2/skylark,M01,8/31/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700831,0,
ela2/skylark,M01,9/1/1970,sample_date,239,8.6,0,MET,AIR,,3/24/1994,1,19700901,8.6,
ela2/skylark,M01,9/7/1970,sample_date,239,24.6,0,MET,AIR,,3/24/1994,1,19700907,24.6,
ela2/skylark,M01,9/9/1970,sample_date,239,0.8,0,MET,AIR,,3/24/1994,1,19700909,0.8,
ela2/skylark,M01,9/11/1970,sample_date,239,29.2,0,MET,AIR,,3/24/1994,1,19700911,29.2,
ela2/skylark,M01,9/14/1970,sample_date,239,0,0,MET,AIR,TR,3/24/1994,1,19700914,0,
ela2/skylark,M01,9/15/1970,sample_date,239,15.7,0,MET,AIR,,3/24/1994,1,19700915,15.7,
ela2/skylark,M01,9/20/1970,sample_date,239,1.5,0,MET,AIR,,3/24/1994,1,19700920,1.5,
ela2/skylark,M01,9/22/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700922,0,
ela2/skylark,M01,9/25/1970,sample_date,239,2.3,0,MET,AIR,,3/24/1994,1,19700925,2.3,
ela2/skylark,M01,9/28/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700928,0,
ela2/skylark,M01,9/29/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700929,0,
ela2/skylark,M01,9/30/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19700930,0,
ela2/skylark,M01,10/3/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701003,0,
ela2/skylark,M01,10/4/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701004,0,
ela2/skylark,M01,10/10/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701010,0,
ela2/skylark,M01,10/13/1970,sample_date,239,0,0.8,MET,AIR,,3/24/1994,1,19701013,0.8,
ela2/skylark,M01,10/17/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701017,0,
ela2/skylark,M01,10/18/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701018,0,
ela2/skylark,M01,10/21/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701021,0,
ela2/skylark,M01,10/22/1970,sample_date,239,0.8,0,MET,AIR,,3/24/1994,1,19701022,0.8,
ela2/skylark,M01,10/23/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701023,0,
ela2/skylark,M01,10/26/1970,sample_date,239,24.6,0,MET,AIR,,3/24/1994,1,19701026,24.6,
ela2/skylark,M01,10/27/1970,sample_date,239,5.1,5.1,MET,AIR,,3/24/1994,1,19701027,10.2,
ela2/skylark,M01,10/29/1970,sample_date,239,1.5,0,MET,AIR,,3/24/1994,1,19701029,1.5,
ela2/skylark,M01,10/31/1970,sample_date,239,8.4,0,MET,AIR,,3/24/1994,1,19701031,8.4,
ela2/skylark,M01,11/1/1970,sample_date,239,0,0,MET,AIR,TS,3/24/1994,1,19701101,0,
ela2/skylark,M01,11/2/1970,sample_date,239,0,0,MET,AIR,TS,3/24/1994,1,19701102,0,
ela2/skylark,M01,11/3/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701103,0,
ela2/skylark,M01,11/6/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701106,0,
ela2/skylark,M01,11/7/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701107,0,
ela2/skylark,M01,11/8/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701108,0,
ela2/skylark,M01,11/10/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701110,0,
ela2/skylark,M01,11/12/1970,sample_date,239,0,0,MET,AIR,TS,3/24/1994,1,19701112,0,
ela2/skylark,M01,11/17/1970,sample_date,239,0,5.3,MET,AIR,,3/24/1994,1,19701117,5.3,
ela2/skylark,M01,11/18/1970,sample_date,239,0,0.5,MET,AIR,,3/24/1994,1,19701118,0.5,
ela2/skylark,M01,11/19/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701119,0,
ela2/skylark,M01,11/20/1970,sample_date,239,0,1,MET,AIR,,3/24/1994,1,19701120,1,
ela2/skylark,M01,11/26/1970,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19701126,0,
ela2/skylark,M01,11/29/1970,sample_date,239,0,0.3,MET,AIR,,3/24/1994,1,19701129,0.3,
