Location,Instr_ID,Date_,Avg_FlowRa,DailyFlow_
WS80,Weir80,3/2/2003,158.095,13659.44
WS80,Weir80,3/3/2003,103.002,8899.355
WS80,Weir80,3/4/2003,60.121,5194.425
WS80,Weir80,3/5/2003,41.774,3609.275
WS80,Weir80,3/6/2003,34.466,2977.901
WS80,Weir80,3/7/2003,94.993,8207.416
WS80,Weir80,3/8/2003,103.365,8930.722
WS80,Weir80,3/9/2003,63.628,5497.497
WS80,Weir80,3/10/2003,40.367,3487.67
WS80,Weir80,3/11/2003,26.002,2246.535
WS80,Weir80,3/12/2003,18.668,1612.892
WS80,Weir80,3/13/2003,21.855,1888.307
WS80,Weir80,3/14/2003,28.864,2493.843
WS80,Weir80,3/15/2003,45.039,3891.392
WS80,Weir80,3/16/2003,47.927,4140.894
WS80,Weir80,3/17/2003,59.911,5176.349
WS80,Weir80,3/18/2003,111.38,9623.27
WS80,Weir80,3/19/2003,63.968,5526.859
WS80,Weir80,3/20/2003,816.255,70524.426
WS80,Weir80,3/21/2003,372.975,32225.014
WS80,Weir80,3/22/2003,141.511,12226.589
WS80,Weir80,3/23/2003,81.809,7068.321
WS80,Weir80,3/24/2003,46.909,4052.916
WS80,Weir80,3/25/2003,28.92,2498.69
WS80,Weir80,3/26/2003,19.051,1645.97
WS80,Weir80,3/27/2003,13.456,1162.631
WS80,Weir80,3/28/2003,10.87,939.203
WS80,Weir80,3/29/2003,9.003,777.832
WS80,Weir80,3/30/2003,8.388,724.738
WS80,Weir80,3/31/2003,20.781,1795.485
WS80,Weir80,4/1/2003,NULL,NULL
WS80,Weir80,4/2/2003,NULL,NULL
WS80,Weir80,4/3/2003,NULL,NULL
WS80,Weir80,4/4/2003,NULL,NULL
WS80,Weir80,4/5/2003,NULL,NULL
WS80,Weir80,4/6/2003,NULL,NULL
WS80,Weir80,4/7/2003,NULL,NULL
WS80,Weir80,4/8/2003,NULL,NULL
WS80,Weir80,4/9/2003,NULL,NULL
WS80,Weir80,4/10/2003,NULL,NULL
WS80,Weir80,4/11/2003,NULL,NULL
WS80,Weir80,4/12/2003,NULL,NULL
WS80,Weir80,4/13/2003,NULL,NULL
WS80,Weir80,4/14/2003,NULL,NULL
WS80,Weir80,4/15/2003,NULL,NULL
WS80,Weir80,4/16/2003,NULL,NULL
WS80,Weir80,4/17/2003,NULL,NULL
WS80,Weir80,4/18/2003,NULL,NULL
WS80,Weir80,4/19/2003,NULL,NULL
WS80,Weir80,4/20/2003,NULL,NULL
WS80,Weir80,4/21/2003,NULL,NULL
WS80,Weir80,4/22/2003,NULL,NULL
WS80,Weir80,4/23/2003,NULL,NULL
WS80,Weir80,4/24/2003,NULL,NULL
WS80,Weir80,4/25/2003,NULL,NULL
WS80,Weir80,4/26/2003,NULL,NULL
WS80,Weir80,4/27/2003,NULL,NULL
WS80,Weir80,4/28/2003,NULL,NULL
WS80,Weir80,4/29/2003,NULL,NULL
WS80,Weir80,4/30/2003,NULL,NULL
WS80,Weir80,5/1/2003,2.664,230.165
WS80,Weir80,5/2/2003,1.878,162.224
WS80,Weir80,5/3/2003,1.338,115.582
WS80,Weir80,5/4/2003,0.895,77.324
WS80,Weir80,5/5/2003,0.581,50.203
WS80,Weir80,5/6/2003,1.938,167.436
WS80,Weir80,5/7/2003,25.108,2169.358
WS80,Weir80,5/8/2003,17.851,1542.326
WS80,Weir80,5/9/2003,11.224,969.769
WS80,Weir80,5/10/2003,3.792,327.661
WS80,Weir80,5/11/2003,1.89,163.268
WS80,Weir80,5/12/2003,0.865,74.726
WS80,Weir80,5/13/2003,0.303,26.154
WS80,Weir80,5/14/2003,0.089,7.723
WS80,Weir80,5/15/2003,0.214,18.485
WS80,Weir80,5/16/2003,0.32,27.622
WS80,Weir80,5/17/2003,0.241,20.852
WS80,Weir80,5/18/2003,0.178,15.36
WS80,Weir80,5/19/2003,0.227,19.604
WS80,Weir80,5/20/2003,0.167,14.471
WS80,Weir80,5/21/2003,0.068,5.894
WS80,Weir80,5/22/2003,0.065,5.596
WS80,Weir80,5/23/2003,29.045,2509.458
WS80,Weir80,5/24/2003,41.97,3626.205
WS80,Weir80,5/25/2003,41.341,3571.888
WS80,Weir80,5/26/2003,44.75,3866.399
WS80,Weir80,5/27/2003,36.99,3195.957
WS80,Weir80,5/28/2003,27.68,2391.54
WS80,Weir80,5/29/2003,21.286,1839.115
WS80,Weir80,5/30/2003,7.32,632.443
WS80,Weir80,5/31/2003,5.878,507.818
WS80,Weir80,6/1/2003,NULL,NULL
WS80,Weir80,6/2/2003,NULL,NULL
WS80,Weir80,6/3/2003,NULL,NULL
WS80,Weir80,6/4/2003,NULL,NULL
WS80,Weir80,6/5/2003,NULL,NULL
WS80,Weir80,6/6/2003,NULL,NULL
WS80,Weir80,6/7/2003,NULL,NULL
WS80,Weir80,6/8/2003,NULL,NULL
WS80,Weir80,6/9/2003,NULL,NULL
WS80,Weir80,6/10/2003,NULL,NULL
WS80,Weir80,6/11/2003,NULL,NULL
WS80,Weir80,6/12/2003,NULL,NULL
WS80,Weir80,6/13/2003,NULL,NULL
WS80,Weir80,6/14/2003,NULL,NULL
WS80,Weir80,6/15/2003,NULL,NULL
WS80,Weir80,6/16/2003,NULL,NULL
WS80,Weir80,6/17/2003,NULL,NULL
WS80,Weir80,6/18/2003,NULL,NULL
WS80,Weir80,6/19/2003,NULL,NULL
WS80,Weir80,6/20/2003,NULL,NULL
WS80,Weir80,6/21/2003,NULL,NULL
WS80,Weir80,6/22/2003,NULL,NULL
WS80,Weir80,6/23/2003,NULL,NULL
WS80,Weir80,6/24/2003,NULL,NULL
WS80,Weir80,6/25/2003,NULL,NULL
WS80,Weir80,6/26/2003,NULL,NULL
WS80,Weir80,6/27/2003,NULL,NULL
WS80,Weir80,6/28/2003,NULL,NULL
WS80,Weir80,6/29/2003,NULL,NULL
WS80,Weir80,6/30/2003,NULL,NULL
WS80,Weir80,7/1/2003,NULL,NULL
WS80,Weir80,7/2/2003,NULL,NULL
WS80,Weir80,7/3/2003,NULL,NULL
WS80,Weir80,7/4/2003,NULL,NULL
WS80,Weir80,7/5/2003,NULL,NULL
WS80,Weir80,7/6/2003,NULL,NULL
WS80,Weir80,7/7/2003,NULL,NULL
WS80,Weir80,7/8/2003,NULL,NULL
WS80,Weir80,7/9/2003,NULL,NULL
WS80,Weir80,7/10/2003,NULL,NULL
WS80,Weir80,7/11/2003,NULL,NULL
WS80,Weir80,7/12/2003,NULL,NULL
WS80,Weir80,7/13/2003,NULL,NULL
WS80,Weir80,7/14/2003,NULL,NULL
WS80,Weir80,7/15/2003,NULL,NULL
WS80,Weir80,7/16/2003,NULL,NULL
WS80,Weir80,7/17/2003,12.694,1096.796
WS80,Weir80,7/18/2003,7.051,609.191
WS80,Weir80,7/19/2003,393.747,34019.77
WS80,Weir80,7/20/2003,155.253,13413.824
WS80,Weir80,7/21/2003,111.582,9640.716
WS80,Weir80,7/22/2003,124.704,10774.421
WS80,Weir80,7/23/2003,348.817,30137.805
WS80,Weir80,7/24/2003,677.296,58518.333
WS80,Weir80,7/25/2003,508.401,43925.812
WS80,Weir80,7/26/2003,635.51,54908.041
WS80,Weir80,7/27/2003,232.694,20104.787
WS80,Weir80,7/28/2003,138.964,12006.527
WS80,Weir80,7/29/2003,85.308,7370.63
WS80,Weir80,7/30/2003,108.803,9400.559
WS80,Weir80,7/31/2003,130.379,11264.745
WS80,Weir80,8/1/2003,75.557,6528.107
WS80,Weir80,8/2/2003,41.554,3590.273
WS80,Weir80,8/3/2003,57.055,4929.536
WS80,Weir80,8/4/2003,79.42,6861.885
WS80,Weir80,8/5/2003,104.998,9071.84
WS80,Weir80,8/6/2003,167.33,14457.302
WS80,Weir80,8/7/2003,115.245,9957.185
WS80,Weir80,8/8/2003,49.653,4290.062
WS80,Weir80,8/9/2003,63.369,5475.095
WS80,Weir80,8/10/2003,62.726,5419.563
WS80,Weir80,8/11/2003,49.17,4248.326
WS80,Weir80,8/12/2003,21.633,1869.091
WS80,Weir80,8/13/2003,21.123,1825.047
WS80,Weir80,8/14/2003,19.224,1660.932
WS80,Weir80,8/15/2003,12.755,1102.038
WS80,Weir80,8/16/2003,3.332,287.851
WS80,Weir80,8/17/2003,2.028,175.184
WS80,Weir80,8/18/2003,1.161,100.328
WS80,Weir80,8/19/2003,1.841,159.094
WS80,Weir80,8/20/2003,6.655,575.019
WS80,Weir80,8/21/2003,2.936,253.66
WS80,Weir80,8/22/2003,4.056,350.402
WS80,Weir80,8/23/2003,12.441,1074.919
WS80,Weir80,8/24/2003,5.383,465.071
WS80,Weir80,8/25/2003,4.505,389.22
WS80,Weir80,8/26/2003,3.926,339.177
WS80,Weir80,8/27/2003,3.088,266.846
WS80,Weir80,8/28/2003,2.097,181.185
WS80,Weir80,8/29/2003,0.812,70.167
WS80,Weir80,8/30/2003,0.274,23.696
WS80,Weir80,8/31/2003,0.109,9.399
WS80,Weir80,9/1/2003,0.047,4.042
WS80,Weir80,9/2/2003,0.003,0.286
WS80,Weir80,9/3/2003,0.084,7.258
WS80,Weir80,9/4/2003,0.203,17.538
WS80,Weir80,9/5/2003,0.544,46.972
WS80,Weir80,9/6/2003,26.946,2328.135
WS80,Weir80,9/7/2003,77.216,6671.42
WS80,Weir80,9/8/2003,644.293,55666.914
WS80,Weir80,9/9/2003,222.493,19223.437
WS80,Weir80,9/10/2003,138.517,11967.89
WS80,Weir80,9/11/2003,122.772,10607.474
WS80,Weir80,9/12/2003,87.395,7550.917
WS80,Weir80,9/13/2003,47.156,4074.239
WS80,Weir80,9/14/2003,54.033,4668.454
WS80,Weir80,9/15/2003,23.99,2072.756
WS80,Weir80,9/16/2003,11.469,990.883
WS80,Weir80,9/17/2003,11.168,964.907
WS80,Weir80,9/18/2003,11.256,972.515
WS80,Weir80,9/19/2003,7.203,622.316
WS80,Weir80,9/20/2003,6.976,602.735
WS80,Weir80,9/21/2003,6.367,550.142
WS80,Weir80,9/22/2003,5.326,460.183
WS80,Weir80,9/23/2003,5.363,463.387
WS80,Weir80,9/24/2003,5.702,492.664
WS80,Weir80,9/25/2003,4.796,414.41
WS80,Weir80,9/26/2003,NULL,NULL
WS80,Weir80,9/27/2003,NULL,NULL
WS80,Weir80,9/28/2003,NULL,NULL
WS80,Weir80,9/29/2003,NULL,NULL
WS80,Weir80,9/30/2003,0.252,21.794
WS80,Weir80,10/1/2003,0.116,10.046
WS80,Weir80,10/2/2003,0.061,5.276
WS80,Weir80,10/3/2003,0.015,1.268
WS80,Weir80,10/4/2003,0,0
WS80,Weir80,10/5/2003,0,0
WS80,Weir80,10/6/2003,0,0
WS80,Weir80,10/7/2003,0,0
WS80,Weir80,10/8/2003,0.001,0.092
WS80,Weir80,10/9/2003,0.024,2.058
WS80,Weir80,10/10/2003,0.003,0.218
WS80,Weir80,10/11/2003,0.01,0.848
WS80,Weir80,10/12/2003,0.022,1.89
WS80,Weir80,10/13/2003,0,0
WS80,Weir80,10/14/2003,0,0
WS80,Weir80,10/15/2003,0,0
WS80,Weir80,10/16/2003,0,0
WS80,Weir80,10/17/2003,0,0
WS80,Weir80,10/18/2003,0,0
WS80,Weir80,10/19/2003,0,0
WS80,Weir80,10/20/2003,0,0
WS80,Weir80,10/21/2003,0,0
WS80,Weir80,10/22/2003,0,0
WS80,Weir80,10/23/2003,0,0
WS80,Weir80,10/24/2003,0,0
WS80,Weir80,10/25/2003,0,0
WS80,Weir80,10/26/2003,0,0
WS80,Weir80,10/27/2003,0,0
WS80,Weir80,10/28/2003,0,0
WS80,Weir80,10/29/2003,15.053,1300.543
WS80,Weir80,10/30/2003,10.126,874.855
WS80,Weir80,10/31/2003,3.974,343.344
WS80,Weir80,11/1/2003,2.004,173.182
WS80,Weir80,11/2/2003,1.031,89.054
WS80,Weir80,11/3/2003,0.533,46.046
WS80,Weir80,11/4/2003,0.454,39.22
WS80,Weir80,11/5/2003,0.329,28.425
WS80,Weir80,11/6/2003,0.364,31.425
WS80,Weir80,11/7/2003,0.291,25.144
WS80,Weir80,11/8/2003,0.166,14.384
WS80,Weir80,11/9/2003,0.083,7.176
WS80,Weir80,11/10/2003,0.058,4.98
WS80,Weir80,11/11/2003,0.04,3.498
WS80,Weir80,11/12/2003,0.028,2.419
WS80,Weir80,11/13/2003,0.018,1.537
WS80,Weir80,11/14/2003,0,0
WS80,Weir80,11/15/2003,0,0
WS80,Weir80,11/16/2003,0,0
WS80,Weir80,11/17/2003,0,0
WS80,Weir80,11/18/2003,0,0
WS80,Weir80,11/19/2003,0.013,1.123
WS80,Weir80,11/20/2003,0.037,3.232
WS80,Weir80,11/21/2003,0.023,2.008
WS80,Weir80,11/22/2003,0.011,0.924
WS80,Weir80,11/23/2003,0,0.034
WS80,Weir80,11/24/2003,0,0
WS80,Weir80,11/25/2003,0,0
WS80,Weir80,11/26/2003,0,0
WS80,Weir80,11/27/2003,0,0
WS80,Weir80,11/28/2003,0,0
WS80,Weir80,11/29/2003,0,0
WS80,Weir80,11/30/2003,0,0
WS80,Weir80,12/1/2003,0,0
WS80,Weir80,12/2/2003,0,0
WS80,Weir80,12/3/2003,0,0
WS80,Weir80,12/4/2003,0.004,0.328
WS80,Weir80,12/5/2003,0.027,2.352
WS80,Weir80,12/6/2003,0.026,2.285
WS80,Weir80,12/7/2003,0.015,1.31
WS80,Weir80,12/8/2003,0.008,0.706
WS80,Weir80,12/9/2003,0.002,0.168
WS80,Weir80,12/10/2003,0.105,9.094
WS80,Weir80,12/11/2003,1.425,123.115
WS80,Weir80,12/12/2003,1.408,121.676
WS80,Weir80,12/13/2003,1.081,93.372
WS80,Weir80,12/14/2003,2.346,202.705
WS80,Weir80,12/15/2003,2.276,196.611
WS80,Weir80,12/16/2003,1.359,117.428
WS80,Weir80,12/17/2003,1.033,89.29
WS80,Weir80,12/18/2003,0.909,78.56
WS80,Weir80,12/19/2003,0.822,70.996
WS80,Weir80,12/20/2003,0.676,58.399
WS80,Weir80,12/21/2003,0.488,42.145
WS80,Weir80,12/22/2003,0.383,33.08
WS80,Weir80,12/23/2003,0.314,27.129
WS80,Weir80,12/24/2003,0.362,31.286
WS80,Weir80,12/25/2003,0.18,15.528
WS80,Weir80,12/26/2003,0.125,10.779
WS80,Weir80,12/27/2003,0.086,7.453
WS80,Weir80,12/28/2003,0.066,5.732
WS80,Weir80,12/29/2003,0.062,5.331
WS80,Weir80,12/30/2003,0.063,5.405
WS80,Weir80,12/31/2003,0.04,3.47
WS80,Weir80,1/1/2004,0.034,2.957
WS80,Weir80,1/2/2004,0.032,2.759
WS80,Weir80,1/3/2004,0.029,2.524
WS80,Weir80,1/4/2004,0.042,3.602
WS80,Weir80,1/5/2004,0.056,4.829
WS80,Weir80,1/6/2004,NULL,NULL
WS80,Weir80,1/7/2004,NULL,NULL
WS80,Weir80,1/8/2004,NULL,NULL
WS80,Weir80,1/9/2004,0.054,4.707
WS80,Weir80,1/10/2004,0.08,6.882
WS80,Weir80,1/11/2004,0.068,5.916
WS80,Weir80,1/12/2004,0.062,5.327
WS80,Weir80,1/13/2004,0.054,4.676
WS80,Weir80,1/14/2004,0.05,4.335
WS80,Weir80,1/15/2004,0.05,4.293
WS80,Weir80,1/16/2004,0.039,3.362
WS80,Weir80,1/17/2004,0.034,2.976
WS80,Weir80,1/18/2004,0.06,5.143
WS80,Weir80,1/19/2004,0.046,3.96
WS80,Weir80,1/20/2004,0.037,3.186
WS80,Weir80,1/21/2004,0.023,2.029
WS80,Weir80,1/22/2004,NULL,NULL
WS80,Weir80,1/23/2004,NULL,NULL
WS80,Weir80,1/24/2004,NULL,NULL
WS80,Weir80,1/25/2004,NULL,NULL
WS80,Weir80,1/26/2004,NULL,NULL
WS80,Weir80,1/27/2004,NULL,NULL
WS80,Weir80,1/28/2004,4.113,355.397
WS80,Weir80,1/29/2004,2.355,203.444
WS80,Weir80,1/30/2004,1.291,111.552
WS80,Weir80,1/31/2004,1.086,93.833
WS80,Weir80,2/1/2004,0.982,84.805
WS80,Weir80,2/2/2004,0.852,73.588
WS80,Weir80,2/3/2004,12.57,1086.073
WS80,Weir80,2/4/2004,9.821,848.531
WS80,Weir80,2/5/2004,6.708,579.588
WS80,Weir80,2/6/2004,5.485,473.872
WS80,Weir80,2/7/2004,8.254,713.144
WS80,Weir80,2/8/2004,5.629,486.382
WS80,Weir80,2/9/2004,3.762,325.013
WS80,Weir80,2/10/2004,2.903,250.812
WS80,Weir80,2/11/2004,2.251,194.482
WS80,Weir80,2/12/2004,28.908,2497.641
WS80,Weir80,2/13/2004,41.954,3624.788
WS80,Weir80,2/14/2004,30.398,2626.353
WS80,Weir80,2/15/2004,65.56,5664.366
WS80,Weir80,2/16/2004,56.018,4839.968
WS80,Weir80,2/17/2004,44.049,3805.793
WS80,Weir80,2/18/2004,39.194,3386.379
WS80,Weir80,2/19/2004,25.348,2190.034
WS80,Weir80,2/20/2004,17.377,1501.382
WS80,Weir80,2/21/2004,13.058,1128.18
WS80,Weir80,2/22/2004,8.993,776.968
WS80,Weir80,2/23/2004,6.916,597.576
WS80,Weir80,2/24/2004,7.064,610.31
WS80,Weir80,2/25/2004,6.386,551.788
WS80,Weir80,2/26/2004,32.231,2784.788
WS80,Weir80,2/27/2004,59.12,5108.01
WS80,Weir80,2/28/2004,66.23,5722.281
WS80,Weir80,2/29/2004,47.167,4075.248
WS80,Weir80,3/1/2004,35.477,3065.187
WS80,Weir80,3/2/2004,28.228,2438.938
WS80,Weir80,3/3/2004,23.014,1988.422
WS80,Weir80,3/4/2004,19.043,1645.29
WS80,Weir80,3/5/2004,15.681,1354.806
WS80,Weir80,3/6/2004,7.375,637.177
WS80,Weir80,3/7/2004,4.609,398.213
WS80,Weir80,3/8/2004,2.88,248.807
WS80,Weir80,3/9/2004,2.441,210.941
WS80,Weir80,3/10/2004,3.9,336.968
WS80,Weir80,3/11/2004,3.769,325.617
WS80,Weir80,3/12/2004,2.679,231.498
WS80,Weir80,3/13/2004,1.567,135.37
WS80,Weir80,3/14/2004,1.126,97.283
WS80,Weir80,3/15/2004,0.99,85.55
WS80,Weir80,3/16/2004,1.098,94.887
WS80,Weir80,3/17/2004,1.215,104.94
WS80,Weir80,3/18/2004,0.913,78.844
WS80,Weir80,3/19/2004,0.465,40.169
WS80,Weir80,3/20/2004,0.137,11.837
WS80,Weir80,3/21/2004,0.193,16.709
WS80,Weir80,3/22/2004,0.117,10.135
WS80,Weir80,3/23/2004,0.078,6.741
WS80,Weir80,3/24/2004,0.069,5.99
WS80,Weir80,3/25/2004,0.064,5.547
WS80,Weir80,3/26/2004,0.075,6.519
WS80,Weir80,3/27/2004,0.137,11.875
WS80,Weir80,3/28/2004,0.126,10.927
WS80,Weir80,3/29/2004,0.096,8.302
WS80,Weir80,3/30/2004,0.103,8.9
WS80,Weir80,3/31/2004,0.327,28.272
WS80,Weir80,4/1/2004,0.264,22.788
WS80,Weir80,4/2/2004,0.213,18.392
WS80,Weir80,4/3/2004,0.205,17.671
WS80,Weir80,4/4/2004,0.106,9.125
WS80,Weir80,4/5/2004,0.063,5.4
WS80,Weir80,4/6/2004,0.038,3.31
WS80,Weir80,4/7/2004,0.023,1.95
WS80,Weir80,4/8/2004,0.027,2.32
WS80,Weir80,4/9/2004,0.03,2.55
WS80,Weir80,4/10/2004,0.013,1.092
WS80,Weir80,4/11/2004,0.001,0.067
WS80,Weir80,4/12/2004,7.811,674.844
WS80,Weir80,4/13/2004,23.446,2025.707
WS80,Weir80,4/14/2004,23.335,2016.158
WS80,Weir80,4/15/2004,10.598,915.659
WS80,Weir80,4/16/2004,4.392,379.451
WS80,Weir80,4/17/2004,2.097,181.211
WS80,Weir80,4/18/2004,1.185,102.385
WS80,Weir80,4/19/2004,0.694,59.998
WS80,Weir80,4/20/2004,0.337,29.144
WS80,Weir80,4/21/2004,0.133,11.524
WS80,Weir80,4/22/2004,0.055,4.77
WS80,Weir80,4/23/2004,0.011,0.974
WS80,Weir80,4/24/2004,0,0
WS80,Weir80,4/25/2004,0,0
WS80,Weir80,4/26/2004,0,0
WS80,Weir80,4/27/2004,0.049,4.259
WS80,Weir80,4/28/2004,0.035,3.049
WS80,Weir80,4/29/2004,0.005,0.454
WS80,Weir80,4/30/2004,0,0
WS80,Weir80,5/1/2004,0.727,62.855
WS80,Weir80,5/2/2004,3.377,291.757
WS80,Weir80,5/3/2004,30.974,2676.129
WS80,Weir80,5/4/2004,16.952,1464.62
WS80,Weir80,5/5/2004,6.648,574.384
WS80,Weir80,5/6/2004,3.783,326.859
WS80,Weir80,5/7/2004,2.009,173.586
WS80,Weir80,5/8/2004,0.544,47.028
WS80,Weir80,5/9/2004,0.156,13.442
WS80,Weir80,5/10/2004,0.05,4.296
WS80,Weir80,5/11/2004,0.004,0.386
WS80,Weir80,5/12/2004,0,0
WS80,Weir80,5/13/2004,0,0
WS80,Weir80,5/14/2004,0,0
WS80,Weir80,5/15/2004,0,0
WS80,Weir80,5/16/2004,0,0
WS80,Weir80,5/17/2004,0,0
WS80,Weir80,5/18/2004,0,0
WS80,Weir80,5/19/2004,0,0
WS80,Weir80,5/20/2004,0,0
WS80,Weir80,5/21/2004,0,0
WS80,Weir80,5/22/2004,0,0
WS80,Weir80,5/23/2004,0,0
WS80,Weir80,5/24/2004,0,0
WS80,Weir80,5/25/2004,0,0
WS80,Weir80,5/26/2004,0,0
WS80,Weir80,5/27/2004,0,0
WS80,Weir80,5/28/2004,0,0
WS80,Weir80,5/29/2004,0,0
WS80,Weir80,5/30/2004,0,0
WS80,Weir80,5/31/2004,0,0
WS80,Weir80,6/1/2004,0,0
WS80,Weir80,6/2/2004,0,0
WS80,Weir80,6/3/2004,0,0
WS80,Weir80,6/4/2004,0,0
WS80,Weir80,6/5/2004,0,0
WS80,Weir80,6/6/2004,0,0
WS80,Weir80,6/7/2004,0,0
WS80,Weir80,6/8/2004,0,0
WS80,Weir80,6/9/2004,0,0
WS80,Weir80,6/10/2004,0,0
WS80,Weir80,6/11/2004,0,0
WS80,Weir80,6/12/2004,0,0
WS80,Weir80,6/13/2004,0,0
WS80,Weir80,6/14/2004,0,0
WS80,Weir80,6/15/2004,0,0
WS80,Weir80,6/16/2004,0,0
WS80,Weir80,6/17/2004,0,0
WS80,Weir80,6/18/2004,0,0
WS80,Weir80,6/19/2004,0,0
WS80,Weir80,6/20/2004,0,0
WS80,Weir80,6/21/2004,0,0
WS80,Weir80,6/22/2004,0,0
WS80,Weir80,6/23/2004,0,0
WS80,Weir80,6/24/2004,0,0
WS80,Weir80,6/25/2004,0,0
WS80,Weir80,6/26/2004,0,0
WS80,Weir80,6/27/2004,0,0
WS80,Weir80,6/28/2004,0,0
WS80,Weir80,6/29/2004,0,0
WS80,Weir80,6/30/2004,0,0
WS80,Weir80,7/1/2004,0.014,1.193
WS80,Weir80,7/2/2004,0,0
WS80,Weir80,7/3/2004,0,0
WS80,Weir80,7/4/2004,0,0
WS80,Weir80,7/5/2004,0,0
WS80,Weir80,7/6/2004,0,0
WS80,Weir80,7/7/2004,0,0
WS80,Weir80,7/8/2004,0,0
WS80,Weir80,7/9/2004,0,0
WS80,Weir80,7/10/2004,0,0
WS80,Weir80,7/11/2004,0,0
WS80,Weir80,7/12/2004,0,0
WS80,Weir80,7/13/2004,0,0
WS80,Weir80,7/14/2004,0,0
WS80,Weir80,7/15/2004,0,0
WS80,Weir80,7/16/2004,0,0
WS80,Weir80,7/17/2004,0,0
WS80,Weir80,7/18/2004,0,0
WS80,Weir80,7/19/2004,0,0
WS80,Weir80,7/20/2004,0,0
WS80,Weir80,7/21/2004,0,0
WS80,Weir80,7/22/2004,0,0
WS80,Weir80,7/23/2004,0,0
WS80,Weir80,7/24/2004,0,0
WS80,Weir80,7/25/2004,0,0
WS80,Weir80,7/26/2004,0,0
WS80,Weir80,7/27/2004,0,0
WS80,Weir80,7/28/2004,0,0
WS80,Weir80,7/29/2004,0,0
WS80,Weir80,7/30/2004,0,0
WS80,Weir80,7/31/2004,0,0
WS80,Weir80,8/1/2004,0,0
WS80,Weir80,8/2/2004,0,0
WS80,Weir80,8/3/2004,0,0
WS80,Weir80,8/4/2004,0,0
WS80,Weir80,8/5/2004,0,0
WS80,Weir80,8/6/2004,0,0
WS80,Weir80,8/7/2004,0,0
WS80,Weir80,8/8/2004,0,0
WS80,Weir80,8/9/2004,0,0
WS80,Weir80,8/10/2004,0,0
WS80,Weir80,8/11/2004,0,0
WS80,Weir80,8/12/2004,0,0
WS80,Weir80,8/13/2004,0,0
WS80,Weir80,8/14/2004,0,0
WS80,Weir80,8/15/2004,0,0
WS80,Weir80,8/16/2004,0,0
WS80,Weir80,8/17/2004,0,0
WS80,Weir80,8/18/2004,0,0
WS80,Weir80,8/19/2004,0,0
WS80,Weir80,8/20/2004,0,0
WS80,Weir80,8/21/2004,0,0
