WS,Year,Month,Day,Date,EST,Ca,Mg,K,Na,Al_Ferron,TMAl,OMAl,Al_ICP,NH4,pH,SO4,NO3,Cl,PO4,DOC,TDN,DON,DIC,SiO2,Mn,Fe,F,ANC,Cation,Anion,SpecCond,TheoryCond,Temp_C,GageHt,Flow,Hydro,FieldCode,VarCode,IonBal,IonErr,Qcode,Pass
9,1995,11,6,11/6/1995,1330,0.68,0.21,0.11,0.65,-888.88,-888.89,-888.89,-888.88,0.02,4.39,4.69,0.01,0.73,0,7.6,-888.88,0.19,-888,5.6,-888.88,-888.88,-888.88,-45,162.5,118.3,21.2,31.8,3,0.39,12.11, L ,0, AAA ,44.2,31.5,0,T
9,1995,11,13,11/13/1995,1345,0.58,0.19,0.11,0.54,-888.88,-888.89,-888.89,-888.88,0.02,4.36,4.17,0.01,0.97,0.01,8.68,-888.88,0.2,-888,3.8,-888.88,-888.88,-888.88,-54.4,158.2,114.3,23.9,32.2,2.1,0.63,39.84, F ,0, AAA ,43.9,32.2,0,T
9,1995,11,20,11/20/1995,1230,0.7,0.21,0.12,0.64,-888.88,-888.89,-888.89,-888.88,0.02,4.56,4.42,0.01,0.78,0,6.54,-888.88,0.17,-888,5.1,-888.88,-888.88,-888.88,-40,142.4,114.1,20.8,26.2,1.7,0.34,9.2, L ,0, AAA ,28.3,22.1,0,T
9,1995,11,27,11/27/1995,1005,0.74,0.24,0.14,0.75,-888.88,-888.89,-888.89,-888.88,0.02,4.65,4.59,0.03,0.73,0.01,5.27,-888.88,0.14,-888,5.8,-888.88,-888.88,-888.88,-24.6,140.2,116.5,18.7,24.5,0.5,0.25,4.13, L ,0, AAA ,23.7,18.5,0,T
9,1995,12,4,12/4/1995,1005,0.74,0.25,0.15,0.77,-888.88,-888.89,-888.89,-888.88,0.02,4.72,4.66,0.14,0.66,0,5.46,-888.88,0.15,-888,5.9,-888.88,-888.88,-888.88,-25.7,139.7,117.8,17.5,23.6,0.3,0.24,3.77, L ,0, AAA ,21.9,17,0,T
9,1995,12,11,12/11/1995,1010,0.8,0.27,0.17,0.85,-888.88,-888.89,-888.89,-888.88,0.02,4.8,4.66,0.16,0.63,0.01,4.89,-888.88,0.16,-888,6.3,-888.88,-888.88,-888.88,-24,140,117.3,17.1,22.4,0.2,0.21,2.59, L ,0, AAA ,22.7,17.6,0,T
9,1995,12,18,12/18/1995,1035,0.82,0.28,0.18,0.89,-888.88,-888.89,-888.89,-888.88,0.01,4.75,4.61,0.16,0.62,0,4.61,-888.88,0.16,-888,6.6,-888.88,-888.88,-888.88,-17.3,142.4,115.9,15.7,22.9,0.1,0.19,2.09, L ,0, AAA ,26.5,20.5,0,T
9,1995,12,26,12/26/1995,1140,0.86,0.3,0.18,0.95,-888.88,-888.89,-888.89,-888.88,0.01,4.77,4.68,0.14,0.64,0,4.46,-888.88,0.17,-888,7,-888.88,-888.88,-888.88,-12.4,147.8,117.6,17.2,23.1,0.5,0.18,1.88, L ,0, AAA ,30.2,22.8,0,T
9,1996,1,2,1/2/1996,945,0.85,0.29,0.19,0.95,-888.88,-888.89,-888.89,-888.88,0.01,4.69,4.69,0.19,0.66,0,4.48,-888.88,0.16,-888,7,-888.88,-888.88,-888.88,-11.7,149.4,119.2,16.9,24.3,0.5,0.18,1.76, L ,0, AAA ,30.2,22.5,0,T
9,1996,1,8,1/8/1996,1010,0.86,0.3,0.2,0.98,-888.88,-888.89,-888.89,-888.88,0.01,4.89,4.69,0.16,0.61,0,4.29,-888.88,0.17,-888,7.3,-888.88,-888.88,-888.88,-11.8,143.8,117.3,15.9,21.6,0.1,0.16,1.5, L ,0, AAA ,26.5,20.3,0,T
9,1996,1,15,1/15/1996,1235,0.88,0.3,0.21,1,-888.88,-888.89,-888.89,-888.88,0.01,4.97,4.62,0.23,0.58,0,4.13,-888.88,0.14,-888,7.2,-888.88,-888.88,-888.88,-9.1,143.8,116.2,15.6,20.8,0.2,0.16,1.31, L ,0, AAA ,27.6,21.2,0,T
9,1996,1,22,1/22/1996,1255,0.66,0.22,0.13,0.59,-888.88,-888.89,-888.89,-888.88,0.02,4.43,4.44,0.57,0.64,0,6.7,-888.88,0.17,-888,4.4,-888.88,-888.88,-888.88,-43.3,152.4,119.6,22.1,30,0.1,0.48,20.37, L ,0, AAA ,32.8,24.1,0,T
9,1996,1,29,1/29/1996,920,0.6,0.19,0.12,0.55,-888.88,-888.89,-888.89,-888.88,0.01,4.37,4.2,0.35,0.81,0.01,6.96,-888.88,0.17,-888,3.7,-888.88,-888.88,-888.88,-53.6,150.4,115.8,20.4,31.3,0.1,0.56,29.93, F ,0, AAA ,34.6,26,0,T
9,1996,2,5,2/5/1996,1030,0.81,0.26,0.17,0.79,-888.88,-888.89,-888.89,-888.88,0.02,4.64,4.74,0.34,0.67,0,4.68,-888.88,0.16,-888,5.9,-888.88,-888.88,-888.88,-25.4,145,123,18.7,25.2,0.1,0.26,4.72, L ,0, AAA ,22,16.4,0,T
9,1996,2,12,2/12/1996,1220,0.86,0.28,0.29,1.1,-888.88,-888.89,-888.89,-888.88,0.01,4.79,4.76,0.4,0.97,0.01,4.8,-888.88,0.3,-888,6.3,-888.88,-888.88,-888.88,-14.9,153.9,132.8,18.4,24.3,0.1,0.22,2.91, L ,0, AAA ,21.1,14.7,0,T
9,1996,2,20,2/20/1996,1300,0.94,0.3,0.46,1.78,-888.88,-888.89,-888.89,-888.88,0.02,4.94,4.76,0.79,1.84,0,6.01,-888.88,0.3,-888,6.7,-888.88,-888.88,-888.88,-10.1,185.3,163.6,21.2,26.8,0.1,0.18,1.83, L ,969, AAA ,21.7,12.4,0,T
9,1996,2,26,2/26/1996,1220,0.64,0.21,0.12,0.61,-888.88,-888.89,-888.89,-888.88,0.01,4.45,4.41,0.43,0.83,0,6.38,-888.88,0.18,-888,4.1,-888.88,-888.88,-888.88,-41.7,149.5,122.1,24.1,29.6,0.1,0.49,21.87, L ,0, AAA ,27.4,20.2,0,T
9,1996,3,4,3/4/1996,1315,0.73,0.24,0.14,0.72,-888.88,-888.89,-888.89,-888.88,0.01,4.55,4.61,0.31,0.75,0,5.43,-888.88,0.19,-888,5.4,-888.88,-888.88,-888.88,-30.3,147.7,122,21.2,27.1,0.1,0.3,6.52, L ,0, AAA ,25.7,19.1,0,T
9,1996,3,11,3/11/1996,1210,0.78,0.26,0.17,0.79,-888.88,-888.89,-888.89,-888.88,0.01,4.7,4.61,0.34,0.65,0,4.49,-888.88,0.14,-888,6,-888.88,-888.88,-888.88,-21.4,139.7,119.7,19.2,23.8,0.1,0.22,3.08, L ,0, AAA ,20,15.4,0,T
9,1996,3,18,3/18/1996,1145,0.77,0.25,0.16,0.73,-888.88,-888.89,-888.89,-888.88,0.01,4.76,4.6,0.33,0.68,0,5.08,-888.88,0.17,-888,5.6,-888.88,-888.88,-888.88,-27.1,135.5,120.2,20.2,22.9,0.3,0.25,4.38, L ,0, AAA ,15.3,12,0,T
9,1996,3,25,3/25/1996,1130,0.79,0.26,0.18,0.79,-888.88,-888.89,-888.89,-888.88,0.01,4.72,4.63,0.26,0.66,0,4.75,-888.88,0.18,-888,6.1,-888.88,-888.88,-888.88,-21.8,140.4,119.1,19,23.6,0.5,0.23,3.25, L ,0, AAA ,21.3,16.4,0,T
9,1996,4,1,4/1/1996,1115,0.76,0.26,0.17,0.78,-888.88,-888.89,-888.89,-888.88,0.01,4.67,4.71,0.3,0.69,0,5.25,-888.88,0.17,-888,6,-888.88,-888.88,-888.88,-23.8,144,122.3,20.2,24.8,0.4,0.23,3.58, L ,0, AAA ,21.7,16.3,0,T
9,1996,4,9,4/9/1996,1320,0.78,0.26,0.17,0.8,-888.88,-888.89,-888.89,-888.88,0.01,4.7,4.69,0.25,0.66,0,4.92,-888.88,0.17,-888,6.2,-888.88,-888.88,-888.88,-23.7,142.7,120.2,19.5,24.1,0.6,0.22,3.22, L ,0, AAA ,22.5,17.1,0,T
9,1996,4,15,4/15/1996,1115,0.78,0.26,0.17,0.81,-888.88,-888.89,-888.89,-888.88,0.01,4.82,4.72,0.37,0.75,0,4.98,-888.88,0.19,-888,6,-888.88,-888.88,-888.88,-22.5,138.3,125.3,19.9,22.8,0.6,0.25,4.13, L ,0, AAA ,13,9.9,0,T
9,1996,4,22,4/22/1996,1025,0.53,0.17,0.13,0.53,-888.88,-888.89,-888.89,-888.88,0.01,4.37,3.93,0.4,0.66,0.01,8.03,-888.88,0.15,-888,3.2,-888.88,-888.88,-888.88,-50,141.3,106.8,24,29.9,1.3,0.93,105.86, F ,0, AAA ,34.5,27.8,0,T
9,1996,4,24,4/24/1996,730,0.46,0.15,0.12,0.43,-888.88,-888.89,-888.89,-888.88,0.01,4.36,3.41,0.25,0.66,0.01,8.91,-888.88,0.22,-888,1.9,-888.88,-888.88,-888.88,-55.4,134.2,93.6,23.6,28.9,0.6,1.41,291.03, F ,911, AAA ,40.6,35.6,0,T
9,1996,4,29,4/29/1996,1015,0.52,0.16,0.1,0.49,-888.88,-888.89,-888.89,-888.88,0.01,4.55,3.76,0.17,0.57,0.01,7.06,-888.88,0.16,-888,2.9,-888.88,-888.88,-888.88,-42.1,123,97,21.3,23.9,1.5,0.62,38.15, L ,0, AAA ,26,23.6,0,T
9,1996,5,6,5/6/1996,1230,0.46,0.14,0.08,0.41,-888.88,-888.89,-888.89,-888.88,0.01,4.48,3.35,0.1,0.53,0.01,7.72,-888.88,0.16,-888,2.4,-888.88,-888.88,-888.88,-42.8,121.8,86.2,20.5,24.5,-999.9,0.72,56.12, F ,0, AAA ,35.6,34.2,0,T
9,1996,5,13,5/13/1996,1250,0.43,0.13,0.08,0.38,-888.88,-888.89,-888.89,-888.88,0.02,4.51,3.08,0.04,0.49,0.01,7.9,-888.88,0.14,-888,2.2,-888.88,-888.88,-888.88,-47.2,116.8,78.5,19,23,2.6,0.69,50.56, F ,0, AAA ,38.3,39.2,0,T
9,1996,5,20,5/20/1996,1125,0.44,0.13,0.08,0.38,-888.88,-888.89,-888.89,-888.88,0.02,4.35,3.01,0.01,0.56,0.01,9.54,-888.88,0.16,-888,2.2,-888.88,-888.88,-888.88,-58.7,132.8,78.6,21.8,28,8.9,0.69,50.21, L ,0, AAA ,54.2,51.3,0,T
9,1996,5,28,5/28/1996,1145,0.64,0.2,0.14,0.65,-888.88,-888.89,-888.89,-888.88,0.02,4.66,3.95,0.01,0.52,0,5.51,-888.88,0.08,27,4.4,-888.88,-888.88,-888.88,-25,122.8,97,17.9,21.7,7.6,0.25,4.17, L ,0, AAA ,25.8,23.5,0,T
9,1996,6,3,6/3/1996,1155,0.72,0.23,0.16,0.83,-888.88,-888.89,-888.89,-888.88,0.01,4.74,4.19,0.01,0.51,0,5.15,-888.88,0.12,36,5.6,-888.88,-888.88,-888.88,-17.5,128,101.7,17.1,21,10.5,0.17,1.68, L ,0, AAA ,26.3,22.9,0,T
9,1996,6,10,6/10/1996,855,0.52,0.16,0.09,0.5,-888.88,-888.89,-888.89,-888.88,0.02,4.35,3.49,0.01,0.6,0.01,10.79,-888.88,0.19,30,3.4,-888.88,-888.88,-888.88,-51.6,146.4,89.7,23,29.7,9.1,0.58,33.05, L ,0, AAA ,56.7,48,0,T
9,1996,6,17,6/17/1996,1130,0.68,0.21,0.11,0.75,-888.88,-888.89,-888.89,-888.88,0.02,4.58,4.11,0.01,0.52,0,6.29,-888.88,0.11,33,5.5,-888.88,-888.88,-888.88,-27.1,134.5,100.3,20,23.9,12.2,0.23,3.54, L ,0, AAA ,34.2,29.1,1,T
9,1996,6,24,6/24/1996,1100,0.57,0.18,0.07,0.56,-888.88,-888.89,-888.89,-888.88,0.01,4.37,3.56,0.01,0.3,0.01,11.77,-888.88,0.19,29,4.5,-888.88,-888.88,-888.88,-53.8,154.1,82.7,24.6,29.1,10.3,0.44,16.8, F ,0, AAA ,71.4,60.3,0,T
9,1996,7,1,7/1/1996,1225,0.57,0.18,0.05,0.55,-888.88,-888.89,-888.89,-888.88,0.01,4.27,3.56,0.01,0.28,0.01,13.47,-888.88,0.22,44,4.7,-888.88,-888.88,-888.88,-61.8,168.5,82.1,25.7,33.3,11.9,0.51,24.23, F ,0, AAA ,86.4,69,0,T
9,1996,7,8,7/8/1996,1155,0.65,0.19,0.07,0.67,-888.88,-888.89,-888.89,-888.88,0.01,4.47,4.03,0.01,0.3,0.01,7.86,-888.88,0.16,29,5.5,-888.88,-888.88,-888.88,-37.3,142.1,92.4,20.6,26.2,12.7,0.29,6.16, L ,0, AAA ,49.7,42.4,0,T
9,1996,7,15,7/15/1996,1115,0.49,0.14,0.04,0.43,-888.88,-888.89,-888.89,-888.88,0.01,4.26,3.33,0.01,0.18,0.01,13.66,-888.88,0.22,41,3.7,-888.88,-888.88,-888.88,-67.8,156.1,74.5,26.8,32.4,12.5,0.87,89.71, F ,0, AAA ,81.6,70.8,0,T
9,1996,7,22,7/22/1996,1330,0.57,0.16,0.05,0.55,-888.88,-888.89,-888.89,-888.88,0.01,4.37,3.84,0.01,0.22,0.01,10.49,-888.88,0.2,35,4.8,-888.88,-888.88,-888.88,-51.7,147.2,86.2,23.6,28.9,12.8,0.42,14.82, L ,0, AAA ,61,52.3,0,T
9,1996,7,29,7/29/1996,1140,0.63,0.18,0.07,0.62,-888.88,-888.89,-888.89,-888.88,0.01,4.43,4.23,0.01,0.24,0.01,8.44,-888.88,0.17,32,5.3,-888.88,-888.88,-888.88,-43.2,144.8,94.9,23.9,27.7,12.4,0.35,9.46, L ,0, AAA ,49.9,41.6,0,T
9,1996,8,5,8/5/1996,1145,0.74,0.22,0.11,0.84,-888.88,-888.89,-888.89,-888.88,0.01,4.63,4.36,0.01,0.33,0.01,6.58,-888.88,0.15,45,6.6,-888.88,-888.88,-888.88,-31.5,138.6,100.2,19.9,23.2,14,0.21,2.68, L ,0, AAA ,38.4,32.2,0,T
9,1996,8,12,8/12/1996,1050,0.79,0.25,0.16,1.17,-888.88,-888.89,-888.89,-888.88,0.01,4.85,4.54,0.01,0.42,0.01,6.14,-888.88,0.14,57,8.7,-888.88,-888.88,-888.88,-18.6,144.7,106.4,17.8,21.1,12,0.12,0.71, L ,0, AAA ,38.3,30.5,0,T
9,1996,8,19,8/19/1996,1055,0.83,0.27,0.15,1.31,-888.88,-888.89,-888.89,-888.88,0.01,5.02,4.45,0.01,0.47,0,6.21,-888.88,0.14,54,9,-888.88,-888.88,-888.88,-13.9,147.1,106,16.5,19.7,12.8,0.08,0.28, L ,0, AAA ,41.1,32.5,0,T
9,1996,8,26,8/26/1996,1045,0.77,0.25,0.22,1.44,-888.88,-888.89,-888.89,-888.88,0.01,4.97,4.45,0.01,0.5,0.01,6.57,-888.88,0.17,105,9.8,-888.88,-888.88,-888.88,-999.9,151,106.8,18,20.3,13.3,0.07,0.21, L ,0, AAA ,44.2,34.3,0,T
9,1996,9,2,9/2/1996,1050,0.76,0.25,0.24,1.52,-888.88,-888.89,-888.89,-888.88,0.01,5.05,4.42,0.01,0.5,0.01,6.75,-888.88,0.14,155,10,-888.88,-888.88,-888.88,-999.9,151.5,106.2,17.9,19.7,12.8,0.07,0.19, L ,912, AAA ,45.3,35.2,0,T
9,1996,9,9,9/9/1996,1415,0.87,0.31,0.42,1.4,-888.88,-888.89,-888.89,-888.88,0.01,5.2,4.39,0.01,0.54,0.01,7.7,-888.88,0.17,64,9.1,-888.88,-888.88,-888.88,-999.9,158.7,106.7,17.9,19.5,13.1,0.14,0.97, L ,0, AAA ,52,39.2,0,T
9,1996,9,16,9/16/1996,855,0.79,0.29,0.42,1.53,-888.88,-888.89,-888.89,-888.88,0.01,4.99,4.35,0.01,0.51,0.01,7.34,-888.88,0.15,77,9.6,-888.88,-888.88,-888.88,-10,161.3,105,16.9,20.6,11.2,0.13,0.86, L ,0, AAA ,56.3,42.3,0,T
9,1996,9,23,9/23/1996,1120,0.78,0.29,0.38,1.62,-888.88,-888.89,-888.89,-888.88,0.02,5.34,4.4,0.01,0.51,0.01,7.02,-888.88,0.14,119,10.5,-888.88,-888.88,-888.88,19.3,158,106.1,16.6,21,9.5,0.07,0.2, L ,0, AAA ,51.9,39.3,0,T
9,1996,9,30,9/30/1996,1330,1.4,0.5,0.37,1.14,-888.88,-888.89,-888.89,-888.88,0.02,4.48,7.3,0.01,0.73,0.01,8.64,-888.88,0.18,41,10.2,-888.88,-888.88,-888.88,-36.5,225.6,172.6,27.6,36.8,9,0.17,1.71, L ,0, AAA ,53,26.6,0,T
9,1996,10,7,10/7/1996,1140,0.87,0.36,0.52,1.44,-888.88,-888.89,-888.89,-888.88,0.02,5.2,5.2,0.01,0.57,0.01,5.85,-888.88,0.11,91,10.7,-888.88,-888.88,-888.88,-8.9,165.8,124.4,17.9,21.3,4.9,0.11,0.55, L ,0, AAA ,41.4,28.5,0,T
9,1996,10,15,10/15/1996,1200,0.95,0.37,0.41,0.95,-888.88,-888.89,-888.89,-888.88,0.01,4.51,5.88,0.01,0.72,0.01,8.44,-888.88,0.15,50,8.4,-888.88,-888.88,-888.88,-35.8,183.9,142.8,24,31.5,2.6,0.17,1.71, L ,0, AAA ,41.1,25.2,0,T
9,1996,10,21,10/21/1996,1140,0.48,0.18,0.34,0.49,-888.88,-888.89,-888.89,-888.88,0.01,4.07,3.88,0.01,0.7,0.01,15.04,-888.88,0.31,-999,3.8,-888.88,-888.88,-888.88,-94.5,198.5,100.6,32.3,45.7,6.1,2.01,696, R ,911, AAA ,97.9,65.5,1,T
9,1996,10,28,10/28/1996,1100,0.7,0.23,0.2,0.71,-888.88,-888.89,-888.89,-888.88,0.01,4.37,4.64,0.01,0.61,0,3.24,-888.88,0.1,33,5.3,-888.88,-888.88,-888.88,-41.4,141.3,113.9,21.8,29.7,7.1,0.34,8.62, L ,0, AAA ,27.4,21.5,0,T
9,1996,11,4,11/4/1996,1330,0.73,0.24,0.14,0.78,-888.88,-888.89,-888.89,-888.88,0.01,4.48,4.84,0.01,0.63,0,6.07,-888.88,0.12,37,6.5,-888.88,-888.88,-888.88,-34.5,148.4,118.6,21,28.1,2.2,0.27,4.94, L ,0, AAA ,29.8,22.3,0,T
9,1996,11,11,11/11/1996,1000,0.6,0.19,0.15,0.6,-888.88,-888.89,-888.89,-888.88,0.01,4.32,4.17,0.01,0.83,0.01,8.88,-888.88,0.16,33,4.4,-888.88,-888.88,-888.88,-56,161.1,110.3,25.1,33.1,3.9,0.5,23.43, L ,0, AAA ,50.8,37.4,0,T
9,1996,11,18,11/18/1996,1150,0.73,0.23,0.15,0.78,-888.88,-888.89,-888.89,-888.88,0.01,4.63,4.39,0.02,0.69,0,5.52,-888.88,0.13,34,5.9,-888.88,-888.88,-888.88,-29.1,135.6,111.1,19.2,23.9,1.1,0.26,4.72, L ,0, AAA ,24.5,19.9,0,T
9,1996,11,25,11/25/1996,1315,0.79,0.26,0.17,0.9,-888.88,-888.89,-888.89,-888.88,0.02,4.72,4.49,0.09,0.64,0,4.8,-888.88,0.09,44,6.5,-888.88,-888.88,-888.88,-21.3,139,112.9,17.7,22.8,-999.9,0.2,2.29, L ,0, AAA ,26.1,20.7,0,T
9,1996,12,2,12/2/1996,930,0.42,0.14,0.13,0.42,-888.88,-888.89,-888.89,-888.88,0.02,4.26,3.16,0.13,0.51,0.02,11.15,-888.88,0.23,36,2.3,-888.88,-888.88,-888.88,-72.7,147.6,82.2,26.1,32.2,1.6,2.17,835.6, F ,911, AAA ,65.4,56.9,0,T
9,1996,12,10,12/10/1996,1125,0.7,0.22,0.14,0.7,-888.88,-888.89,-888.89,-888.88,0.02,4.56,4.19,0.12,0.56,0,5.3,-888.88,0.17,40,5,-888.88,-888.88,-888.88,-32.1,154.1,104.9,18.9,26.3,0.2,0.28,5.31, L ,0, AAA ,49.2,38,0,T
