Location,Instr_ID,Date_,Avg_FlowRa,DailyFlow_
WS77,Weir77,4/4/2003,1.145,98.893
WS77,Weir77,4/5/2003,0.906,78.252
WS77,Weir77,4/6/2003,0.731,63.121
WS77,Weir77,4/7/2003,3.409,294.528
WS77,Weir77,4/8/2003,38.224,3302.591
WS77,Weir77,4/9/2003,311.739,26934.263
WS77,Weir77,4/10/2003,268.372,23187.337
WS77,Weir77,4/11/2003,120.705,10428.896
WS77,Weir77,4/12/2003,62.845,5429.836
WS77,Weir77,4/13/2003,35.38,3056.82
WS77,Weir77,4/14/2003,18.953,1637.507
WS77,Weir77,4/15/2003,11.053,954.947
WS77,Weir77,4/16/2003,6.26,540.9
WS77,Weir77,4/17/2003,3.569,308.363
WS77,Weir77,4/18/2003,2.312,199.79
WS77,Weir77,4/19/2003,1.57,135.66
WS77,Weir77,4/20/2003,1.072,92.663
WS77,Weir77,4/21/2003,0.827,71.452
WS77,Weir77,4/22/2003,0.646,55.806
WS77,Weir77,4/23/2003,0.364,31.424
WS77,Weir77,4/24/2003,0.229,19.792
WS77,Weir77,4/25/2003,9.95,859.647
WS77,Weir77,4/26/2003,NULL,NULL
WS77,Weir77,4/27/2003,NULL,NULL
WS77,Weir77,4/28/2003,NULL,NULL
WS77,Weir77,4/29/2003,14.908,1288.031
WS77,Weir77,4/30/2003,7.326,632.977
WS77,Weir77,5/1/2003,3.823,330.341
WS77,Weir77,5/2/2003,2.195,189.62
WS77,Weir77,5/3/2003,1.29,111.437
WS77,Weir77,5/4/2003,0.869,75.075
WS77,Weir77,5/5/2003,0.621,53.62
WS77,Weir77,5/6/2003,0.929,80.277
WS77,Weir77,5/7/2003,9.326,805.805
WS77,Weir77,5/8/2003,9.328,805.925
WS77,Weir77,5/9/2003,5.18,447.543
WS77,Weir77,5/10/2003,2.636,227.771
WS77,Weir77,5/11/2003,1.407,121.605
WS77,Weir77,5/12/2003,0.678,58.539
WS77,Weir77,5/13/2003,0.293,25.309
WS77,Weir77,5/14/2003,0.13,11.251
WS77,Weir77,5/15/2003,0.237,20.444
WS77,Weir77,5/16/2003,0.293,25.332
WS77,Weir77,5/17/2003,0.216,18.663
WS77,Weir77,5/18/2003,0.171,14.738
WS77,Weir77,5/19/2003,0.189,16.372
WS77,Weir77,5/20/2003,0.126,10.887
WS77,Weir77,5/21/2003,0.066,5.736
WS77,Weir77,5/22/2003,0.062,5.358
WS77,Weir77,5/23/2003,41.874,3617.932
WS77,Weir77,5/24/2003,55.966,4835.453
WS77,Weir77,5/25/2003,29.742,2569.666
WS77,Weir77,5/26/2003,17.303,1494.945
WS77,Weir77,5/27/2003,10.321,891.737
WS77,Weir77,5/28/2003,7.873,680.186
WS77,Weir77,5/29/2003,4.453,384.775
WS77,Weir77,5/30/2003,2.252,194.598
WS77,Weir77,5/31/2003,1.222,105.622
WS77,Weir77,6/1/2003,0.591,51.1
WS77,Weir77,6/2/2003,0.27,23.343
WS77,Weir77,6/3/2003,0.211,18.272
WS77,Weir77,6/4/2003,2.137,184.599
WS77,Weir77,6/5/2003,8.776,758.276
WS77,Weir77,6/6/2003,7.236,625.224
WS77,Weir77,6/7/2003,98.428,8504.139
WS77,Weir77,6/8/2003,225.261,19462.581
WS77,Weir77,6/9/2003,332.349,28714.952
WS77,Weir77,6/10/2003,80.036,6915.131
WS77,Weir77,6/11/2003,33.691,2910.863
WS77,Weir77,6/12/2003,16.415,1418.288
WS77,Weir77,6/13/2003,8.294,716.619
WS77,Weir77,6/14/2003,4.938,426.626
WS77,Weir77,6/15/2003,3,259.172
WS77,Weir77,6/16/2003,1.986,171.628
WS77,Weir77,6/17/2003,3.204,276.857
WS77,Weir77,6/18/2003,5.41,467.434
WS77,Weir77,6/19/2003,64.45,5568.463
WS77,Weir77,6/20/2003,301.946,26088.15
WS77,Weir77,6/21/2003,369.289,31906.576
WS77,Weir77,6/22/2003,78.205,6756.917
WS77,Weir77,6/23/2003,32.072,2771.036
WS77,Weir77,6/24/2003,14.261,1232.141
WS77,Weir77,6/25/2003,6.559,566.66
WS77,Weir77,6/26/2003,3.067,264.994
WS77,Weir77,6/27/2003,1.508,130.328
WS77,Weir77,6/28/2003,0.781,67.5
WS77,Weir77,6/29/2003,339.289,29314.579
WS77,Weir77,6/30/2003,NULL,NULL
WS77,Weir77,7/1/2003,83.041,7174.731
WS77,Weir77,7/2/2003,NULL,NULL
WS77,Weir77,7/3/2003,NULL,NULL
WS77,Weir77,7/4/2003,NULL,NULL
WS77,Weir77,7/5/2003,NULL,NULL
WS77,Weir77,7/6/2003,NULL,NULL
WS77,Weir77,7/7/2003,NULL,NULL
WS77,Weir77,7/8/2003,NULL,NULL
WS77,Weir77,7/9/2003,NULL,NULL
WS77,Weir77,7/10/2003,NULL,NULL
WS77,Weir77,7/11/2003,NULL,NULL
WS77,Weir77,7/12/2003,NULL,NULL
WS77,Weir77,7/13/2003,NULL,NULL
WS77,Weir77,7/14/2003,5.88,507.999
WS77,Weir77,7/15/2003,6.533,564.481
WS77,Weir77,7/16/2003,4.762,411.448
WS77,Weir77,7/17/2003,2.839,245.324
WS77,Weir77,7/18/2003,1.726,149.116
WS77,Weir77,7/19/2003,1076.692,93026.222
WS77,Weir77,7/20/2003,191.134,16513.967
WS77,Weir77,7/21/2003,65.315,5643.223
WS77,Weir77,7/22/2003,109.344,9447.287
WS77,Weir77,7/23/2003,411.065,35515.989
WS77,Weir77,7/24/2003,1389.268,120032.724
WS77,Weir77,7/25/2003,389.19,33626.01
WS77,Weir77,7/26/2003,830.703,71772.748
WS77,Weir77,7/27/2003,218.5,18878.412
WS77,Weir77,7/28/2003,66.05,5706.748
WS77,Weir77,7/29/2003,36.628,3164.627
WS77,Weir77,7/30/2003,20.882,1804.223
WS77,Weir77,7/31/2003,20.717,1789.949
WS77,Weir77,8/1/2003,8.519,736.062
WS77,Weir77,8/2/2003,8.464,731.322
WS77,Weir77,8/3/2003,5.962,515.15
WS77,Weir77,8/4/2003,3.941,340.486
WS77,Weir77,8/5/2003,4.871,420.894
WS77,Weir77,8/6/2003,19.203,1659.163
WS77,Weir77,8/7/2003,16.7,1442.92
WS77,Weir77,8/8/2003,9.076,784.144
WS77,Weir77,8/9/2003,8.414,726.927
WS77,Weir77,8/10/2003,6.729,581.357
WS77,Weir77,8/11/2003,8.051,695.584
WS77,Weir77,8/12/2003,5.474,472.94
WS77,Weir77,8/13/2003,3.192,275.825
WS77,Weir77,8/14/2003,2.011,173.716
WS77,Weir77,8/15/2003,1.17,101.056
WS77,Weir77,8/16/2003,0.735,63.523
WS77,Weir77,8/17/2003,0.596,51.529
WS77,Weir77,8/18/2003,0.41,35.438
WS77,Weir77,8/19/2003,0.445,38.482
WS77,Weir77,8/20/2003,1.415,122.219
WS77,Weir77,8/21/2003,1.602,138.435
WS77,Weir77,8/22/2003,8.734,754.641
WS77,Weir77,8/23/2003,43.306,3741.674
WS77,Weir77,8/24/2003,28.754,2484.372
WS77,Weir77,8/25/2003,38.605,3335.505
WS77,Weir77,8/26/2003,26.556,2294.415
WS77,Weir77,8/27/2003,14.11,1219.11
WS77,Weir77,8/28/2003,6.82,589.287
WS77,Weir77,8/29/2003,3.474,300.12
WS77,Weir77,8/30/2003,1.787,154.376
WS77,Weir77,8/31/2003,0.93,80.345
WS77,Weir77,9/1/2003,0.499,43.081
WS77,Weir77,9/2/2003,0.271,23.395
WS77,Weir77,9/3/2003,0.311,26.852
WS77,Weir77,9/4/2003,0.387,33.441
WS77,Weir77,9/5/2003,1.07,92.421
WS77,Weir77,9/6/2003,59.287,5122.427
WS77,Weir77,9/7/2003,113.9,9840.948
WS77,Weir77,9/8/2003,NULL,NULL
WS77,Weir77,9/9/2003,NULL,NULL
WS77,Weir77,9/10/2003,NULL,NULL
WS77,Weir77,9/11/2003,NULL,NULL
WS77,Weir77,9/12/2003,NULL,NULL
WS77,Weir77,9/13/2003,10.788,932.045
WS77,Weir77,9/14/2003,6.22,537.374
WS77,Weir77,9/15/2003,NULL,NULL
WS77,Weir77,9/16/2003,NULL,NULL
WS77,Weir77,9/17/2003,0.85,73.428
WS77,Weir77,9/18/2003,0.418,36.153
WS77,Weir77,9/19/2003,0.195,16.891
WS77,Weir77,9/20/2003,0.085,7.369
WS77,Weir77,9/21/2003,0.052,4.461
WS77,Weir77,9/22/2003,0.028,2.43
WS77,Weir77,9/23/2003,0.043,3.685
WS77,Weir77,9/24/2003,0.02,1.688
WS77,Weir77,9/25/2003,0.001,0.085
WS77,Weir77,9/26/2003,0,0.017
WS77,Weir77,9/27/2003,0,0
WS77,Weir77,9/28/2003,0,0
WS77,Weir77,9/29/2003,0,0
WS77,Weir77,9/30/2003,0,0
WS77,Weir77,10/1/2003,0,0
WS77,Weir77,10/2/2003,0,0
WS77,Weir77,10/3/2003,0,0
WS77,Weir77,10/4/2003,0,0
WS77,Weir77,10/5/2003,0,0
WS77,Weir77,10/6/2003,0,0
WS77,Weir77,10/7/2003,0,0
WS77,Weir77,10/8/2003,0,0
WS77,Weir77,10/9/2003,0,0
WS77,Weir77,10/10/2003,0,0
WS77,Weir77,10/11/2003,0,0
WS77,Weir77,10/12/2003,0,0
WS77,Weir77,10/13/2003,0,0
WS77,Weir77,10/14/2003,0,0
WS77,Weir77,10/15/2003,0,0
WS77,Weir77,10/16/2003,0,0
WS77,Weir77,10/17/2003,0,0
WS77,Weir77,10/18/2003,0,0
WS77,Weir77,10/19/2003,0,0
WS77,Weir77,10/20/2003,0,0
WS77,Weir77,10/21/2003,0,0
WS77,Weir77,10/22/2003,0,0
WS77,Weir77,10/23/2003,0,0
WS77,Weir77,10/24/2003,0,0
WS77,Weir77,10/25/2003,0,0
WS77,Weir77,10/26/2003,0,0
WS77,Weir77,10/27/2003,0,0
WS77,Weir77,10/28/2003,0,0
WS77,Weir77,10/29/2003,1.504,129.988
WS77,Weir77,10/30/2003,3.203,276.774
WS77,Weir77,10/31/2003,2.48,214.284
WS77,Weir77,11/1/2003,1.753,151.46
WS77,Weir77,11/2/2003,1.148,99.164
WS77,Weir77,11/3/2003,0.878,75.859
WS77,Weir77,11/4/2003,0.803,69.337
WS77,Weir77,11/5/2003,0.697,60.231
WS77,Weir77,11/6/2003,0.703,60.773
WS77,Weir77,11/7/2003,0.585,50.534
WS77,Weir77,11/8/2003,0.503,43.496
WS77,Weir77,11/9/2003,0.326,28.178
WS77,Weir77,11/10/2003,0.235,20.326
WS77,Weir77,11/11/2003,0.16,13.82
WS77,Weir77,11/12/2003,0.123,10.617
WS77,Weir77,11/13/2003,0.103,8.888
WS77,Weir77,11/14/2003,0.068,5.882
WS77,Weir77,11/15/2003,0.058,5.054
WS77,Weir77,11/16/2003,0.052,4.498
WS77,Weir77,11/17/2003,0.041,3.559
WS77,Weir77,11/18/2003,0.044,3.802
WS77,Weir77,11/19/2003,0.089,7.73
WS77,Weir77,11/20/2003,0.129,11.146
WS77,Weir77,11/21/2003,0.104,9.01
WS77,Weir77,11/22/2003,0.097,8.378
WS77,Weir77,11/23/2003,0.084,7.268
WS77,Weir77,11/24/2003,0.082,7.084
WS77,Weir77,11/25/2003,0.065,5.639
WS77,Weir77,11/26/2003,0.061,5.294
WS77,Weir77,11/27/2003,0.057,4.925
WS77,Weir77,11/28/2003,0.051,4.412
WS77,Weir77,11/29/2003,0.032,2.732
WS77,Weir77,11/30/2003,0.027,2.324
WS77,Weir77,12/1/2003,0.014,1.193
WS77,Weir77,12/2/2003,0.009,0.739
WS77,Weir77,12/3/2003,0.004,0.37
WS77,Weir77,12/4/2003,0.06,5.161
WS77,Weir77,12/5/2003,0.12,10.39
WS77,Weir77,12/6/2003,0.102,8.851
WS77,Weir77,12/7/2003,0.086,7.445
WS77,Weir77,12/8/2003,0.077,6.638
WS77,Weir77,12/9/2003,0.073,6.294
WS77,Weir77,12/10/2003,0.187,16.135
WS77,Weir77,12/11/2003,0.659,56.926
WS77,Weir77,12/12/2003,0.576,49.769
WS77,Weir77,12/13/2003,0.521,45.001
WS77,Weir77,12/14/2003,1.162,100.368
WS77,Weir77,12/15/2003,1.361,117.617
WS77,Weir77,12/16/2003,1.017,87.857
WS77,Weir77,12/17/2003,0.811,70.054
WS77,Weir77,12/18/2003,0.663,57.301
WS77,Weir77,12/19/2003,0.542,46.838
WS77,Weir77,12/20/2003,0.414,35.776
WS77,Weir77,12/21/2003,0.302,26.069
WS77,Weir77,12/22/2003,0.296,25.553
WS77,Weir77,12/23/2003,0.298,25.752
WS77,Weir77,12/24/2003,0.36,31.071
WS77,Weir77,12/25/2003,0.27,23.333
WS77,Weir77,12/26/2003,0.207,17.879
WS77,Weir77,12/27/2003,0.156,13.488
WS77,Weir77,12/28/2003,0.124,10.736
WS77,Weir77,12/29/2003,0.115,9.896
WS77,Weir77,12/30/2003,0.107,9.244
WS77,Weir77,12/31/2003,0.087,7.502
WS77,Weir77,1/1/2004,0.081,7.007
WS77,Weir77,1/2/2004,0.081,6.966
WS77,Weir77,1/3/2004,0.085,7.344
WS77,Weir77,1/4/2004,0.085,7.344
WS77,Weir77,1/5/2004,0.085,7.344
WS77,Weir77,1/6/2004,0.076,6.546
WS77,Weir77,1/7/2004,0.059,5.084
WS77,Weir77,1/8/2004,0.066,5.695
WS77,Weir77,1/9/2004,0.107,9.282
WS77,Weir77,1/10/2004,0.13,11.222
WS77,Weir77,1/11/2004,0.109,9.417
WS77,Weir77,1/12/2004,0.109,9.397
WS77,Weir77,1/13/2004,0.097,8.404
WS77,Weir77,1/14/2004,0.094,8.15
WS77,Weir77,1/15/2004,0.095,8.194
WS77,Weir77,1/16/2004,0.076,6.571
WS77,Weir77,1/17/2004,0.077,6.68
WS77,Weir77,1/18/2004,0.094,8.15
WS77,Weir77,1/19/2004,0.08,6.899
WS77,Weir77,1/20/2004,0.073,6.269
WS77,Weir77,1/21/2004,0.068,5.916
WS77,Weir77,1/22/2004,0.068,5.849
WS77,Weir77,1/23/2004,0.058,4.983
WS77,Weir77,1/24/2004,0.053,4.598
WS77,Weir77,1/25/2004,0.052,4.481
WS77,Weir77,1/26/2004,0.182,15.754
WS77,Weir77,1/27/2004,1.733,149.705
WS77,Weir77,1/28/2004,1.684,145.492
WS77,Weir77,1/29/2004,1.242,107.351
WS77,Weir77,1/30/2004,1.039,89.761
WS77,Weir77,1/31/2004,0.8,69.093
WS77,Weir77,2/1/2004,0.677,58.479
WS77,Weir77,2/2/2004,0.569,49.157
WS77,Weir77,2/3/2004,6.829,590.001
WS77,Weir77,2/4/2004,NULL,NULL
WS77,Weir77,2/5/2004,NULL,NULL
WS77,Weir77,2/6/2004,NULL,NULL
WS77,Weir77,2/7/2004,NULL,NULL
WS77,Weir77,2/8/2004,NULL,NULL
WS77,Weir77,2/9/2004,NULL,NULL
WS77,Weir77,2/10/2004,NULL,NULL
WS77,Weir77,2/11/2004,NULL,NULL
WS77,Weir77,2/12/2004,NULL,NULL
WS77,Weir77,2/13/2004,NULL,NULL
WS77,Weir77,2/14/2004,NULL,NULL
WS77,Weir77,2/15/2004,NULL,NULL
WS77,Weir77,2/16/2004,NULL,NULL
WS77,Weir77,2/17/2004,NULL,NULL
WS77,Weir77,2/18/2004,NULL,NULL
WS77,Weir77,2/19/2004,NULL,NULL
WS77,Weir77,2/20/2004,NULL,NULL
WS77,Weir77,2/21/2004,14.947,1291.382
WS77,Weir77,2/22/2004,10.198,881.07
WS77,Weir77,2/23/2004,7.227,624.445
WS77,Weir77,2/24/2004,5.524,477.291
WS77,Weir77,2/25/2004,4.217,364.316
WS77,Weir77,2/26/2004,14.649,1265.676
WS77,Weir77,2/27/2004,45.974,3972.155
WS77,Weir77,2/28/2004,50.729,4382.963
WS77,Weir77,2/29/2004,34.271,2961.016
WS77,Weir77,3/1/2004,22.789,1968.934
WS77,Weir77,3/2/2004,15.62,1349.559
WS77,Weir77,3/3/2004,10.826,935.347
WS77,Weir77,3/4/2004,7.673,662.983
WS77,Weir77,3/5/2004,5.596,483.461
WS77,Weir77,3/6/2004,4.131,356.901
WS77,Weir77,3/7/2004,2.956,255.435
WS77,Weir77,3/8/2004,1.832,158.247
WS77,Weir77,3/9/2004,1.343,116.066
WS77,Weir77,3/10/2004,1.575,136.057
WS77,Weir77,3/11/2004,1.505,130.071
WS77,Weir77,3/12/2004,1.332,115.042
WS77,Weir77,3/13/2004,1.025,88.554
WS77,Weir77,3/14/2004,0.897,77.538
WS77,Weir77,3/15/2004,0.781,67.459
WS77,Weir77,3/16/2004,0.762,65.865
WS77,Weir77,3/17/2004,0.658,56.83
WS77,Weir77,3/18/2004,0.573,49.473
WS77,Weir77,3/19/2004,0.397,34.281
WS77,Weir77,3/20/2004,0.121,10.419
WS77,Weir77,3/21/2004,0.136,11.786
WS77,Weir77,3/22/2004,0.091,7.839
WS77,Weir77,3/23/2004,0.067,5.76
WS77,Weir77,3/24/2004,0.058,5.004
WS77,Weir77,3/25/2004,0.043,3.724
WS77,Weir77,3/26/2004,0.041,3.526
WS77,Weir77,3/27/2004,0.036,3.068
WS77,Weir77,3/28/2004,0.024,2.035
WS77,Weir77,3/29/2004,0.012,1.058
WS77,Weir77,3/30/2004,0.016,1.348
WS77,Weir77,3/31/2004,0.045,3.881
WS77,Weir77,4/1/2004,0.03,2.576
WS77,Weir77,4/2/2004,0.012,1.008
WS77,Weir77,4/3/2004,0.011,0.983
WS77,Weir77,4/4/2004,0,0
WS77,Weir77,4/5/2004,0,0
WS77,Weir77,4/6/2004,0,0
WS77,Weir77,4/7/2004,0,0
WS77,Weir77,4/8/2004,0,0
WS77,Weir77,4/9/2004,0,0
WS77,Weir77,4/10/2004,0,0
WS77,Weir77,4/11/2004,0,0
WS77,Weir77,4/12/2004,0.719,62.091
WS77,Weir77,4/13/2004,6.238,538.999
WS77,Weir77,4/14/2004,10.837,936.315
WS77,Weir77,4/15/2004,6.429,555.445
WS77,Weir77,4/16/2004,3.143,271.518
WS77,Weir77,4/17/2004,1.628,140.673
WS77,Weir77,4/18/2004,0.939,81.163
WS77,Weir77,4/19/2004,0.587,50.676
WS77,Weir77,4/20/2004,0.391,33.809
WS77,Weir77,4/21/2004,0.382,32.995
WS77,Weir77,4/22/2004,0.368,31.831
WS77,Weir77,4/23/2004,0.235,20.286
WS77,Weir77,4/24/2004,0.139,11.982
WS77,Weir77,4/25/2004,0.088,7.609
WS77,Weir77,4/26/2004,0.064,5.504
WS77,Weir77,4/27/2004,0.322,27.814
WS77,Weir77,4/28/2004,0.221,19.094
WS77,Weir77,4/29/2004,0.127,10.936
WS77,Weir77,4/30/2004,0.093,8.075
WS77,Weir77,5/1/2004,0.988,85.324
WS77,Weir77,5/2/2004,3.038,262.493
WS77,Weir77,5/3/2004,27.731,2395.927
WS77,Weir77,5/4/2004,26.065,2252.007
WS77,Weir77,5/5/2004,NULL,NULL
WS77,Weir77,5/6/2004,NULL,NULL
WS77,Weir77,5/7/2004,NULL,NULL
WS77,Weir77,5/8/2004,1.605,138.649
WS77,Weir77,5/9/2004,0.812,70.198
WS77,Weir77,5/10/2004,0.474,40.982
WS77,Weir77,5/11/2004,0.257,22.195
WS77,Weir77,5/12/2004,0.138,11.942
WS77,Weir77,5/13/2004,0.08,6.878
WS77,Weir77,5/14/2004,0.044,3.835
WS77,Weir77,5/15/2004,0.012,1.033
WS77,Weir77,5/16/2004,0,0
WS77,Weir77,5/17/2004,0,0
WS77,Weir77,5/18/2004,0,0
WS77,Weir77,5/19/2004,0,0
WS77,Weir77,5/20/2004,0,0
WS77,Weir77,5/21/2004,0,0
WS77,Weir77,5/22/2004,0,0
WS77,Weir77,5/23/2004,0,0
WS77,Weir77,5/24/2004,0,0
WS77,Weir77,5/25/2004,0,0
WS77,Weir77,5/26/2004,0,0
WS77,Weir77,5/27/2004,0,0
WS77,Weir77,5/28/2004,0,0
WS77,Weir77,5/29/2004,0,0
WS77,Weir77,5/30/2004,0,0
WS77,Weir77,5/31/2004,0,0
WS77,Weir77,6/1/2004,0,0
WS77,Weir77,6/2/2004,0,0
WS77,Weir77,6/3/2004,0,0
WS77,Weir77,6/4/2004,0,0
WS77,Weir77,6/5/2004,0,0
WS77,Weir77,6/6/2004,0,0
WS77,Weir77,6/7/2004,0,0
WS77,Weir77,6/8/2004,0,0
WS77,Weir77,6/9/2004,0,0
WS77,Weir77,6/10/2004,0,0
WS77,Weir77,6/11/2004,0,0
WS77,Weir77,6/12/2004,NULL,NULL
WS77,Weir77,6/13/2004,NULL,NULL
WS77,Weir77,6/14/2004,NULL,NULL
WS77,Weir77,6/15/2004,0,0
WS77,Weir77,6/16/2004,0,0
WS77,Weir77,6/17/2004,0,0
WS77,Weir77,6/18/2004,0,0
WS77,Weir77,6/19/2004,0,0
WS77,Weir77,6/20/2004,0,0
WS77,Weir77,6/21/2004,0,0
WS77,Weir77,6/22/2004,0,0
WS77,Weir77,6/23/2004,0,0
WS77,Weir77,6/24/2004,0,0
WS77,Weir77,6/25/2004,0,0
WS77,Weir77,6/26/2004,0,0
WS77,Weir77,6/27/2004,0,0
WS77,Weir77,6/28/2004,0,0
WS77,Weir77,6/29/2004,0,0
WS77,Weir77,6/30/2004,NULL,NULL
WS77,Weir77,7/1/2004,NULL,NULL
WS77,Weir77,7/2/2004,0,0
WS77,Weir77,7/3/2004,0,0
WS77,Weir77,7/4/2004,0,0
WS77,Weir77,7/5/2004,0,0
WS77,Weir77,7/6/2004,0,0
WS77,Weir77,7/7/2004,0,0
WS77,Weir77,7/8/2004,0,0
WS77,Weir77,7/9/2004,0,0
WS77,Weir77,7/10/2004,0,0
WS77,Weir77,7/11/2004,0,0
WS77,Weir77,7/12/2004,0,0
WS77,Weir77,7/13/2004,0,0
WS77,Weir77,7/14/2004,0,0
WS77,Weir77,7/15/2004,0,0
WS77,Weir77,7/16/2004,0,0
WS77,Weir77,7/17/2004,0,0
WS77,Weir77,7/18/2004,0,0
WS77,Weir77,7/19/2004,0,0
WS77,Weir77,7/20/2004,0,0
WS77,Weir77,7/21/2004,0,0
WS77,Weir77,7/22/2004,0,0
WS77,Weir77,7/23/2004,0,0
WS77,Weir77,7/24/2004,0,0
WS77,Weir77,7/25/2004,0,0
WS77,Weir77,7/26/2004,0,0
WS77,Weir77,7/27/2004,0,0
WS77,Weir77,7/28/2004,0,0
WS77,Weir77,7/29/2004,0,0
WS77,Weir77,7/30/2004,0,0
WS77,Weir77,7/31/2004,0,0
WS77,Weir77,8/1/2004,0,0
WS77,Weir77,8/2/2004,0,0
WS77,Weir77,8/3/2004,0,0
WS77,Weir77,8/4/2004,0,0
WS77,Weir77,8/5/2004,0,0
WS77,Weir77,8/6/2004,0,0
WS77,Weir77,8/7/2004,0,0
WS77,Weir77,8/8/2004,0,0
WS77,Weir77,8/9/2004,0,0
WS77,Weir77,8/10/2004,0,0
WS77,Weir77,8/11/2004,0,0
WS77,Weir77,8/12/2004,0,0
WS77,Weir77,8/13/2004,0,0
WS77,Weir77,8/14/2004,0,0
WS77,Weir77,8/15/2004,0,0
WS77,Weir77,8/16/2004,0,0
WS77,Weir77,8/17/2004,0,0
WS77,Weir77,8/18/2004,0,0
WS77,Weir77,8/19/2004,0,0
WS77,Weir77,8/20/2004,0,0
WS77,Weir77,8/21/2004,0,0
